Player_ID,Number_Formations,I_Normal,I_TE_Pairs,I_WR_Slot,Pro_Normal,Pro_TE_Pairs,Pro_WR_Slot,Weak_Normal,Weak_TE_Pairs,Weak_Three_WR,Strong_Normal,Strong_TE_Pairs,Strong_Three_WR,Single-Back_Normal,Single-Back_TE_Pairs,Single-Back_Trips_WR,Single-Back_Four_WR,Five_WR_Spread,Goal_Line_Three_TE
28,15,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
29,14,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
41,16,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
53,16,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
73,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,12,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1
104,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
112,17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
123,16,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
140,15,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
142,12,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1
154,14,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
164,17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
177,16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
185,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,13,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1
208,14,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1
269,14,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
320,14,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
