Staff_ID,Last_Name,First_Name,Current_Team,Role,Primary_Group,Salary,Player_Development,Young_Player_Development,Motivation,Discipline,Play_Calling,Strength_Training,Conditioning,Intelligence,Scouting_Ability,Interviewing,Age,Retired,Years_on_Contract,Suitable_Head_Coach,Suitable_Offensive_Coordinator,Suitable_Defensive_Coordinator,Suitable_Assistant_Coach,Suitable_Strength_Coordinator
0,Arians,Bruce,22,Offensive Coordinator,Quarterbacks,300,59,68,37,38,58,0,0,85,72,54,64,0,4,46,61,0,61,0
1,Goodwin,Harold,0,Offensive Coordinator,Offensive Linemen,167,21,40,46,27,69,0,0,68,64,54,43,0,1,37,47,0,38,0
2,Bowles,Todd,0,Defensive Coordinator,Secondary,236,81,70,33,38,61,0,0,28,20,47,53,0,4,45,0,54,56,0
3,Jones,Amos,0,Assistant Coach,Linebackers,124,73,27,47,41,67,0,0,14,28,8,57,0,1,38,0,42,31,0
4,Morris,Buddy,0,Strength Coordinator,Strength,96,0,0,0,0,0,75,61,71,0,0,59,0,3,0,0,0,0,66
5,Smith,Mike,6,Assistant Coach,Defensive Linemen,291,59,49,45,48,41,0,0,83,82,90,57,0,3,54,0,58,57,0
6,Koetter,Dirk,1,Offensive Coordinator,Quarterbacks,150,47,23,39,47,88,0,0,35,17,28,57,0,4,35,39,0,28,0
7,Nolan,Mike,99,None,Secondary,0,62,37,78,86,31,0,0,52,27,35,57,0,0,61,0,36,42,0
8,Armstrong,Keith,1,Assistant Coach,Secondary,117,55,89,42,41,18,0,0,17,44,26,53,0,2,44,0,47,61,0
9,Neibel,A.J.,99,None,Strength,0,0,0,0,0,0,29,45,57,0,0,44,0,0,0,0,0,0,37
10,Harbaugh,John,99,None,Secondary,0,68,41,77,43,18,0,0,56,64,31,54,0,0,56,0,44,47,0
11,Kubiak,Gary,2,Offensive Coordinator,Quarterbacks,204,58,73,31,38,16,0,0,81,25,77,55,0,2,47,44,0,60,0
12,Pees,Dean,2,Head Coach,Linebackers,620,88,68,80,78,81,0,0,52,69,33,67,0,3,69,0,71,64,0
13,Rosburg,Jerry,2,Assistant Coach,Linebackers,117,63,43,41,66,45,0,0,43,43,33,61,0,4,43,0,44,42,0
14,Rogucki,Bob,2,Strength Coordinator,Strength,125,0,0,0,0,0,55,54,90,0,0,63,0,2,0,0,0,0,56
15,Marrone,Doug,99,None,Offensive Linemen,0,38,8,20,14,25,0,0,36,59,63,52,0,0,25,31,0,25,0
16,Hackett,Nathaniel,3,Offensive Coordinator,Tight Ends,154,20,53,45,29,56,0,0,39,12,27,37,0,2,32,33,0,34,0
17,Schwartz,Jim,3,Defensive Coordinator,Linebackers,223,53,55,59,52,37,0,0,58,58,69,50,0,4,55,0,49,53,0
18,Crossman,Danny,3,Assistant Coach,Secondary,115,32,46,53,65,75,0,0,60,41,54,49,0,2,47,0,46,42,0
19,Ciano,Eric,99,None,Strength,0,0,0,0,0,0,35,28,47,0,0,40,0,0,0,0,0,0,31
20,Rivera,Ron,99,None,Linebackers,0,31,48,40,20,64,0,0,70,44,81,54,0,0,39,0,48,45,0
21,Shula,Mike,99,None,Quarterbacks,0,29,27,58,28,52,0,0,29,66,46,51,0,0,38,39,0,30,0
