Year,Team_ID,Unit,Games,Rushes,Rushing_Yards,Pass_Attempts,Completions,Passing_Yards,Fumbles_Lost,Intercepted,Third_Down_Conversions,Third_Down_Attempts,Touchdowns,Points_Scored,Penalties,Penalty_Yards,Red_Zone_Visits,Red_Zone_Touchdowns,Red_Zone_Field_Goals,Sacks,Runs_Left,Runs_Left_Yardage,Runs_Center,Runs_Center_Yardage,Runs_Right,Runs_Right_Yardage,Short_Passes,Short_Pass_Completions,Short_Pass_Yardage,Medium_Passes,Medium_Pass_Completions,Medium_Pass_Yardage,Long_Passes,Long_Pass_Completions,Long_Pass_Yardage,Fourth_Down_Attempts,Fourth_Down_Conversions,Third_Down_YtG_Total,Sack_Yardage,Fumbles,Red_Zone_Rushes,Red_Zone_Rushing_Yardage,Red_Zone_Passes,Red_Zone_Pass_Completions,Red_Zone_Passing_Yardage,First_Downs_Rushing,First_Downs_Passing,First_Downs_Penalty,Punts,Punting_Yardage,Punting_Net_Yardage,Punt_Returns,Punt_Return_Yardage,Kickoff_Returns,Kickoff_Return_Yardage,Field_Goals,Field_Goals_Attempted,Points_After_Touchdown,PATs_Attempted,Two-Point_Conversion_Attempts,Two-Point_Conversions,Passes_Defensed,Key_Run_Blocks,Key_Run_Block_Opportunities,Hurries,Blocked_Passes,Run_Plays,Pass_Plays,Touchdowns_Passing,Touchdowns_Rushing,Passes_Dropped,Running_Back_Runs,Running_Back_Run_Yardage
2021,0,Offense,16,467,2117,557,362,3898,6,8,94,216,44,402,76,595,59,34,18,27,130,590,283,1281,50,252,328,252,1980,170,93,1389,59,17,529,5,10,1565,175,13,82,264,73,46,359,124,200,21,76,3133,2595,26,311,35,906,28,33,44,44,1,1,62,163,407,66,14,467,584,29,14,31,400,1654
2021,0,Defense,16,408,1934,620,392,4142,8,13,87,224,41,370,81,668,50,33,13,40,119,686,207,822,78,431,321,253,1835,209,114,1675,83,25,632,14,25,1739,257,20,71,205,78,51,363,100,203,21,70,3160,2670,39,358,33,791,28,33,34,34,7,3,55,148,376,66,13,408,660,26,15,30,0,0
2021,1,Offense,16,353,1354,661,369,3859,14,29,80,237,33,332,91,662,47,24,16,44,72,266,203,793,70,304,386,268,2235,201,82,1134,73,19,490,3,15,1961,269,26,45,94,72,38,311,75,177,21,104,4591,3791,44,468,42,985,23,26,35,35,3,0,69,95,320,54,23,353,705,23,9,48,317,1180
2021,1,Defense,16,456,1635,592,359,4242,12,26,78,240,36,400,108,814,53,20,27,36,123,422,251,975,72,250,343,245,2128,170,93,1383,76,21,731,5,15,1965,225,23,74,143,51,28,213,86,192,18,95,4215,3517,43,400,32,757,33,40,41,41,2,1,87,114,420,70,18,456,628,24,12,30,0,0
2021,2,Offense,16,432,1710,622,407,4185,10,23,104,238,36,371,87,639,52,24,25,37,101,448,216,844,107,427,358,284,2201,186,102,1434,74,21,550,2,8,1778,209,20,51,105,78,46,316,90,210,15,78,3468,2781,46,287,35,870,35,39,38,38,0,0,76,123,403,79,13,432,659,24,10,13,369,1437
2021,2,Defense,16,389,1544,543,321,3138,8,14,76,225,32,307,106,834,41,20,17,43,124,471,235,959,26,121,299,220,1675,176,85,1086,64,16,377,2,10,2083,266,16,54,159,55,33,208,79,160,21,106,4593,4006,31,438,47,1171,21,28,34,34,1,0,49,89,337,75,23,389,586,16,11,20,0,0
2021,3,Offense,16,534,2369,550,327,3498,5,25,97,232,36,371,87,635,48,28,15,19,188,938,299,1277,35,168,290,214,1586,171,93,1386,89,20,526,4,6,1663,144,10,70,168,64,41,262,137,178,23,85,3769,3286,36,218,32,722,28,32,39,40,1,0,63,172,475,71,16,534,569,24,12,42,422,1911
2021,3,Defense,16,389,1622,584,357,4258,7,23,66,200,33,378,100,773,50,28,18,33,122,507,195,819,66,306,322,232,2168,167,97,1355,93,28,735,2,9,1728,184,18,51,185,62,37,302,95,191,27,82,3767,3289,37,250,46,1075,28,34,40,41,1,1,77,118,336,52,16,389,617,19,14,25,0,0
2021,4,Offense,16,541,2204,460,283,3343,9,12,92,238,39,433,138,1078,54,28,21,40,180,760,264,1162,82,303,255,192,1824,129,66,888,75,25,631,2,6,2066,243,19,86,172,55,30,254,106,160,12,89,4207,3588,34,389,23,585,39,46,44,44,1,1,94,128,463,71,24,541,500,23,15,21,429,1643
2021,4,Defense,16,373,1452,647,362,4024,15,25,68,217,25,281,91,690,50,18,25,38,116,371,211,914,45,168,350,253,2240,206,93,1328,89,16,456,3,21,1859,215,26,54,79,80,41,228,78,199,31,90,3943,3211,40,339,35,849,29,32,24,25,3,1,48,100,340,66,12,373,685,19,4,41,0,0
2021,5,Offense,16,364,1605,590,305,3016,13,23,76,232,18,170,106,775,19,12,5,66,131,539,196,975,33,97,296,200,1345,199,82,1055,93,23,616,4,18,2225,380,25,16,92,25,13,93,90,149,17,109,4707,4074,35,388,42,890,10,17,18,19,1,1,52,104,299,43,13,364,656,11,6,35,287,1106
2021,5,Defense,16,477,2082,518,355,4153,5,8,96,236,46,440,103,738,50,25,22,35,162,743,234,984,74,362,298,238,2220,150,93,1315,70,24,618,0,2,1869,209,12,73,142,69,49,279,93,194,20,96,4286,3663,49,416,24,533,32,39,48,48,1,1,81,134,440,76,18,477,553,31,12,27,0,0
2021,6,Offense,16,423,1937,538,347,3819,9,13,74,214,43,376,94,776,40,29,11,36,110,545,237,1061,70,340,320,244,2191,161,88,1259,56,15,369,4,9,1663,230,14,51,145,52,36,258,95,182,15,98,4408,3870,30,412,29,687,21,29,43,43,2,0,46,143,395,72,21,423,574,26,16,22,390,1801
2021,6,Defense,16,388,1656,646,409,4302,10,21,87,236,30,329,85,613,44,20,21,43,110,549,215,920,58,193,356,273,2162,187,109,1317,97,27,823,6,14,1886,251,15,45,157,64,38,238,80,209,18,90,3939,3253,45,98,35,862,32,37,31,31,2,2,61,106,342,56,11,388,689,19,11,38,0,0
2021,7,Offense,16,423,1681,586,366,3786,9,19,74,218,33,418,72,597,56,25,27,45,83,313,272,1119,62,258,311,246,1975,187,95,1199,88,25,612,2,7,1730,255,20,65,131,70,43,286,97,199,18,84,3649,3308,40,301,37,870,39,47,43,43,0,0,50,123,360,63,20,423,631,21,10,32,325,1199
2021,7,Defense,16,421,1784,563,364,3820,14,27,80,206,44,390,71,513,46,29,9,41,126,521,236,1001,53,271,337,254,2040,154,88,1219,69,22,561,1,5,1629,238,23,54,175,68,37,257,101,199,17,87,4001,3560,26,161,44,983,15,23,47,47,2,1,62,115,370,69,16,421,604,27,15,23,0,0
2021,8,Offense,16,385,1430,609,420,4615,8,19,76,205,41,389,77,539,50,24,16,31,70,350,244,800,67,286,335,264,2028,187,118,1592,85,38,995,0,4,1605,201,16,52,70,72,46,307,76,232,19,85,3877,3357,33,132,53,1439,28,33,39,40,1,0,51,120,376,71,15,385,640,28,10,34,342,1359
2021,8,Defense,16,438,1882,573,379,4354,6,9,88,230,37,411,75,488,61,27,32,35,115,529,219,1001,96,364,333,263,2271,169,92,1360,69,24,723,5,10,1756,204,12,77,152,70,39,278,96,191,15,84,3620,3288,41,300,16,376,46,48,39,39,0,0,48,119,386,51,11,438,608,23,13,29,0,0
2021,9,Offense,16,458,1524,561,375,4268,7,20,90,229,43,393,95,706,43,29,13,42,122,475,276,824,55,232,326,261,2288,165,90,1288,69,24,692,3,8,2002,268,13,80,186,47,35,278,92,199,23,94,3825,3306,51,741,34,876,29,33,42,42,2,0,75,123,431,82,16,458,603,29,14,21,413,1331
2021,9,Defense,16,387,1320,560,330,3462,6,19,65,228,21,238,104,741,32,17,12,43,100,334,207,673,77,319,301,216,1660,186,95,1299,71,19,503,4,11,2033,262,18,41,124,47,22,174,66,168,15,115,5000,3919,41,280,40,875,21,27,25,25,0,0,50,101,350,55,16,387,603,13,8,20,0,0
2021,10,Offense,16,470,2211,556,346,4344,7,11,94,223,52,470,112,839,53,31,18,25,65,265,306,1488,95,463,302,222,1847,182,102,1790,68,22,707,3,5,1707,139,15,78,285,70,43,322,111,210,23,88,3723,3129,40,198,40,888,28,35,52,52,2,2,55,150,406,73,16,470,581,42,9,31,399,1707
2021,10,Defense,16,389,1605,564,342,3616,10,22,78,216,34,319,110,800,41,26,13,45,103,492,222,890,61,226,320,244,1935,173,79,1144,70,19,537,4,11,1787,268,16,48,133,49,38,266,88,180,16,88,3814,3436,24,314,44,1075,25,31,34,34,1,0,60,121,350,70,18,389,609,24,8,28,0,0
2021,11,Offense,16,451,1650,564,343,3467,10,14,69,237,28,324,82,651,46,20,22,33,129,431,277,1107,36,125,335,235,1805,171,93,1250,52,15,412,8,17,1921,223,20,64,180,61,33,238,78,174,22,103,5077,4552,50,507,38,909,33,40,29,29,3,2,55,104,376,59,10,451,597,18,8,17,344,1130
2021,11,Defense,16,425,1707,581,391,3940,13,20,81,226,35,342,90,717,46,27,17,39,93,348,213,857,116,506,347,276,2040,166,93,1301,66,22,599,3,7,1798,236,26,63,191,52,36,226,92,194,13,102,4685,3978,52,285,41,868,27,31,37,37,0,0,56,132,397,79,23,425,620,23,11,19,0,0
2021,12,Offense,16,353,1559,653,406,4528,5,25,63,199,40,379,97,750,55,31,19,31,82,392,203,949,61,228,360,280,2332,192,97,1340,99,29,856,2,10,1650,174,14,54,103,81,53,363,88,225,21,89,3964,3401,40,142,37,887,27,32,38,38,4,3,64,119,321,77,10,353,684,29,9,38,315,1324
2021,12,Defense,16,462,1939,607,379,4121,10,22,95,239,37,387,93,707,51,27,18,31,93,379,264,1102,98,466,346,256,2051,196,106,1622,63,17,448,10,18,1664,213,13,48,116,79,44,323,99,205,29,86,4054,3552,41,343,33,769,29,33,42,42,1,0,81,132,398,68,16,462,638,27,10,28,0,0
2021,13,Offense,16,367,1416,653,382,4080,11,23,79,227,25,273,82,579,47,18,22,50,152,615,165,692,44,118,349,264,2083,201,93,1336,99,25,661,4,17,1855,315,19,43,130,63,32,166,83,203,16,88,3893,3340,37,445,29,738,30,36,25,25,1,1,44,126,343,55,11,367,703,17,7,38,335,1256
2021,13,Defense,16,442,1474,501,333,3808,3,14,81,225,42,382,99,704,43,23,15,46,113,364,246,774,73,348,298,227,1844,140,81,1224,59,25,740,2,4,1907,246,12,59,119,49,31,240,70,191,16,100,4156,3388,38,231,49,1257,23,27,43,43,2,0,77,98,397,84,21,442,547,24,12,17,0,0
2021,14,Offense,16,423,1758,619,403,4622,12,17,93,221,46,442,71,534,55,34,18,32,66,195,259,1246,95,321,383,285,2485,162,102,1626,71,16,511,3,10,1688,229,19,64,146,65,43,367,99,226,21,88,4037,3313,49,385,38,768,29,29,49,50,1,0,85,116,355,59,13,423,651,34,12,31,342,1160
2021,14,Defense,16,395,1584,580,349,4068,6,22,75,220,32,346,96,734,49,23,18,41,92,313,230,958,69,317,329,230,2091,161,94,1228,89,25,749,3,4,1825,266,13,43,75,63,30,231,84,191,12,93,4213,3628,31,304,43,1026,38,44,28,29,3,3,55,109,359,68,20,395,621,23,9,27,0,0
2021,15,Offense,16,369,1440,550,332,3513,7,18,78,217,26,264,99,715,36,19,14,24,99,429,164,521,102,495,335,248,2078,153,69,1020,60,15,415,3,7,1719,156,17,51,128,57,29,184,69,170,11,97,4379,3557,35,281,33,750,22,25,26,26,2,2,52,99,335,54,15,369,574,17,9,25,317,1109
2021,15,Defense,16,480,1885,569,380,4212,3,19,105,234,35,372,92,708,41,21,14,32,125,555,276,993,76,341,318,244,1939,182,115,1674,68,21,599,2,6,1943,204,12,63,154,66,42,338,102,209,28,84,3659,3098,37,443,39,904,29,38,39,39,1,1,63,138,441,67,23,480,601,28,6,22,0,0
2021,16,Offense,16,399,1543,576,346,3782,4,26,71,233,32,316,112,996,44,21,17,57,109,482,229,919,55,149,305,222,1732,178,100,1422,92,24,628,2,11,2103,325,10,51,139,57,29,176,78,174,13,105,5046,4103,35,166,36,808,28,37,32,32,1,1,61,107,364,56,22,399,633,16,12,21,359,1297
2021,16,Defense,16,474,1614,575,375,4149,13,22,94,245,40,372,87,690,41,26,12,41,142,593,254,861,67,173,324,250,1869,171,97,1539,78,28,741,0,9,1970,230,19,57,146,55,30,252,89,199,19,94,3975,3549,52,671,28,643,23,31,43,43,0,0,65,126,426,60,15,474,616,24,14,19,0,0
2021,17,Offense,16,312,1172,685,390,4231,10,34,61,217,26,279,104,841,42,19,20,47,115,438,127,466,66,272,402,271,2281,214,100,1388,69,19,562,3,15,1984,290,22,39,105,60,31,181,70,197,24,100,4533,3984,42,282,38,852,27,34,24,24,4,2,49,105,300,64,12,312,732,16,10,37,295,1122
2021,17,Defense,16,508,1789,547,359,3916,10,22,88,235,39,419,96,765,63,27,27,33,165,613,261,962,73,226,313,238,2122,169,104,1341,65,17,453,0,3,1964,188,25,93,181,70,37,271,102,189,21,101,4489,3867,33,369,17,390,33,35,44,45,1,0,75,129,457,78,29,508,580,28,11,21,0,0
2021,18,Offense,16,355,1140,626,437,5297,11,20,78,201,47,427,74,568,56,34,19,28,90,267,179,615,76,269,384,297,2845,181,115,1634,57,25,818,5,6,1573,172,15,62,137,83,55,390,57,251,26,83,3472,3036,31,186,38,915,23,29,50,50,1,1,42,95,322,67,14,355,654,33,14,26,292,958
2021,18,Defense,16,420,1670,608,405,4494,11,21,92,221,47,424,91,701,58,37,16,39,146,661,226,853,44,161,345,273,2259,181,106,1586,82,26,649,4,9,1724,259,25,78,227,66,44,322,88,237,15,78,3479,3113,37,246,36,870,25,33,47,47,3,0,53,124,371,53,14,420,647,26,20,38,0,0
2021,19,Offense,16,389,1423,564,365,4102,15,20,66,218,33,313,87,619,36,18,11,45,127,473,177,645,76,316,303,223,1652,194,124,1924,66,18,526,2,14,1867,284,23,26,54,57,35,212,64,192,21,99,4379,3601,33,378,44,1062,23,29,32,32,3,1,62,100,364,63,16,389,609,25,6,18,342,1282
2021,19,Defense,16,452,2012,577,363,3760,3,16,76,229,39,398,108,834,52,24,23,37,126,587,231,1118,79,326,329,254,2055,174,94,1319,73,15,386,5,10,1919,204,14,59,220,65,34,213,102,181,18,100,4565,3758,40,378,41,966,37,45,39,39,2,1,69,137,399,55,10,452,614,21,15,30,0,0
2021,20,Offense,16,443,1956,542,383,4736,9,14,85,202,50,404,82,578,53,37,12,33,90,285,300,1472,45,210,323,256,2348,157,100,1649,60,27,739,6,7,1493,175,19,58,201,59,42,346,103,227,21,77,3259,2786,34,201,41,816,16,21,50,50,1,0,60,86,323,55,16,443,575,36,13,19,305,889
2021,20,Defense,16,412,1948,571,370,4160,7,15,84,208,39,366,91,619,49,28,17,29,105,527,203,912,92,524,299,237,1898,185,105,1463,83,28,799,4,11,1557,178,13,72,274,57,39,225,106,201,17,77,3485,3042,30,273,43,1052,23,26,41,41,1,0,59,153,374,46,14,412,600,21,17,28,0,0
2021,21,Offense,16,430,1848,619,409,4587,11,17,93,227,51,448,107,818,58,34,14,36,155,723,217,903,52,230,362,282,2401,189,103,1487,67,24,699,7,11,1817,199,24,71,206,70,43,348,101,228,18,90,3686,3110,39,238,43,888,18,23,54,54,2,1,65,139,387,74,24,430,655,31,18,29,365,1464
2021,21,Defense,16,364,1398,626,388,4485,8,21,75,215,42,406,104,765,55,30,20,50,91,328,231,882,39,191,354,262,2297,193,98,1423,78,28,765,4,14,1784,321,23,58,138,82,48,316,66,219,27,89,3896,3478,31,386,50,1254,32,37,44,44,0,0,55,115,327,82,17,364,676,34,6,31,0,0
2021,22,Offense,16,368,1458,633,376,4284,7,27,87,229,35,335,103,749,46,24,20,39,141,617,173,663,51,182,340,240,2000,187,105,1324,103,31,960,2,8,1874,250,15,54,139,71,40,255,79,201,19,93,4056,3561,37,294,39,912,27,28,36,36,0,0,60,106,318,55,10,368,672,22,11,30,297,1024
