Player_ID,Uniform_Number,Position,Experience,Position_Group,Team,Injury_Length,Health,Injury_Type,Loyalty,Play_for_Winner,Personality_Strength,Leadership,Intelligence,Red_Flag,Mentor,Volatility,Designation,Status,Year_Signed,Popularity,How_Acquired,Hall_Of_Fame_Points,Contract_Length,Salary_Year_1,Salary_Year_2,Salary_Year_3,Salary_Year_4,Salary_Year_5,Bonus_Year_1,Bonus_Year_2,Bonus_Year_3,Bonus_Year_4,Bonus_Year_5,Holdout,Special_Teams_Designation,Season_Statistics_-_S_Games_Played,S_Games_Started,S_Pass_Attempts,S_Pass_Completions,S_Passing_Yards,S_Long_Pass,S_Touchdown_Passes,S_Intercepted,S_Sacked,S_Sack_Yards,S_Rushes,S_Rushing_Yards,S_Long_Rush,S_Rushing_Touchdowns,S_Catches,S_Receiving_Yards,S_Long_Reception,S_Receiving_Touchdowns,S_Targets,S_Yards_after_Catch,S_Drops,S_Punt_Returns,S_Punt_Return_Yards,S_Punt_Returns_Touchdowns,S_Kick_Returns,S_Kick_Return_Yards,S_Kick_Return_Touchdowns,S_Fumbles,S_Fumbles_Recovered,S_Fumbles_Forced,S_Fumble_Return_Touchdowns,S_Key_Run_Blocks,S_Block_Opportunities,S_Sacks_Allowed,S_Tackles,S_Assists,S_Sacks_(x10),S_Interceptions,S_Interception_Return_Yards,S_Interception_Return_Touchdowns,S_Passes_Defensed,S_Passes_Blocked,S_Hurries,S_Caught_Against,S_Pass_Plays,S_Run_Plays,S_Field_Goals_Made,S_Field_Goals_Attempted,S_Long_Field_Goal,S_Points_After_Touchdown,S_PATs_Attempted,S_Punts,S_Punting_Yards,S_Long_Punt,S_Punts_Inside_20,S_Points_Scored,S_HoF_Points,S_Third_Down_-_Runs,S_3D_First_Downs_-_Runs,S_3D_Pass_Attempts,S_3D_Completions,S_3D_First_Downs_-_Passes,S_3D_Targets,S_3D_Catches,S_3D_First_Downs_-_Catches,S_First_Down_-_Runs,S_First_Down_Pass_Attempts,S_First_Down_Catches,S_40+_Field_Goals_Attempted,S_40+_Field_Goals_Made,S_50+_Field_Goals_Attempted,S_50+_Field_Goals_Made,S_Net_Punting_Yardage,S_Special_Teams_Tackles,S_Quarterback_Knocked_Down,S_Red_Zone_-_Runs,S_RZ_Rushing_Yards,S_RZ_Pass_Attempts,S_RZ_Completions,S_RZ_Passing_Yards,S_RZ_Targets,S_RZ_Catches,S_RZ_Receiving_Yards,S_Total_Touchdowns,S_Two-Point_Conversions,S_Pancake_Blocks,S_Quarterback_Knockdowns,S_Special_Teams_Plays,S_100-Yard_Rushing_Games,S_100-Yard_Receiving_Games,S_300-Yard_Passing_Games,S_10-Yard_Runs,S_20-Yard_Catches,S_20-Yard_Completions,S_Yards_from_Scrimmage,S_All-Purpose_Yards,Playoff_Statistics_-_P_Games_Played,P_Games_Started,P_Pass_Attempts,P_Pass_Completions,P_Passing_Yards,P_Long_Pass,P_Touchdown_Passes,P_Intercepted,P_Sacked,P_Sack_Yards,P_Rushes,P_Rushing_Yards,P_Long_Rush,P_Rushing_Touchdowns,P_Catches,P_Receiving_Yards,P_Long_Reception,P_Receiving_Touchdowns,P_Targets,P_Yards_after_Catch,P_Drops,P_Punt_Returns,P_Punt_Return_Yards,P_Punt_Returns_Touchdowns,P_Kick_Returns,P_Kick_Return_Yards,P_Kick_Return_Touchdowns,P_Fumbles,P_Fumbles_Recovered,P_FumbleP_Forced,P_Fumble_Return_Touchdowns,P_Key_Run_Blocks,P_Block_Opportunities,P_Sacks_Allowed,P_Tackles,P_Assists,P_Sacks_(x10),P_Interceptions,P_Interception_Return_Yards,P_Interception_Return_Touchdowns,P_Passes_Defensed,P_Passes_Blocked,P_Hurries,P_Caught_Against,P_Pass_Plays,P_Run_Plays,P_Field_Goals_Made,P_Field_Goals_Attempted,P_Long_Field_Goal,P_Points_After_Touchdown,P_PATs_Attempted,P_Punts,P_Punting_Yards,P_Long_Punt,P_Punts_Inside_20,P_Points_Scored,P_HoF_Points,P_Third_Down_-_Runs,P_3D_First_Downs_-_Runs,P_3D_Pass_Attempts,P_3D_Completions,P_3D_First_Downs_-_Passes,P_3D_Targets,P_3D_Catches,P_3D_First_Downs_-_Catches,P_First_Down_-_Runs,P_First_Down_Pass_Attempts,P_First_Down_Catches,P_40+_Field_Goals_Attempted,P_40+_Field_Goals_Made,P_50+_Field_Goals_Attempted,P_50+_Field_Goals_Made,P_Net_Punting_Yardage,P_Special_Teams_Tackles,P_Quarterback_Knocked_Down,P_Red_Zone_-_Runs,P_RZ_Rushing_Yards,P_RZ_Pass_Attempts,P_RZ_Completions,P_RZ_Passing_Yards,P_RZ_Targets,P_RZ_Catches,P_RZ_Receiving_Yards,P_Total_Touchdowns,P_Two-Point_Conversions,P_Pancake_Blocks,P_Quarterback_Knockdowns,P_Special_Teams_Plays,P_100-Yard_Rushing_Games,P_100-Yard_Receiving_Games,P_300-Yard_Passing_Games,P_10-Yard_Runs,P_20-Yard_Catches,P_20-Yard_Completions,P_Yards_from_Scrimmage,P_All-Purpose_Yards,Pointer_to_Active_Free_Agent_Block,Pointer_to_Player_Information_Record
110,2,P,17,P,2,0,Good,0,54,68,18,26,62,0,1,1,None,Active Roster,2021,77,Free Agency,1723,1,119,0,0,0,0,37,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3468,61,29,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,490,61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,-1,91
112,14,QB,17,QB,19,0,Good,0,43,48,36,9,78,0,1,1,None,Active Roster,2014,100,Allocation Draft,6316,1,1097,0,0,0,0,975,0,0,0,0,0,0,12,9,274,181,1990,56,12,9,26,173,16,37,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,196,4,2,66,39,21,0,0,0,3,95,0,0,0,0,0,0,0,18,1,4,26,18,101,0,0,0,1,0,0,0,0,0,0,2,1,0,33,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,93
154,0,QB,16,QB,99,0,Good,0,27,100,97,64,32,0,0,3,Unsigned,Active Roster,0,37,None,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,127
177,5,QB,16,QB,15,0,Good,0,35,77,33,94,49,0,1,38,None,Active Roster,2014,100,Allocation Draft,3342,2,119,881,0,0,0,1538,784,0,0,0,0,1,16,16,542,330,3504,57,17,17,22,138,34,179,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,355,9,5,163,104,63,0,0,0,8,170,0,0,0,0,0,0,0,23,4,21,57,29,184,0,0,0,1,0,0,0,0,0,0,4,4,0,55,179,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,146
183,93,NT,8,DT,18,0,Good,0,0,92,84,4,17,0,0,77,None,Active Roster,2021,17,Free Agency,645,2,167,194,0,0,0,46,46,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,20,0,0,0,0,1,4,2,127,82,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,152
203,96,NT,10,DT,18,0,Good,0,64,94,95,75,48,0,1,49,None,Active Roster,2016,48,Free Agency,1595,3,107,432,452,0,0,418,209,209,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,0,0,0,0,2,3,1,150,103,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,172
209,26,FS,14,S,7,0,Good,0,40,13,64,97,68,0,1,78,None,Active Roster,2021,63,Free Agency,1152,1,145,0,0,0,0,50,0,0,0,0,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,69,19,30,1,19,0,5,1,0,40,569,393,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,178
278,1,K,15,K,6,0,Good,0,79,76,29,83,28,0,1,62,None,Active Roster,2014,67,Allocation Draft,2256,2,119,169,0,0,0,196,81,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,50,43,43,0,0,0,0,106,216,0,0,0,0,0,0,0,0,0,0,0,17,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,235
294,50,LS,14,C,3,0,Good,0,48,50,9,28,11,0,0,44,None,Active Roster,2021,48,Free Agency,10,1,119,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,248
340,0,SS,14,S,99,0,Good,0,8,19,48,14,99,0,1,49,Unsigned,Active Roster,0,19,Free Agency,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,285
