Player_ID,Number_Formations,I_Normal,I_TE_Pairs,I_WR_Slot,Pro_Normal,Pro_TE_Pairs,Pro_WR_Slot,Weak_Normal,Weak_TE_Pairs,Weak_Three_WR,Strong_Normal,Strong_TE_Pairs,Strong_Three_WR,Single-Back_Normal,Single-Back_TE_Pairs,Single-Back_Trips_WR,Single-Back_Four_WR,Five_WR_Spread,Goal_Line_Three_TE
112,17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
154,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
363,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,16,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
648,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
741,15,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
898,15,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1006,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1092,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1138,15,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1221,16,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1344,11,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1
1345,17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1441,13,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1
1458,17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1480,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1488,15,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
1536,11,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
1557,15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1653,16,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
1654,11,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1
1662,13,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1
1751,13,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
1856,12,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1
1905,11,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
1925,16,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
2350,12,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1
2368,16,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2374,12,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1
2407,12,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
3204,14,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
3207,16,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3209,13,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1
3211,17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
3218,12,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
3221,12,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
3234,14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1
3236,13,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1
3242,14,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
3245,15,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
3249,15,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
3252,15,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
4008,13,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1
4010,14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1
4017,12,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
4020,16,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
4021,14,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
4030,12,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1
4040,16,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4042,14,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
4047,12,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
4055,15,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
4833,14,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
4843,12,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
4847,13,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1
4850,12,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1
4859,14,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
4868,12,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1
4874,13,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1
4880,13,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
5641,13,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
5645,17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5647,14,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
5649,12,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1
5655,11,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1
5669,13,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
5671,11,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1
5674,13,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1
5677,14,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
5679,14,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
5683,12,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
5684,9,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1
5696,11,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1
5697,12,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1
6507,15,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
6510,11,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1
6512,11,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1
6517,8,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
6518,11,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1
6519,12,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1
6528,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
6530,10,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
6532,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
6538,14,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1
6539,15,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
6541,11,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1
6544,12,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1
6551,11,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1
6557,10,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
6566,8,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
6568,16,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
7376,12,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1
7377,7,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
7381,12,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1
7382,12,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
7385,9,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
7387,7,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
7388,14,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1
7390,10,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1
7391,10,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
7393,9,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
7395,13,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1
7396,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1
7397,12,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1
7399,10,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1
7400,13,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1
7401,13,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
7402,7,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
7403,8,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
7404,11,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
7405,11,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1
7406,9,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
7410,10,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
7411,7,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1
7413,9,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
7414,12,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1
7416,10,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
7419,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
7420,10,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1
7424,11,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1
7425,10,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1
7428,7,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
8198,14,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
8199,13,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1
8200,12,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
8201,8,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
8202,9,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
8203,14,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
8204,11,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
8205,8,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
8206,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
8207,8,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1
8208,8,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
8209,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
8210,7,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1
8211,11,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
8212,10,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1
8213,8,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
8214,13,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
8215,9,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
8216,7,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1
8217,6,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1
8218,11,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
8219,9,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
8220,6,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8221,9,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
8222,11,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
8223,7,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
8224,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
8225,11,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
8226,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
8227,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
8228,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
8229,8,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
8230,12,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1
8231,7,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
8232,8,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
8233,11,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
8234,7,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1
8235,10,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1
8236,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
8237,6,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1
8238,11,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
8239,7,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
8240,12,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
8241,9,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
8242,10,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
8243,8,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
8244,10,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1
8245,11,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1
8246,8,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1
8247,9,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
8248,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
8249,10,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1
8250,13,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1
8251,10,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
8252,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
8253,7,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
8254,6,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
