Stage,Year,Player_ID/Staff_ID/Round,Transaction,Team,Position_Group/Year,Money,Years/Original_Position/Destination_City,Original_Team/Destination_Position/Misc.
Pre-Staff Draft,2021,142,retired,25,QB,0,0,0
Pre-Staff Draft,2021,157,retired,24,C,0,0,0
Pre-Staff Draft,2021,234,retired,15,C,0,0,0
Pre-Staff Draft,2021,259,retired,7,T,0,0,0
Pre-Staff Draft,2021,287,retired,3,WR,0,0,0
Pre-Staff Draft,2021,297,retired,30,K,0,0,0
Pre-Staff Draft,2021,321,retired,17,TE,0,0,0
Pre-Staff Draft,2021,330,retired,19,G,0,0,0
Pre-Staff Draft,2021,350,retired,21,C,0,0,0
Pre-Staff Draft,2021,353,retired,2,WR,0,0,0
Pre-Staff Draft,2021,405,retired,11,WR,0,0,0
Pre-Staff Draft,2021,435,retired,5,DE,0,0,0
Pre-Staff Draft,2021,464,retired,3,WR,0,0,0
Pre-Staff Draft,2021,490,retired,29,G,0,0,0
Pre-Staff Draft,2021,493,retired,1,WR,0,0,0
Pre-Staff Draft,2021,543,retired,5,T,0,0,0
Pre-Staff Draft,2021,548,retired,29,C,0,0,0
Pre-Staff Draft,2021,571,retired,3,WR,0,0,0
Pre-Staff Draft,2021,592,retired,20,T,0,0,0
Pre-Staff Draft,2021,652,retired,14,CB,0,0,0
Pre-Staff Draft,2021,690,retired,17,ILB,0,0,0
Pre-Staff Draft,2021,722,retired,18,CB,0,0,0
Pre-Staff Draft,2021,756,retired,9,CB,0,0,0
Pre-Staff Draft,2021,771,retired,31,WR,0,0,0
Pre-Staff Draft,2021,826,retired,18,CB,0,0,0
Pre-Staff Draft,2021,849,retired,30,CB,0,0,0
Pre-Staff Draft,2021,861,retired,17,S,0,0,0
Pre-Staff Draft,2021,920,retired,12,CB,0,0,0
Pre-Staff Draft,2021,951,retired,29,DT,0,0,0
Pre-Staff Draft,2021,1004,retired,28,T,0,0,0
Pre-Staff Draft,2021,1080,retired,21,T,0,0,0
Pre-Staff Draft,2021,1251,retired,6,G,0,0,0
Pre-Staff Draft,2021,1496,retired,2,RB,0,0,0
Pre-Staff Draft,2021,2751,retired,5,T,0,0,0
Pre-Staff Draft,2021,12,retired as head coach,2,0,0,0,0
Pre-Staff Draft,2021,51,retired as offensive coordinator,10,0,0,0,0
Pre-Staff Draft,2021,157,retired as head coach,15,0,0,0,0
Pre-Staff Draft,2021,11,re-signed as offensive coordinator,2,0,0,0,0
Pre-Staff Draft,2021,326,re-signed as strength coordinator,2,0,0,0,0
Pre-Staff Draft,2021,17,re-signed as head coach,3,0,0,0,0
Pre-Staff Draft,2021,153,re-signed as offensive coordinator,3,0,0,0,0
Pre-Staff Draft,2021,18,re-signed as defensive coordinator,3,0,0,0,0
Pre-Staff Draft,2021,303,re-signed as assistant coach,3,0,0,0,0
Pre-Staff Draft,2021,94,re-signed as strength coordinator,3,0,0,0,0
Pre-Staff Draft,2021,30,re-signed as head coach,6,0,0,0,0
Pre-Staff Draft,2021,31,re-signed as offensive coordinator,6,0,0,0,0
Pre-Staff Draft,2021,5,re-signed as assistant coach,6,0,0,0,0
Pre-Staff Draft,2021,44,re-signed as strength coordinator,6,0,0,0,0
Pre-Staff Draft,2021,229,re-signed as strength coordinator,8,0,0,0,0
Pre-Staff Draft,2021,59,re-signed as strength coordinator,9,0,0,0,0
Pre-Staff Draft,2021,56,fired as offensive coordinator,11,0,0,0,0
Pre-Staff Draft,2021,57,fired as defensive coordinator,11,0,0,0,0
Pre-Staff Draft,2021,85,fired as head coach,11,0,0,0,0
Pre-Staff Draft,2021,228,fired as assistant coach,11,0,0,0,0
Pre-Staff Draft,2021,332,fired as strength coordinator,11,0,0,0,0
Pre-Staff Draft,2021,259,re-signed as defensive coordinator,12,0,0,0,0
Pre-Staff Draft,2021,160,re-signed as strength coordinator,12,0,0,0,0
Pre-Staff Draft,2021,132,re-signed as head coach,13,0,0,0,0
Pre-Staff Draft,2021,98,re-signed as offensive coordinator,13,0,0,0,0
Pre-Staff Draft,2021,167,re-signed as assistant coach,13,0,0,0,0
Pre-Staff Draft,2021,96,re-signed as head coach,14,0,0,0,0
Pre-Staff Draft,2021,38,re-signed as offensive coordinator,15,0,0,0,0
Pre-Staff Draft,2021,247,re-signed as strength coordinator,15,0,0,0,0
Pre-Staff Draft,2021,297,re-signed as head coach,17,0,0,0,0
Pre-Staff Draft,2021,236,re-signed as strength coordinator,18,0,0,0,0
Pre-Staff Draft,2021,171,re-signed as offensive coordinator,19,0,0,0,0
Pre-Staff Draft,2021,248,re-signed as assistant coach,19,0,0,0,0
Pre-Staff Draft,2021,256,re-signed as strength coordinator,19,0,0,0,0
Pre-Staff Draft,2021,172,re-signed as head coach,20,0,0,0,0
Pre-Staff Draft,2021,102,re-signed as defensive coordinator,20,0,0,0,0
Pre-Staff Draft,2021,301,re-signed as offensive coordinator,21,0,0,0,0
Pre-Staff Draft,2021,121,re-signed as offensive coordinator,24,0,0,0,0
Pre-Staff Draft,2021,122,re-signed as defensive coordinator,24,0,0,0,0
Pre-Staff Draft,2021,180,re-signed as strength coordinator,24,0,0,0,0
Pre-Staff Draft,2021,131,re-signed as offensive coordinator,26,0,0,0,0
Pre-Staff Draft,2021,146,re-signed as head coach,28,0,0,0,0
Pre-Staff Draft,2021,106,re-signed as head coach,29,0,0,0,0
Pre-Staff Draft,2021,147,re-signed as defensive coordinator,29,0,0,0,0
Pre-Staff Draft,2021,68,re-signed as defensive coordinator,31,0,0,0,0
Staff Draft,2021,81,hired as head coach,16,0,0,0,0
Staff Draft,2021,80,fired as head coach,16,0,0,0,0
Staff Draft,2021,35,hired as head coach,4,0,0,0,0
Staff Draft,2021,82,fired as head coach,4,0,0,0,0
Staff Draft,2021,82,hired as head coach,27,0,0,0,0
