Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Points Scored,0,0,45,2017,0,18
Points Scored,0,1,41,2022,0,13
Points Scored,0,2,41,2024,0,9
Points Scored,0,3,41,2026,0,18
Points Scored,0,4,41,2026,0,26
Points Scored,0,5,40,2022,0,17
Points Scored,0,6,40,2022,0,23
Points Scored,0,7,38,2016,0,1
Points Scored,0,8,38,2017,0,10
Points Scored,0,9,38,2020,0,25
Points Scored,0,10,38,2021,0,25
Points Scored,0,11,38,2022,0,25
Points Scored,0,12,38,2023,0,18
Points Scored,0,13,37,2015,0,17
Points Scored,0,14,37,2017,0,21
Points Scored,0,15,37,2020,0,16
Points Scored,0,16,37,2023,0,9
Points Scored,0,17,37,2026,0,25
Points Scored,0,18,36,2014,0,18
Points Scored,0,19,36,2017,0,25
Points Scored,0,20,35,2023,0,26
Points Scored,0,21,35,2025,0,26
Points Scored,0,22,34,2016,0,25
Points Scored,0,23,34,2017,0,28
Points Scored,0,24,34,2021,0,25
Points Scored,0,25,34,2023,0,30
Points Scored,0,26,34,2024,0,3
Points Scored,0,27,34,2026,0,24
Points Scored,0,28,33,2019,0,17
Points Scored,0,29,33,2025,0,31
Points Scored,0,30,32,2024,0,10
Points Scored,0,31,31,2015,0,30
Points Scored,0,32,31,2017,0,4
Points Scored,0,33,31,2018,0,23
Points Scored,0,34,31,2019,0,26
Points Scored,0,35,31,2020,0,26
Points Scored,0,36,31,2021,0,26
Points Scored,0,37,31,2021,0,29
Points Scored,0,38,31,2023,0,25
Points Scored,0,39,31,2026,0,8
Points Scored,0,40,30,2014,0,25
Points Scored,0,41,30,2017,0,24
Points Scored,0,42,30,2018,0,24
Points Scored,0,43,30,2018,0,15
Points Scored,0,44,30,2021,0,12
Points Scored,0,45,30,2023,0,25
Points Scored,0,46,30,2023,0,26
Points Scored,0,47,29,2021,0,26
Points Scored,0,48,28,2014,0,26
Points Scored,0,49,28,2017,0,24
Points Scored,0,50,28,2022,0,26
Points Scored,0,51,27,2015,0,2
Points Scored,0,52,27,2015,0,26
Points Scored,0,53,27,2018,0,29
Points Scored,0,54,27,2019,0,29
Points Scored,0,55,27,2020,0,19
Points Scored,0,56,27,2021,0,24
Points Scored,0,57,27,2024,0,24
Points Scored,0,58,27,2024,0,26
Points Scored,0,59,27,2025,0,26
Points Scored,0,60,27,2026,0,25
Points Scored,0,61,27,2026,0,10
Points Scored,0,62,27,2026,0,20
Points Scored,0,63,26,2018,0,26
Points Scored,0,64,25,2014,0,20
Points Scored,0,65,25,2019,0,1
Points Scored,0,66,25,2021,0,15
Points Scored,0,67,25,2022,0,25
Points Scored,0,68,25,2023,0,2
Points Scored,0,69,25,2025,0,25
Points Scored,0,70,24,2014,0,25
Points Scored,0,71,24,2015,0,24
Points Scored,0,72,24,2015,0,22
Points Scored,0,73,24,2016,0,3
Points Scored,0,74,24,2016,0,7
Points Scored,0,75,24,2016,0,17
Points Scored,0,76,24,2016,0,24
Points Scored,0,77,24,2017,0,26
Points Scored,0,78,24,2019,0,25
Points Scored,0,79,24,2020,0,29
Points Scored,0,80,24,2021,0,11
Points Scored,0,81,24,2021,0,10
Points Scored,0,82,24,2021,0,5
Points Scored,0,83,24,2021,0,24
Points Scored,0,84,24,2021,0,9
Points Scored,0,85,24,2022,0,24
Points Scored,0,86,24,2023,0,22
Points Scored,0,87,24,2024,0,26
Points Scored,0,88,24,2024,0,25
Points Scored,0,89,24,2025,0,17
Points Scored,0,90,23,2014,0,21
Points Scored,0,91,23,2014,0,13
Points Scored,0,92,23,2015,0,21
Points Scored,0,93,23,2016,0,16
Points Scored,0,94,23,2018,0,8
Points Scored,0,95,23,2018,0,25
Points Scored,0,96,23,2019,0,22
Points Scored,0,97,23,2022,0,1
Points Scored,0,98,23,2024,0,19
Points Scored,0,99,23,2025,0,4
Points Allowed,0,0,0,2017,0,26
Points Allowed,0,1,0,2018,0,8
Points Allowed,0,2,3,2018,0,5
Points Allowed,0,3,3,2018,0,25
Points Allowed,0,4,3,2018,0,25
Points Allowed,0,5,6,2015,0,15
Points Allowed,0,6,6,2020,0,24
Points Allowed,0,7,6,2025,0,24
Points Allowed,0,8,7,2014,0,8
Points Allowed,0,9,7,2017,0,12
Points Allowed,0,10,7,2017,0,24
Points Allowed,0,11,7,2018,0,26
Points Allowed,0,12,7,2022,0,1
Points Allowed,0,13,7,2023,0,7
Points Allowed,0,14,7,2025,0,17
Points Allowed,0,15,9,2014,0,9
Points Allowed,0,16,9,2017,0,25
Points Allowed,0,17,9,2018,0,26
Points Allowed,0,18,9,2022,0,23
Points Allowed,0,19,9,2026,0,24
Points Allowed,0,20,10,2014,0,20
Points Allowed,0,21,10,2016,0,1
Points Allowed,0,22,10,2016,0,26
Points Allowed,0,23,10,2018,0,24
Points Allowed,0,24,10,2018,0,15
Points Allowed,0,25,10,2019,0,29
Points Allowed,0,26,10,2019,0,1
Points Allowed,0,27,10,2019,0,22
Points Allowed,0,28,10,2020,0,26
Points Allowed,0,29,10,2020,0,14
Points Allowed,0,30,10,2020,0,26
Points Allowed,0,31,10,2021,0,5
Points Allowed,0,32,10,2021,0,24
Points Allowed,0,33,10,2022,0,17
Points Allowed,0,34,10,2022,0,25
Points Allowed,0,35,10,2024,0,19
Points Allowed,0,36,10,2026,0,25
Points Allowed,0,37,10,2026,0,7
Points Allowed,0,38,10,2026,0,29
Points Allowed,0,39,12,2017,0,26
Points Allowed,0,40,12,2024,0,27
Points Allowed,0,41,13,2015,0,26
Points Allowed,0,42,13,2016,0,26
Points Allowed,0,43,13,2016,0,4
Points Allowed,0,44,13,2017,0,11
Points Allowed,0,45,13,2019,0,25
Points Allowed,0,46,13,2021,0,28
Points Allowed,0,47,13,2024,0,15
Points Allowed,0,48,13,2024,0,16
Points Allowed,0,49,13,2025,0,26
Points Allowed,0,50,13,2025,0,31
Points Allowed,0,51,13,2026,0,26
Points Allowed,0,52,14,2014,0,23
Points Allowed,0,53,14,2014,0,24
Points Allowed,0,54,14,2017,0,7
Points Allowed,0,55,14,2017,0,24
Points Allowed,0,56,14,2019,0,24
Points Allowed,0,57,14,2021,0,26
Points Allowed,0,58,14,2022,0,13
Points Allowed,0,59,14,2023,0,24
Points Allowed,0,60,14,2025,0,26
Points Allowed,0,61,14,2026,0,18
Points Allowed,0,62,15,2019,0,17
Points Allowed,0,63,15,2019,0,9
Points Allowed,0,64,15,2020,0,3
Points Allowed,0,65,16,2014,0,1
Points Allowed,0,66,16,2015,0,5
Points Allowed,0,67,16,2022,0,4
Points Allowed,0,68,16,2025,0,1
Points Allowed,0,69,17,2015,0,21
Points Allowed,0,70,17,2015,0,26
Points Allowed,0,71,17,2016,0,17
Points Allowed,0,72,17,2016,0,9
Points Allowed,0,73,17,2016,0,24
Points Allowed,0,74,17,2020,0,1
Points Allowed,0,75,17,2020,0,18
Points Allowed,0,76,17,2021,0,11
Points Allowed,0,77,17,2021,0,17
Points Allowed,0,78,17,2022,0,21
Points Allowed,0,79,17,2022,0,26
Points Allowed,0,80,17,2022,0,9
Points Allowed,0,81,17,2023,0,9
Points Allowed,0,82,17,2023,0,26
Points Allowed,0,83,17,2023,0,6
Points Allowed,0,84,17,2024,0,26
Points Allowed,0,85,17,2025,0,29
Points Allowed,0,86,17,2026,0,21
Points Allowed,0,87,18,2020,0,24
Points Allowed,0,88,18,2023,0,25
Points Allowed,0,89,19,2015,0,30
Points Allowed,0,90,19,2018,0,9
Points Allowed,0,91,19,2022,0,24
Points Allowed,0,92,19,2024,0,24
Points Allowed,0,93,19,2026,0,13
Points Allowed,0,94,19,2026,0,10
Points Allowed,0,95,20,2016,0,24
Points Allowed,0,96,20,2016,0,14
Points Allowed,0,97,20,2017,0,18
Points Allowed,0,98,20,2020,0,21
Points Allowed,0,99,20,2021,0,12
Passing Yards,0,0,431,2023,0,30
Passing Yards,0,1,411,2020,0,16
Passing Yards,0,2,399,2025,0,24
Passing Yards,0,3,384,2022,0,25
Passing Yards,0,4,384,2024,0,24
Passing Yards,0,5,379,2026,0,26
Passing Yards,0,6,371,2025,0,25
Passing Yards,0,7,369,2017,0,10
Passing Yards,0,8,367,2021,0,31
Passing Yards,0,9,360,2014,0,21
Passing Yards,0,10,357,2018,0,20
Passing Yards,0,11,356,2024,0,9
Passing Yards,0,12,349,2023,0,24
Passing Yards,0,13,344,2025,0,4
Passing Yards,0,14,337,2025,0,12
Passing Yards,0,15,329,2026,0,21
Passing Yards,0,16,328,2026,0,24
Passing Yards,0,17,327,2014,0,18
Passing Yards,0,18,326,2023,0,29
Passing Yards,0,19,323,2017,0,11
Passing Yards,0,20,320,2014,0,13
Passing Yards,0,21,320,2022,0,4
Passing Yards,0,22,320,2026,0,18
Passing Yards,0,23,319,2024,0,5
Passing Yards,0,24,316,2026,0,1
Passing Yards,0,25,312,2024,0,29
Passing Yards,0,26,312,2026,0,23
Passing Yards,0,27,311,2021,0,25
Passing Yards,0,28,308,2021,0,11
Passing Yards,0,29,307,2025,0,17
Passing Yards,0,30,303,2018,0,24
Passing Yards,0,31,303,2020,0,5
Passing Yards,0,32,301,2014,0,20
Passing Yards,0,33,300,2023,0,18
Passing Yards,0,34,300,2025,0,29
Passing Yards,0,35,298,2026,0,20
Passing Yards,0,36,297,2015,0,24
Passing Yards,0,37,291,2019,0,4
Passing Yards,0,38,289,2022,0,23
Passing Yards,0,39,289,2026,0,29
Passing Yards,0,40,287,2020,0,7
Passing Yards,0,41,286,2019,0,25
Passing Yards,0,42,284,2017,0,24
Passing Yards,0,43,282,2021,0,26
Passing Yards,0,44,282,2022,0,21
Passing Yards,0,45,282,2024,0,3
Passing Yards,0,46,282,2024,0,25
Passing Yards,0,47,279,2014,0,23
Passing Yards,0,48,279,2022,0,13
Passing Yards,0,49,274,2022,0,27
Passing Yards,0,50,273,2017,0,21
Passing Yards,0,51,271,2023,0,21
Passing Yards,0,52,269,2024,0,26
Passing Yards,0,53,268,2014,0,25
Passing Yards,0,54,268,2019,0,30
Passing Yards,0,55,268,2025,0,11
Passing Yards,0,56,267,2020,0,14
Passing Yards,0,57,263,2023,0,25
Passing Yards,0,58,263,2026,0,24
Passing Yards,0,59,262,2020,0,24
Passing Yards,0,60,261,2014,0,7
Passing Yards,0,61,261,2021,0,29
Passing Yards,0,62,261,2024,0,24
Passing Yards,0,63,261,2025,0,26
Passing Yards,0,64,260,2023,0,26
Passing Yards,0,65,258,2025,0,26
Passing Yards,0,66,256,2017,0,25
Passing Yards,0,67,255,2015,0,21
Passing Yards,0,68,255,2024,0,15
Passing Yards,0,69,255,2024,0,26
Passing Yards,0,70,254,2016,0,7
Passing Yards,0,71,253,2023,0,2
Passing Yards,0,72,252,2018,0,13
Passing Yards,0,73,251,2017,0,31
Passing Yards,0,74,249,2017,0,4
Passing Yards,0,75,249,2024,0,25
Passing Yards,0,76,248,2018,0,26
Passing Yards,0,77,248,2021,0,12
Passing Yards,0,78,247,2021,0,15
Passing Yards,0,79,247,2022,0,20
Passing Yards,0,80,245,2014,0,29
Passing Yards,0,81,245,2021,0,25
Passing Yards,0,82,244,2022,0,24
Passing Yards,0,83,242,2019,0,6
Passing Yards,0,84,242,2026,0,25
Passing Yards,0,85,241,2023,0,22
Passing Yards,0,86,240,2021,0,26
Passing Yards,0,87,240,2022,0,8
Passing Yards,0,88,239,2016,0,24
Passing Yards,0,89,239,2022,0,26
Passing Yards,0,90,239,2025,0,1
Passing Yards,0,91,237,2026,0,25
Passing Yards,0,92,235,2016,0,14
Passing Yards,0,93,234,2019,0,25
Passing Yards,0,94,234,2022,0,25
Passing Yards,0,95,234,2025,0,25
Passing Yards,0,96,231,2021,0,17
Passing Yards,0,97,231,2026,0,7
Passing Yards,0,98,230,2015,0,2
Passing Yards,0,99,230,2024,0,10
Passing Yards Allowed,0,0,39,2017,0,24
Passing Yards Allowed,0,1,73,2025,0,24
Passing Yards Allowed,0,2,78,2019,0,24
Passing Yards Allowed,0,3,96,2022,0,24
Passing Yards Allowed,0,4,111,2014,0,20
Passing Yards Allowed,0,5,112,2026,0,24
Passing Yards Allowed,0,6,116,2019,0,24
Passing Yards Allowed,0,7,117,2015,0,24
Passing Yards Allowed,0,8,117,2018,0,25
Passing Yards Allowed,0,9,120,2017,0,12
Passing Yards Allowed,0,10,123,2025,0,15
Passing Yards Allowed,0,11,124,2019,0,26
Passing Yards Allowed,0,12,125,2026,0,25
Passing Yards Allowed,0,13,127,2017,0,11
Passing Yards Allowed,0,14,131,2024,0,26
Passing Yards Allowed,0,15,133,2020,0,26
Passing Yards Allowed,0,16,136,2023,0,24
Passing Yards Allowed,0,17,139,2014,0,8
Passing Yards Allowed,0,18,139,2025,0,11
Passing Yards Allowed,0,19,139,2026,0,29
Passing Yards Allowed,0,20,140,2016,0,1
Passing Yards Allowed,0,21,144,2021,0,11
Passing Yards Allowed,0,22,146,2014,0,21
Passing Yards Allowed,0,23,147,2014,0,13
Passing Yards Allowed,0,24,148,2016,0,16
Passing Yards Allowed,0,25,149,2026,0,1
Passing Yards Allowed,0,26,151,2015,0,9
Passing Yards Allowed,0,27,152,2018,0,9
Passing Yards Allowed,0,28,153,2014,0,23
Passing Yards Allowed,0,29,153,2017,0,26
Passing Yards Allowed,0,30,160,2016,0,4
Passing Yards Allowed,0,31,160,2019,0,30
Passing Yards Allowed,0,32,160,2023,0,6
Passing Yards Allowed,0,33,162,2023,0,27
Passing Yards Allowed,0,34,163,2014,0,24
Passing Yards Allowed,0,35,163,2025,0,17
Passing Yards Allowed,0,36,164,2015,0,2
Passing Yards Allowed,0,37,165,2020,0,26
Passing Yards Allowed,0,38,166,2026,0,21
Passing Yards Allowed,0,39,167,2015,0,15
Passing Yards Allowed,0,40,167,2019,0,9
Passing Yards Allowed,0,41,170,2018,0,29
Passing Yards Allowed,0,42,172,2020,0,25
Passing Yards Allowed,0,43,172,2025,0,26
Passing Yards Allowed,0,44,174,2017,0,29
Passing Yards Allowed,0,45,176,2026,0,25
Passing Yards Allowed,0,46,177,2018,0,8
Passing Yards Allowed,0,47,179,2015,0,22
Passing Yards Allowed,0,48,181,2025,0,24
Passing Yards Allowed,0,49,182,2023,0,24
Passing Yards Allowed,0,50,183,2016,0,17
Passing Yards Allowed,0,51,184,2018,0,26
Passing Yards Allowed,0,52,184,2018,0,25
Passing Yards Allowed,0,53,188,2022,0,24
Passing Yards Allowed,0,54,189,2014,0,24
Passing Yards Allowed,0,55,189,2019,0,6
Passing Yards Allowed,0,56,190,2021,0,28
Passing Yards Allowed,0,57,191,2019,0,25
Passing Yards Allowed,0,58,192,2025,0,28
Passing Yards Allowed,0,59,193,2016,0,7
Passing Yards Allowed,0,60,193,2021,0,26
Passing Yards Allowed,0,61,193,2021,0,31
Passing Yards Allowed,0,62,195,2020,0,3
Passing Yards Allowed,0,63,198,2018,0,24
Passing Yards Allowed,0,64,198,2022,0,23
Passing Yards Allowed,0,65,202,2017,0,31
Passing Yards Allowed,0,66,203,2016,0,25
Passing Yards Allowed,0,67,203,2024,0,19
Passing Yards Allowed,0,68,204,2016,0,9
Passing Yards Allowed,0,69,204,2024,0,14
Passing Yards Allowed,0,70,205,2017,0,26
Passing Yards Allowed,0,71,205,2020,0,21
Passing Yards Allowed,0,72,206,2022,0,25
Passing Yards Allowed,0,73,207,2015,0,26
Passing Yards Allowed,0,74,210,2018,0,15
Passing Yards Allowed,0,75,210,2019,0,2
Passing Yards Allowed,0,76,210,2022,0,4
Passing Yards Allowed,0,77,210,2024,0,15
Passing Yards Allowed,0,78,210,2024,0,25
Passing Yards Allowed,0,79,212,2016,0,26
Passing Yards Allowed,0,80,212,2026,0,24
