Stage,Year,Player_ID/Staff_ID/Round,Transaction,Team,Position_Group/Year,Money,Years/Original_Position/Destination_City,Original_Team/Destination_Position/Misc.
Pre-Staff Draft,2026,562,retired,21,QB,0,0,0
Pre-Staff Draft,2026,979,retired,13,C,0,0,0
Pre-Staff Draft,2026,1095,retired,1,T,0,0,0
Pre-Staff Draft,2026,1122,retired,15,DT,0,0,0
Pre-Staff Draft,2026,1173,retired,4,P,0,0,0
Pre-Staff Draft,2026,1292,retired,19,DE,0,0,0
Pre-Staff Draft,2026,1295,retired,24,WR,0,0,0
Pre-Staff Draft,2026,1327,retired,13,DE,0,0,0
Pre-Staff Draft,2026,1359,retired,25,S,0,0,0
Pre-Staff Draft,2026,1369,retired,22,G,0,0,0
Pre-Staff Draft,2026,1459,retired,2,ILB,0,0,0
Pre-Staff Draft,2026,1485,retired,16,S,0,0,0
Pre-Staff Draft,2026,1504,retired,16,DE,0,0,0
Pre-Staff Draft,2026,1529,retired,16,TE,0,0,0
Pre-Staff Draft,2026,1530,retired,29,G,0,0,0
Pre-Staff Draft,2026,1590,retired,4,OLB,0,0,0
Pre-Staff Draft,2026,1591,retired,6,OLB,0,0,0
Pre-Staff Draft,2026,1602,retired,19,WR,0,0,0
Pre-Staff Draft,2026,1614,retired,27,G,0,0,0
Pre-Staff Draft,2026,1644,retired,29,WR,0,0,0
Pre-Staff Draft,2026,1660,retired,16,G,0,0,0
Pre-Staff Draft,2026,1681,retired,4,CB,0,0,0
Pre-Staff Draft,2026,1691,retired,1,S,0,0,0
Pre-Staff Draft,2026,1694,retired,12,S,0,0,0
Pre-Staff Draft,2026,1699,retired,4,CB,0,0,0
Pre-Staff Draft,2026,1717,retired,19,G,0,0,0
Pre-Staff Draft,2026,1768,retired,26,G,0,0,0
Pre-Staff Draft,2026,1773,retired,6,G,0,0,0
Pre-Staff Draft,2026,1776,retired,31,CB,0,0,0
Pre-Staff Draft,2026,1783,retired,9,CB,0,0,0
Pre-Staff Draft,2026,1798,retired,2,CB,0,0,0
Pre-Staff Draft,2026,1804,retired,3,G,0,0,0
Pre-Staff Draft,2026,1849,retired,28,CB,0,0,0
Pre-Staff Draft,2026,1872,retired,27,G,0,0,0
Pre-Staff Draft,2026,2065,retired,22,T,0,0,0
Pre-Staff Draft,2026,2341,retired,30,C,0,0,0
Pre-Staff Draft,2026,2545,retired,12,C,0,0,0
Pre-Staff Draft,2026,3427,retired,23,WR,0,0,0
Pre-Staff Draft,2026,3444,retired,25,WR,0,0,0
Pre-Staff Draft,2026,3467,retired,10,WR,0,0,0
Pre-Staff Draft,2026,3953,retired,10,S,0,0,0
Pre-Staff Draft,2026,4560,retired,30,DT,0,0,0
Pre-Staff Draft,2026,4705,retired,6,CB,0,0,0
Pre-Staff Draft,2026,4815,retired,7,S,0,0,0
Pre-Staff Draft,2026,4962,retired,13,FB,0,0,0
Pre-Staff Draft,2026,5001,retired,28,TE,0,0,0
Pre-Staff Draft,2026,5174,retired,24,G,0,0,0
Pre-Staff Draft,2026,5499,retired,15,OLB,0,0,0
Pre-Staff Draft,2026,5504,retired,23,OLB,0,0,0
Pre-Staff Draft,2026,238,re-signed as head coach,0,0,0,0,0
Pre-Staff Draft,2026,215,re-signed as offensive coordinator,0,0,0,0,0
Pre-Staff Draft,2026,316,re-signed as defensive coordinator,2,0,0,0,0
Pre-Staff Draft,2026,110,re-signed as defensive coordinator,4,0,0,0,0
Pre-Staff Draft,2026,297,re-signed as head coach,7,0,0,0,0
Pre-Staff Draft,2026,222,re-signed as head coach,8,0,0,0,0
Pre-Staff Draft,2026,43,re-signed as assistant coach,8,0,0,0,0
Pre-Staff Draft,2026,187,re-signed as defensive coordinator,10,0,0,0,0
Pre-Staff Draft,2026,421,re-signed as defensive coordinator,11,0,0,0,0
Pre-Staff Draft,2026,351,re-signed as head coach,12,0,0,0,0
Pre-Staff Draft,2026,58,fired as defensive coordinator,13,0,0,0,0
Pre-Staff Draft,2026,59,fired as strength coordinator,13,0,0,0,0
Pre-Staff Draft,2026,98,fired as offensive coordinator,13,0,0,0,0
Pre-Staff Draft,2026,167,fired as assistant coach,13,0,0,0,0
Pre-Staff Draft,2026,249,fired as head coach,13,0,0,0,0
Pre-Staff Draft,2026,86,re-signed as offensive coordinator,17,0,0,0,0
Pre-Staff Draft,2026,415,re-signed as assistant coach,17,0,0,0,0
Pre-Staff Draft,2026,302,re-signed as head coach,18,0,0,0,0
Pre-Staff Draft,2026,41,re-signed as head coach,19,0,0,0,0
Pre-Staff Draft,2026,104,re-signed as strength coordinator,20,0,0,0,0
Pre-Staff Draft,2026,301,re-signed as head coach,21,0,0,0,0
Pre-Staff Draft,2026,362,re-signed as defensive coordinator,22,0,0,0,0
Pre-Staff Draft,2026,383,re-signed as head coach,24,0,0,0,0
Pre-Staff Draft,2026,1,re-signed as offensive coordinator,25,0,0,0,0
Pre-Staff Draft,2026,189,re-signed as head coach,30,0,0,0,0
Staff Draft,2026,249,hired as head coach,10,0,0,0,0
Staff Draft,2026,241,hired as head coach,13,0,0,0,0
Staff Draft,2026,191,hired as head coach,16,0,0,0,0
Staff Draft,2026,81,fired as head coach,16,0,0,0,0
Staff Draft,2026,81,hired as head coach,6,0,0,0,0
Staff Draft,2026,346,fired as head coach,6,0,0,0,0
Staff Draft,2026,346,hired as head coach,29,0,0,0,0
Staff Draft,2026,22,fired as head coach,29,0,0,0,0
Staff Draft,2026,22,hired as head coach,23,0,0,0,0
Staff Draft,2026,185,fired as head coach,23,0,0,0,0
Staff Draft,2026,156,hired as offensive coordinator,31,0,0,0,0
Staff Draft,2026,185,hired as offensive coordinator,13,0,0,0,0
Staff Draft,2026,58,hired as defensive coordinator,18,0,0,0,0
Staff Draft,2026,470,hired as defensive coordinator,13,0,0,0,0
Staff Draft,2026,473,hired as defensive coordinator,8,0,0,0,0
Staff Draft,2026,83,hired as defensive coordinator,16,0,0,0,0
Staff Draft,2026,281,hired as defensive coordinator,5,0,0,0,0
Staff Draft,2026,474,hired as assistant coach,10,0,0,0,0
Staff Draft,2026,476,hired as assistant coach,13,0,0,0,0
Staff Draft,2026,50,hired as assistant coach,4,0,0,0,0
Staff Draft,2026,59,hired as strength coordinator,10,0,0,0,0
Staff Draft,2026,54,fired as strength coordinator,10,0,0,0,0
Staff Draft,2026,308,hired as strength coordinator,13,0,0,0,0
Staff Draft,2026,375,hired as strength coordinator,17,0,0,0,0
Staff Draft,2026,463,hired as strength coordinator,26,0,0,0,0
FA Stage 1,2026,8295,released,7,RB,0,0,0
FA Stage 1,2026,6610,released,27,RB,0,0,0
FA Stage 1,2026,8240,released,28,QB,0,0,0
FA Stage 1,2026,5498,released,30,OLB,0,0,0
FA Stage 1,2026,9700,released,31,OLB,0,0,0
FA Stage 1,2026,5121,released,0,C,0,0,0
FA Stage 1,2026,7474,released,0,RB,0,0,0
FA Stage 1,2026,7697,released,1,G,0,0,0
FA Stage 1,2026,9067,released,1,RB,0,0,0
FA Stage 1,2026,8625,released,1,P,0,0,0
FA Stage 1,2026,8352,released,1,TE,0,0,0
FA Stage 1,2026,9699,released,1,OLB,0,0,0
FA Stage 1,2026,5545,released,1,CB,0,0,0
FA Stage 1,2026,1425,released,2,DE,0,0,0
FA Stage 1,2026,5407,released,2,DT,0,0,0
FA Stage 1,2026,5727,released,2,RB,0,0,0
FA Stage 1,2026,5819,released,2,TE,0,0,0
FA Stage 1,2026,10899,released,2,WR,0,0,0
FA Stage 1,2026,6015,released,2,G,0,0,0
FA Stage 1,2026,5606,released,2,S,0,0,0
FA Stage 1,2026,6358,released,2,OLB,0,0,0
FA Stage 1,2026,10201,released,2,G,0,0,0
FA Stage 1,2026,9355,released,3,G,0,0,0
FA Stage 1,2026,8681,released,3,DE,0,0,0
FA Stage 1,2026,7213,released,3,OLB,0,0,0
