Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Points Scored,0,0,45,2017,0,18
Points Scored,0,1,38,2016,0,1
Points Scored,0,2,38,2017,0,10
Points Scored,0,3,37,2015,0,17
Points Scored,0,4,37,2017,0,21
Points Scored,0,5,36,2014,0,18
Points Scored,0,6,36,2017,0,25
Points Scored,0,7,34,2016,0,25
Points Scored,0,8,34,2017,0,28
Points Scored,0,9,33,2019,0,17
Points Scored,0,10,31,2015,0,30
Points Scored,0,11,31,2017,0,4
Points Scored,0,12,31,2018,0,23
Points Scored,0,13,31,2019,0,26
Points Scored,0,14,30,2014,0,25
Points Scored,0,15,30,2017,0,24
Points Scored,0,16,30,2018,0,24
Points Scored,0,17,30,2018,0,15
Points Scored,0,18,28,2014,0,26
Points Scored,0,19,28,2017,0,24
Points Scored,0,20,27,2015,0,2
Points Scored,0,21,27,2015,0,26
Points Scored,0,22,27,2018,0,29
Points Scored,0,23,27,2019,0,29
Points Scored,0,24,26,2018,0,26
Points Scored,0,25,25,2014,0,20
Points Scored,0,26,25,2019,0,1
Points Scored,0,27,24,2014,0,25
Points Scored,0,28,24,2015,0,24
Points Scored,0,29,24,2015,0,22
Points Scored,0,30,24,2016,0,3
Points Scored,0,31,24,2016,0,7
Points Scored,0,32,24,2016,0,17
Points Scored,0,33,24,2016,0,24
Points Scored,0,34,24,2017,0,26
Points Scored,0,35,24,2019,0,25
Points Scored,0,36,23,2014,0,21
Points Scored,0,37,23,2014,0,13
Points Scored,0,38,23,2015,0,21
Points Scored,0,39,23,2016,0,16
Points Scored,0,40,23,2018,0,8
Points Scored,0,41,23,2018,0,25
Points Scored,0,42,23,2019,0,22
Points Scored,0,43,21,2014,0,24
Points Scored,0,44,21,2016,0,26
Points Scored,0,45,21,2017,0,11
Points Scored,0,46,21,2018,0,1
Points Scored,0,47,21,2019,0,27
Points Scored,0,48,20,2014,0,7
Points Scored,0,49,20,2015,0,6
Points Scored,0,50,20,2016,0,26
Points Scored,0,51,20,2016,0,25
Points Scored,0,52,20,2018,0,20
Points Scored,0,53,19,2015,0,15
Points Scored,0,54,19,2015,0,25
Points Scored,0,55,19,2017,0,26
Points Scored,0,56,19,2019,0,4
Points Scored,0,57,18,2017,0,25
Points Scored,0,58,17,2014,0,8
Points Scored,0,59,17,2014,0,24
Points Scored,0,60,17,2015,0,10
Points Scored,0,61,17,2015,0,9
Points Scored,0,62,17,2015,0,25
Points Scored,0,63,17,2016,0,14
Points Scored,0,64,17,2018,0,13
Points Scored,0,65,17,2018,0,26
Points Scored,0,66,16,2014,0,9
Points Scored,0,67,16,2016,0,24
Points Scored,0,68,16,2016,0,9
Points Scored,0,69,16,2017,0,7
Points Scored,0,70,16,2017,0,31
Points Scored,0,71,16,2018,0,24
Points Scored,0,72,14,2014,0,29
Points Scored,0,73,14,2014,0,1
Points Scored,0,74,14,2016,0,19
Points Scored,0,75,14,2018,0,9
Points Scored,0,76,13,2014,0,23
Points Scored,0,77,13,2015,0,26
Points Scored,0,78,13,2019,0,26
Points Scored,0,79,10,2015,0,5
Points Scored,0,80,10,2016,0,4
Points Scored,0,81,10,2017,0,12
Points Scored,0,82,10,2018,0,10
Points Scored,0,83,10,2018,0,5
Points Scored,0,84,10,2019,0,24
Points Scored,0,85,10,2019,0,25
Points Scored,0,86,9,2016,0,27
Points Scored,0,87,9,2019,0,9
Points Scored,0,88,7,2015,0,24
Points Scored,0,89,7,2019,0,6
Points Scored,0,90,6,2018,0,25
Points Scored,0,91,6,2019,0,2
Points Scored,0,92,3,2014,0,26
Points Scored,0,93,3,2017,0,29
Points Scored,0,94,3,2019,0,30
Points Allowed,0,0,0,2017,0,26
Points Allowed,0,1,0,2018,0,8
Points Allowed,0,2,3,2018,0,5
Points Allowed,0,3,3,2018,0,25
Points Allowed,0,4,3,2018,0,25
Points Allowed,0,5,6,2015,0,15
Points Allowed,0,6,7,2014,0,8
Points Allowed,0,7,7,2017,0,12
Points Allowed,0,8,7,2017,0,24
Points Allowed,0,9,7,2018,0,26
Points Allowed,0,10,9,2014,0,9
Points Allowed,0,11,9,2017,0,25
Points Allowed,0,12,9,2018,0,26
Points Allowed,0,13,10,2014,0,20
Points Allowed,0,14,10,2016,0,1
Points Allowed,0,15,10,2016,0,26
Points Allowed,0,16,10,2018,0,24
Points Allowed,0,17,10,2018,0,15
Points Allowed,0,18,10,2019,0,29
Points Allowed,0,19,10,2019,0,1
Points Allowed,0,20,10,2019,0,22
Points Allowed,0,21,12,2017,0,26
Points Allowed,0,22,13,2015,0,26
Points Allowed,0,23,13,2016,0,26
Points Allowed,0,24,13,2016,0,4
Points Allowed,0,25,13,2017,0,11
Points Allowed,0,26,13,2019,0,25
Points Allowed,0,27,14,2014,0,23
Points Allowed,0,28,14,2014,0,24
Points Allowed,0,29,14,2017,0,7
Points Allowed,0,30,14,2017,0,24
Points Allowed,0,31,14,2019,0,24
Points Allowed,0,32,15,2019,0,17
Points Allowed,0,33,15,2019,0,9
Points Allowed,0,34,16,2014,0,1
Points Allowed,0,35,16,2015,0,5
Points Allowed,0,36,17,2015,0,21
Points Allowed,0,37,17,2015,0,26
Points Allowed,0,38,17,2016,0,17
Points Allowed,0,39,17,2016,0,9
Points Allowed,0,40,17,2016,0,24
Points Allowed,0,41,19,2015,0,30
Points Allowed,0,42,19,2018,0,9
Points Allowed,0,43,20,2016,0,24
Points Allowed,0,44,20,2016,0,14
Points Allowed,0,45,20,2017,0,18
Points Allowed,0,46,21,2014,0,26
Points Allowed,0,47,21,2015,0,24
Points Allowed,0,48,21,2015,0,10
Points Allowed,0,49,21,2015,0,24
Points Allowed,0,50,21,2015,0,22
Points Allowed,0,51,21,2016,0,7
Points Allowed,0,52,21,2016,0,25
Points Allowed,0,53,21,2016,0,25
Points Allowed,0,54,21,2017,0,4
Points Allowed,0,55,21,2018,0,24
Points Allowed,0,56,23,2014,0,7
Points Allowed,0,57,23,2014,0,24
Points Allowed,0,58,23,2015,0,6
Points Allowed,0,59,23,2018,0,1
Points Allowed,0,60,23,2019,0,24
Points Allowed,0,61,24,2015,0,25
Points Allowed,0,62,24,2017,0,31
Points Allowed,0,63,24,2018,0,29
Points Allowed,0,64,24,2018,0,20
Points Allowed,0,65,24,2018,0,23
Points Allowed,0,66,24,2019,0,6
Points Allowed,0,67,25,2015,0,9
Points Allowed,0,68,27,2014,0,29
Points Allowed,0,69,27,2014,0,25
Points Allowed,0,70,27,2019,0,25
Points Allowed,0,71,27,2019,0,30
Points Allowed,0,72,28,2014,0,25
Points Allowed,0,73,28,2014,0,13
Points Allowed,0,74,28,2015,0,17
Points Allowed,0,75,28,2017,0,25
Points Allowed,0,76,28,2019,0,26
Points Allowed,0,77,30,2014,0,26
Points Allowed,0,78,30,2016,0,3
Points Allowed,0,79,31,2016,0,16
Points Allowed,0,80,31,2017,0,21
Points Allowed,0,81,31,2017,0,28
Points Allowed,0,82,31,2018,0,13
Points Allowed,0,83,34,2015,0,2
Points Allowed,0,84,34,2016,0,27
Points Allowed,0,85,34,2019,0,2
Points Allowed,0,86,34,2019,0,26
Points Allowed,0,87,34,2019,0,4
Points Allowed,0,88,36,2017,0,29
Points Allowed,0,89,37,2019,0,27
Points Allowed,0,90,38,2014,0,21
Points Allowed,0,91,40,2015,0,25
Points Allowed,0,92,40,2016,0,19
Points Allowed,0,93,41,2017,0,10
Points Allowed,0,94,41,2018,0,10
Points Allowed,0,95,43,2014,0,18
Passing Yards,0,0,369,2017,0,10
Passing Yards,0,1,360,2014,0,21
Passing Yards,0,2,357,2018,0,20
Passing Yards,0,3,327,2014,0,18
Passing Yards,0,4,323,2017,0,11
Passing Yards,0,5,320,2014,0,13
Passing Yards,0,6,303,2018,0,24
Passing Yards,0,7,301,2014,0,20
Passing Yards,0,8,297,2015,0,24
Passing Yards,0,9,291,2019,0,4
Passing Yards,0,10,286,2019,0,25
Passing Yards,0,11,284,2017,0,24
Passing Yards,0,12,279,2014,0,23
Passing Yards,0,13,273,2017,0,21
Passing Yards,0,14,268,2014,0,25
Passing Yards,0,15,268,2019,0,30
Passing Yards,0,16,261,2014,0,7
Passing Yards,0,17,256,2017,0,25
Passing Yards,0,18,255,2015,0,21
Passing Yards,0,19,254,2016,0,7
Passing Yards,0,20,252,2018,0,13
Passing Yards,0,21,251,2017,0,31
Passing Yards,0,22,249,2017,0,4
Passing Yards,0,23,248,2018,0,26
Passing Yards,0,24,245,2014,0,29
Passing Yards,0,25,242,2019,0,6
Passing Yards,0,26,239,2016,0,24
Passing Yards,0,27,235,2016,0,14
Passing Yards,0,28,234,2019,0,25
