Player_ID,Number_Formations,I_Normal,I_TE_Pairs,I_WR_Slot,Pro_Normal,Pro_TE_Pairs,Pro_WR_Slot,Weak_Normal,Weak_TE_Pairs,Weak_Three_WR,Strong_Normal,Strong_TE_Pairs,Strong_Three_WR,Single-Back_Normal,Single-Back_TE_Pairs,Single-Back_Trips_WR,Single-Back_Four_WR,Five_WR_Spread,Goal_Line_Three_TE
28,15,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
29,15,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
94,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
142,12,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1
154,16,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
177,16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
185,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
363,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,14,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
562,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
648,15,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
741,15,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
898,16,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1006,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1092,16,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1138,14,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
1221,15,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
1291,17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1323,15,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
1344,12,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1
1345,17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1441,11,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1
1458,15,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1461,15,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
1480,16,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1488,15,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
1536,13,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1
1557,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1653,15,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
1654,12,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1
1662,11,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1
1751,13,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
