Stage,Year,Player_ID/Staff_ID/Round,Transaction,Team,Position_Group/Year,Money,Years/Original_Position/Destination_City,Original_Team/Destination_Position/Misc.
Pre-Staff Draft,2019,73,retired,13,QB,0,0,0
Pre-Staff Draft,2019,82,retired,16,C,0,0,0
Pre-Staff Draft,2019,104,retired,4,QB,0,0,0
Pre-Staff Draft,2019,114,retired,22,C,0,0,0
Pre-Staff Draft,2019,167,retired,3,DE,0,0,0
Pre-Staff Draft,2019,194,retired,23,T,0,0,0
Pre-Staff Draft,2019,198,retired,22,FB,0,0,0
Pre-Staff Draft,2019,202,retired,7,G,0,0,0
Pre-Staff Draft,2019,206,retired,26,DT,0,0,0
Pre-Staff Draft,2019,217,retired,21,DT,0,0,0
Pre-Staff Draft,2019,219,retired,22,ILB,0,0,0
Pre-Staff Draft,2019,225,retired,26,DE,0,0,0
Pre-Staff Draft,2019,229,retired,30,DE,0,0,0
Pre-Staff Draft,2019,232,retired,2,G,0,0,0
Pre-Staff Draft,2019,248,retired,30,TE,0,0,0
Pre-Staff Draft,2019,260,retired,22,WR,0,0,0
Pre-Staff Draft,2019,277,retired,1,TE,0,0,0
Pre-Staff Draft,2019,284,retired,24,WR,0,0,0
Pre-Staff Draft,2019,291,retired,28,OLB,0,0,0
Pre-Staff Draft,2019,292,retired,10,TE,0,0,0
Pre-Staff Draft,2019,311,retired,18,S,0,0,0
Pre-Staff Draft,2019,312,retired,20,ILB,0,0,0
Pre-Staff Draft,2019,313,retired,23,CB,0,0,0
Pre-Staff Draft,2019,325,retired,19,TE,0,0,0
Pre-Staff Draft,2019,327,retired,2,DE,0,0,0
Pre-Staff Draft,2019,333,retired,17,T,0,0,0
Pre-Staff Draft,2019,337,retired,26,TE,0,0,0
Pre-Staff Draft,2019,348,retired,20,DE,0,0,0
Pre-Staff Draft,2019,354,retired,24,WR,0,0,0
Pre-Staff Draft,2019,385,retired,28,S,0,0,0
Pre-Staff Draft,2019,411,retired,12,TE,0,0,0
Pre-Staff Draft,2019,477,retired,3,RB,0,0,0
Pre-Staff Draft,2019,515,retired,24,CB,0,0,0
Pre-Staff Draft,2019,517,retired,14,G,0,0,0
Pre-Staff Draft,2019,554,retired,22,DT,0,0,0
Pre-Staff Draft,2019,569,retired,22,WR,0,0,0
Pre-Staff Draft,2019,686,retired,12,RB,0,0,0
Pre-Staff Draft,2019,688,retired,3,OLB,0,0,0
Pre-Staff Draft,2019,718,retired,10,RB,0,0,0
Pre-Staff Draft,2019,734,retired,7,RB,0,0,0
Pre-Staff Draft,2019,1371,retired,30,TE,0,0,0
Pre-Staff Draft,2019,1434,retired,30,TE,0,0,0
Pre-Staff Draft,2019,1697,retired,1,G,0,0,0
Pre-Staff Draft,2019,0,retired as offensive coordinator,22,0,0,0,0
Pre-Staff Draft,2019,13,retired as assistant coach,2,0,0,0,0
Pre-Staff Draft,2019,72,retired as defensive coordinator,14,0,0,0,0
Pre-Staff Draft,2019,118,retired as assistant coach,23,0,0,0,0
Pre-Staff Draft,2019,222,re-signed as head coach,0,0,0,0,0
Pre-Staff Draft,2019,2,re-signed as defensive coordinator,0,0,0,0,0
Pre-Staff Draft,2019,260,re-signed as defensive coordinator,1,0,0,0,0
Pre-Staff Draft,2019,82,re-signed as head coach,4,0,0,0,0
Pre-Staff Draft,2019,35,re-signed as offensive coordinator,4,0,0,0,0
Pre-Staff Draft,2019,33,re-signed as defensive coordinator,6,0,0,0,0
Pre-Staff Draft,2019,36,fired as offensive coordinator,7,0,0,0,0
Pre-Staff Draft,2019,127,fired as head coach,7,0,0,0,0
Pre-Staff Draft,2019,184,fired as defensive coordinator,7,0,0,0,0
Pre-Staff Draft,2019,193,fired as assistant coach,7,0,0,0,0
Pre-Staff Draft,2019,220,fired as strength coordinator,7,0,0,0,0
Pre-Staff Draft,2019,271,re-signed as offensive coordinator,8,0,0,0,0
Pre-Staff Draft,2019,27,re-signed as head coach,9,0,0,0,0
Pre-Staff Draft,2019,48,re-signed as offensive coordinator,9,0,0,0,0
Pre-Staff Draft,2019,279,re-signed as defensive coordinator,9,0,0,0,0
Pre-Staff Draft,2019,178,re-signed as assistant coach,9,0,0,0,0
Pre-Staff Draft,2019,50,re-signed as head coach,10,0,0,0,0
Pre-Staff Draft,2019,191,re-signed as assistant coach,10,0,0,0,0
Pre-Staff Draft,2019,54,re-signed as strength coordinator,10,0,0,0,0
Pre-Staff Draft,2019,189,re-signed as head coach,12,0,0,0,0
Pre-Staff Draft,2019,296,re-signed as offensive coordinator,14,0,0,0,0
Pre-Staff Draft,2019,163,re-signed as assistant coach,14,0,0,0,0
Pre-Staff Draft,2019,80,re-signed as head coach,16,0,0,0,0
Pre-Staff Draft,2019,83,re-signed as defensive coordinator,16,0,0,0,0
Pre-Staff Draft,2019,290,re-signed as assistant coach,16,0,0,0,0
Pre-Staff Draft,2019,88,re-signed as assistant coach,17,0,0,0,0
Pre-Staff Draft,2019,39,re-signed as strength coordinator,17,0,0,0,0
Pre-Staff Draft,2019,91,re-signed as offensive coordinator,18,0,0,0,0
Pre-Staff Draft,2019,92,re-signed as defensive coordinator,18,0,0,0,0
Pre-Staff Draft,2019,97,re-signed as defensive coordinator,19,0,0,0,0
Pre-Staff Draft,2019,101,re-signed as offensive coordinator,20,0,0,0,0
Pre-Staff Draft,2019,261,re-signed as defensive coordinator,23,0,0,0,0
Pre-Staff Draft,2019,125,fired as head coach,25,0,0,0,0
Pre-Staff Draft,2019,126,fired as offensive coordinator,25,0,0,0,0
Pre-Staff Draft,2019,128,fired as assistant coach,25,0,0,0,0
Pre-Staff Draft,2019,289,fired as defensive coordinator,25,0,0,0,0
Pre-Staff Draft,2019,308,fired as strength coordinator,25,0,0,0,0
Pre-Staff Draft,2019,32,re-signed as offensive coordinator,28,0,0,0,0
Pre-Staff Draft,2019,142,re-signed as defensive coordinator,28,0,0,0,0
Pre-Staff Draft,2019,73,re-signed as assistant coach,28,0,0,0,0
Pre-Staff Draft,2019,41,fired as head coach,30,0,0,0,0
Pre-Staff Draft,2019,45,fired as offensive coordinator,30,0,0,0,0
Pre-Staff Draft,2019,162,fired as assistant coach,30,0,0,0,0
Pre-Staff Draft,2019,241,fired as defensive coordinator,30,0,0,0,0
Pre-Staff Draft,2019,255,fired as strength coordinator,30,0,0,0,0
Pre-Staff Draft,2019,156,re-signed as offensive coordinator,31,0,0,0,0
Staff Draft,2019,230,hired as head coach,25,0,0,0,0
Staff Draft,2019,351,hired as head coach,7,0,0,0,0
Staff Draft,2019,346,hired as head coach,21,0,0,0,0
Staff Draft,2019,105,fired as head coach,21,0,0,0,0
Staff Draft,2019,41,hired as head coach,5,0,0,0,0
Staff Draft,2019,268,hired as head coach,30,0,0,0,0
Staff Draft,2019,127,hired as head coach,26,0,0,0,0
Staff Draft,2019,249,fired as head coach,26,0,0,0,0
Staff Draft,2019,249,hired as offensive coordinator,25,0,0,0,0
Staff Draft,2019,353,hired as offensive coordinator,7,0,0,0,0
Staff Draft,2019,212,hired as offensive coordinator,22,0,0,0,0
Staff Draft,2019,126,hired as offensive coordinator,5,0,0,0,0
Staff Draft,2019,115,hired as offensive coordinator,30,0,0,0,0
Staff Draft,2019,53,hired as defensive coordinator,25,0,0,0,0
Staff Draft,2019,289,hired as defensive coordinator,7,0,0,0,0
Staff Draft,2019,241,hired as defensive coordinator,5,0,0,0,0
Staff Draft,2019,338,hired as defensive coordinator,14,0,0,0,0
Staff Draft,2019,184,hired as defensive coordinator,30,0,0,0,0
Staff Draft,2019,40,hired as defensive coordinator,26,0,0,0,0
Staff Draft,2019,350,hired as assistant coach,25,0,0,0,0
Staff Draft,2019,344,hired as assistant coach,7,0,0,0,0
Staff Draft,2019,193,hired as assistant coach,23,0,0,0,0
Staff Draft,2019,209,hired as assistant coach,30,0,0,0,0
Staff Draft,2019,162,hired as assistant coach,2,0,0,0,0
Staff Draft,2019,347,hired as strength coordinator,25,0,0,0,0
Staff Draft,2019,267,hired as strength coordinator,7,0,0,0,0
Staff Draft,2019,337,hired as strength coordinator,22,0,0,0,0
Staff Draft,2019,262,hired as strength coordinator,23,0,0,0,0
Staff Draft,2019,159,hired as strength coordinator,30,0,0,0,0
