Stage,Year,Player_ID/Staff_ID/Round,Transaction,Team,Position_Group/Year,Money,Years/Original_Position/Destination_City,Original_Team/Destination_Position/Misc.
Pre-Staff Draft,2023,177,retired,15,QB,0,0,0
Pre-Staff Draft,2023,278,retired,6,K,0,0,0
Pre-Staff Draft,2023,366,retired,15,WR,0,0,0
Pre-Staff Draft,2023,482,retired,4,ILB,0,0,0
Pre-Staff Draft,2023,524,retired,28,FB,0,0,0
Pre-Staff Draft,2023,587,retired,5,CB,0,0,0
Pre-Staff Draft,2023,593,retired,0,C,0,0,0
Pre-Staff Draft,2023,650,retired,15,DT,0,0,0
Pre-Staff Draft,2023,660,retired,7,T,0,0,0
Pre-Staff Draft,2023,731,retired,11,RB,0,0,0
Pre-Staff Draft,2023,779,retired,13,WR,0,0,0
Pre-Staff Draft,2023,794,retired,5,ILB,0,0,0
Pre-Staff Draft,2023,840,retired,15,G,0,0,0
Pre-Staff Draft,2023,842,retired,0,WR,0,0,0
Pre-Staff Draft,2023,864,retired,5,G,0,0,0
Pre-Staff Draft,2023,893,retired,21,CB,0,0,0
Pre-Staff Draft,2023,929,retired,8,S,0,0,0
Pre-Staff Draft,2023,977,retired,9,CB,0,0,0
Pre-Staff Draft,2023,988,retired,7,S,0,0,0
Pre-Staff Draft,2023,999,retired,29,S,0,0,0
Pre-Staff Draft,2023,1090,retired,9,T,0,0,0
Pre-Staff Draft,2023,1103,retired,27,CB,0,0,0
Pre-Staff Draft,2023,1128,retired,7,ILB,0,0,0
Pre-Staff Draft,2023,1155,retired,28,T,0,0,0
Pre-Staff Draft,2023,1280,retired,11,WR,0,0,0
Pre-Staff Draft,2023,1289,retired,22,CB,0,0,0
Pre-Staff Draft,2023,1342,retired,21,DT,0,0,0
Pre-Staff Draft,2023,1393,retired,28,CB,0,0,0
Pre-Staff Draft,2023,1420,retired,26,WR,0,0,0
Pre-Staff Draft,2023,1430,retired,26,CB,0,0,0
Pre-Staff Draft,2023,1518,retired,11,T,0,0,0
Pre-Staff Draft,2023,1605,retired,29,WR,0,0,0
Pre-Staff Draft,2023,1612,retired,7,RB,0,0,0
Pre-Staff Draft,2023,1667,retired,10,OLB,0,0,0
Pre-Staff Draft,2023,1814,retired,13,DT,0,0,0
Pre-Staff Draft,2023,1830,retired,28,WR,0,0,0
Pre-Staff Draft,2023,1864,retired,0,RB,0,0,0
Pre-Staff Draft,2023,1865,retired,27,OLB,0,0,0
Pre-Staff Draft,2023,2026,retired,21,TE,0,0,0
Pre-Staff Draft,2023,3122,retired,29,CB,0,0,0
Pre-Staff Draft,2023,3286,retired,22,RB,0,0,0
Pre-Staff Draft,2023,3540,retired,17,G,0,0,0
Pre-Staff Draft,2023,234,retired as head coach,24,0,0,0,0
Pre-Staff Draft,2023,238,re-signed as head coach,0,0,0,0,0
Pre-Staff Draft,2023,215,re-signed as offensive coordinator,0,0,0,0,0
Pre-Staff Draft,2023,8,re-signed as assistant coach,1,0,0,0,0
Pre-Staff Draft,2023,316,re-signed as defensive coordinator,2,0,0,0,0
Pre-Staff Draft,2023,110,re-signed as defensive coordinator,4,0,0,0,0
Pre-Staff Draft,2023,222,re-signed as head coach,8,0,0,0,0
Pre-Staff Draft,2023,43,re-signed as assistant coach,8,0,0,0,0
Pre-Staff Draft,2023,187,re-signed as defensive coordinator,10,0,0,0,0
Pre-Staff Draft,2023,220,re-signed as strength coordinator,14,0,0,0,0
Pre-Staff Draft,2023,77,re-signed as defensive coordinator,15,0,0,0,0
Pre-Staff Draft,2023,86,re-signed as offensive coordinator,17,0,0,0,0
Pre-Staff Draft,2023,87,re-signed as defensive coordinator,17,0,0,0,0
Pre-Staff Draft,2023,302,re-signed as head coach,18,0,0,0,0
Pre-Staff Draft,2023,223,re-signed as assistant coach,18,0,0,0,0
Pre-Staff Draft,2023,104,re-signed as strength coordinator,20,0,0,0,0
Pre-Staff Draft,2023,93,re-signed as head coach,22,0,0,0,0
Pre-Staff Draft,2023,362,re-signed as defensive coordinator,22,0,0,0,0
Pre-Staff Draft,2023,185,re-signed as head coach,23,0,0,0,0
Pre-Staff Draft,2023,1,re-signed as offensive coordinator,25,0,0,0,0
Pre-Staff Draft,2023,181,re-signed as assistant coach,27,0,0,0,0
Pre-Staff Draft,2023,309,re-signed as strength coordinator,27,0,0,0,0
Pre-Staff Draft,2023,74,re-signed as strength coordinator,28,0,0,0,0
Pre-Staff Draft,2023,209,re-signed as offensive coordinator,29,0,0,0,0
Pre-Staff Draft,2023,155,re-signed as head coach,31,0,0,0,0
Pre-Staff Draft,2023,210,re-signed as strength coordinator,31,0,0,0,0
Staff Draft,2023,41,hired as head coach,19,0,0,0,0
Staff Draft,2023,249,fired as head coach,19,0,0,0,0
Staff Draft,2023,249,hired as head coach,13,0,0,0,0
Staff Draft,2023,132,fired as head coach,13,0,0,0,0
Staff Draft,2023,383,hired as head coach,24,0,0,0,0
Staff Draft,2023,301,hired as head coach,21,0,0,0,0
Staff Draft,2023,346,fired as head coach,21,0,0,0,0
Staff Draft,2023,346,hired as head coach,6,0,0,0,0
Staff Draft,2023,30,fired as head coach,6,0,0,0,0
Staff Draft,2023,297,hired as head coach,7,0,0,0,0
Staff Draft,2023,351,fired as head coach,7,0,0,0,0
Staff Draft,2023,351,hired as head coach,12,0,0,0,0
Staff Draft,2023,189,fired as head coach,12,0,0,0,0
Staff Draft,2023,189,hired as head coach,30,0,0,0,0
Staff Draft,2023,268,fired as head coach,30,0,0,0,0
Staff Draft,2023,407,hired as head coach,5,0,0,0,0
Staff Draft,2023,268,hired as offensive coordinator,21,0,0,0,0
Staff Draft,2023,390,hired as offensive coordinator,5,0,0,0,0
Staff Draft,2023,421,hired as defensive coordinator,11,0,0,0,0
Staff Draft,2023,126,hired as assistant coach,0,0,0,0,0
Staff Draft,2023,415,hired as assistant coach,17,0,0,0,0
Staff Draft,2023,395,hired as assistant coach,26,0,0,0,0
Staff Draft,2023,262,hired as strength coordinator,23,0,0,0,0
Staff Draft,2023,308,hired as strength coordinator,26,0,0,0,0
FA Stage 1,2023,1809,released,3,S,0,0,0
FA Stage 1,2023,4511,released,3,DE,0,0,0
FA Stage 1,2023,6625,released,25,RB,0,0,0
FA Stage 1,2023,1466,released,30,TE,0,0,0
FA Stage 1,2023,1073,released,0,CB,0,0,0
FA Stage 1,2023,1453,released,0,ILB,0,0,0
FA Stage 1,2023,6788,released,0,WR,0,0,0
FA Stage 1,2023,7785,released,0,T,0,0,0
FA Stage 1,2023,521,released,0,T,0,0,0
FA Stage 1,2023,1158,released,0,CB,0,0,0
FA Stage 1,2023,5469,released,0,OLB,0,0,0
FA Stage 1,2023,7995,released,0,ILB,0,0,0
FA Stage 1,2023,6058,released,0,T,0,0,0
FA Stage 1,2023,1436,released,2,DT,0,0,0
FA Stage 1,2023,1768,released,2,G,0,0,0
FA Stage 1,2023,7464,released,2,RB,0,0,0
FA Stage 1,2023,7920,released,2,DT,0,0,0
FA Stage 1,2023,1564,released,2,S,0,0,0
FA Stage 1,2023,3284,released,2,RB,0,0,0
FA Stage 1,2023,7236,released,2,OLB,0,0,0
FA Stage 1,2023,6346,released,2,OLB,0,0,0
FA Stage 1,2023,7267,released,2,CB,0,0,0
FA Stage 1,2023,4541,released,3,DT,0,0,0
FA Stage 1,2023,7447,released,3,RB,0,0,0
FA Stage 1,2023,7550,released,3,TE,0,0,0
FA Stage 1,2023,8111,released,3,CB,0,0,0
FA Stage 1,2023,8125,released,3,CB,0,0,0
FA Stage 1,2023,1740,released,4,RB,0,0,0
FA Stage 1,2023,5886,released,4,WR,0,0,0
FA Stage 1,2023,1422,released,4,T,0,0,0
FA Stage 1,2023,7030,released,4,DE,0,0,0
