Staff_ID,Last_Name,First_Name,Current_Team,Role,Primary_Group,Salary,Player_Development,Young_Player_Development,Motivation,Discipline,Play_Calling,Strength_Training,Conditioning,Intelligence,Scouting_Ability,Interviewing,Age,Retired,Years_on_Contract,Suitable_Head_Coach,Suitable_Offensive_Coordinator,Suitable_Defensive_Coordinator,Suitable_Assistant_Coach,Suitable_Strength_Coordinator
0,Arians,Bruce,99,None,Quarterbacks,0,58,62,33,28,56,0,0,85,68,44,71,1,0,42,58,0,55,0
1,Goodwin,Harold,25,Offensive Coordinator,Offensive Linemen,452,47,59,61,26,64,0,0,68,75,57,50,0,4,49,58,0,53,0
2,Bowles,Todd,0,Defensive Coordinator,Secondary,388,79,74,28,30,65,0,0,28,22,36,60,0,3,41,0,55,56,0
3,Jones,Amos,99,None,Linebackers,0,69,10,36,27,51,0,0,14,13,1,64,0,0,30,0,30,21,0
4,Morris,Buddy,99,None,Strength,0,0,0,0,0,0,52,33,71,0,0,66,0,0,0,0,0,0,42
5,Smith,Mike,6,Assistant Coach,Defensive Linemen,431,43,38,42,44,37,0,0,83,75,75,64,0,2,47,0,47,47,0
6,Koetter,Dirk,1,Offensive Coordinator,Quarterbacks,190,43,13,31,34,74,0,0,35,9,8,64,0,1,25,30,0,17,0
7,Nolan,Mike,99,None,Secondary,0,58,31,71,84,24,0,0,52,25,36,64,1,0,57,0,32,38,0
8,Armstrong,Keith,1,Assistant Coach,Secondary,256,42,85,43,40,19,0,0,17,46,23,60,0,4,40,0,45,55,0
9,Neibel,A.J.,99,None,Strength,0,0,0,0,0,0,33,51,57,0,0,51,0,0,0,0,0,0,41
10,Harbaugh,John,99,None,Secondary,0,54,24,65,27,0,0,0,56,50,29,61,0,0,45,0,31,33,0
11,Kubiak,Gary,2,Offensive Coordinator,Quarterbacks,434,50,76,19,33,0,0,0,81,17,63,62,0,2,38,38,0,56,0
12,Pees,Dean,99,None,Linebackers,0,82,56,80,72,70,0,0,52,61,26,74,1,0,66,0,62,58,0
13,Rosburg,Jerry,99,None,Linebackers,0,57,41,42,62,39,0,0,43,44,26,68,1,0,43,0,42,41,0
14,Rogucki,Bob,99,None,Strength,0,0,0,0,0,0,52,53,90,0,0,70,1,0,0,0,0,0,53
15,Marrone,Doug,99,None,Offensive Linemen,0,33,0,30,11,11,0,0,36,48,55,59,0,0,25,22,0,19,0
16,Hackett,Nathaniel,99,None,Tight Ends,0,26,55,43,36,60,0,0,39,9,33,44,0,0,34,34,0,36,0
17,Schwartz,Jim,3,Head Coach,Linebackers,553,57,55,63,45,36,0,0,58,57,67,57,0,2,56,0,49,54,0
18,Crossman,Danny,3,Defensive Coordinator,Secondary,243,29,48,62,65,76,0,0,60,56,50,56,0,2,50,0,49,43,0
19,Ciano,Eric,99,None,Strength,0,0,0,0,0,0,39,25,47,0,0,47,0,0,0,0,0,0,32
20,Rivera,Ron,99,None,Linebackers,0,25,45,37,19,56,0,0,70,42,76,61,1,0,35,0,42,42,0
21,Shula,Mike,99,None,Quarterbacks,0,18,4,46,27,45,0,0,29,55,48,58,0,0,30,28,0,16,0
22,McDermott,Sean,29,Head Coach,Secondary,652,67,76,79,42,40,0,0,12,45,60,49,0,3,61,0,54,61,0
23,Rodgers,Richard,4,Assistant Coach,Secondary,191,77,19,55,34,5,0,0,89,21,50,61,0,3,49,0,30,39,0
24,Kenn,Joe,99,None,Strength,0,0,0,0,0,0,43,4,70,0,0,57,0,0,0,0,0,0,23
25,Trestman,Marc,99,None,Quarterbacks,0,21,60,44,87,10,0,0,34,84,63,67,1,0,48,43,0,50,0
26,Kromer,Aaron,99,None,Offensive Linemen,0,41,58,57,18,61,0,0,11,42,63,56,0,0,43,48,0,46,0
27,Tucker,Mel,9,Head Coach,Secondary,657,93,80,61,73,68,0,0,41,89,87,51,0,3,70,0,79,78,0
28,DeCamillis,Joe,2,Head Coach,Wide Receivers,432,53,71,51,95,39,0,0,71,69,71,58,0,2,60,57,0,63,0
29,Clark,Mike,99,None,Strength,0,0,0,0,0,0,60,16,81,0,0,69,1,0,0,0,0,0,38
30,Lewis,Marvin,99,None,Linebackers,0,14,8,73,51,84,0,0,60,3,16,65,0,0,36,0,24,13,0
31,Jackson,Hue,6,Offensive Coordinator,Running Backs,264,41,37,22,54,26,0,0,51,68,65,58,0,2,38,41,0,42,0
32,Alexander,Paul,28,Offensive Coordinator,Offensive Linemen,551,76,51,26,43,80,0,0,75,84,11,63,0,3,41,66,0,52,0
33,Guenther,Paul,6,Defensive Coordinator,Linebackers,287,76,78,71,17,67,0,0,19,55,76,52,0,3,60,0,65,67,0
34,Morton,Chip,99,None,Strength,0,0,0,0,0,0,37,17,13,0,0,61,1,0,0,0,0,0,24
35,Garrett,Jason,4,Head Coach,Quarterbacks,686,80,86,18,81,44,0,0,63,72,63,57,0,2,54,67,0,73,0
36,Callahan,Bill,99,None,Offensive Linemen,0,26,16,31,52,50,0,0,59,16,60,67,1,0,32,27,0,24,0
37,Kiffin,Monte,99,None,Linebackers,0,80,78,85,65,66,0,0,94,42,61,83,1,0,72,0,65,70,0
38,Bisaccia,Rich,15,Offensive Coordinator,Running Backs,502,33,66,46,57,62,0,0,76,35,75,63,0,2,49,48,0,54,0
39,Woicik,Mike,99,None,Strength,0,0,0,0,0,0,56,61,75,0,0,67,1,0,0,0,0,0,58
40,Fox,John,99,None,Secondary,0,9,66,58,28,39,0,0,56,90,21,68,1,0,38,0,47,45,0
41,Gase,Adam,19,Head Coach,Wide Receivers,911,71,73,91,48,40,0,0,22,67,79,45,0,4,70,59,0,66,0
42,Del Rio,Jack,99,None,Linebackers,0,46,42,65,38,29,0,0,34,27,36,60,0,0,46,0,33,38,0
43,Rodgers,Jeff,8,Assistant Coach,Linebackers,209,18,39,72,79,31,0,0,61,55,81,45,0,4,55,0,36,41,0
44,Richesson,Luke,6,Strength Coordinator,Strength,265,0,0,0,0,0,79,81,44,0,0,47,0,2,0,0,0,0,76
45,Caldwell,Jim,99,None,Wide Receivers,0,56,46,16,13,69,0,0,84,29,76,68,1,0,35,49,0,48,0
46,Lombardi,Joe,99,None,Quarterbacks,0,73,63,24,43,55,0,0,7,30,26,52,0,0,38,50,0,50,0
47,Austin,Teryl,99,None,Secondary,0,66,19,39,18,14,0,0,5,0,70,58,0,0,38,0,25,31,0
48,Bonamego,John,9,Offensive Coordinator,Quarterbacks,289,58,77,6,50,57,0,0,13,69,24,60,0,3,32,60,0,54,0
49,Arapoff,Jason,99,None,Strength,0,0,0,0,0,0,27,16,58,0,0,58,0,0,0,0,0,0,22
50,McCarthy,Mike,10,Head Coach,Quarterbacks,1136,55,89,60,36,48,0,0,42,41,30,60,0,3,50,55,0,62,0
51,Clements,Tom,99,None,Quarterbacks,0,47,58,30,28,24,0,0,49,65,34,70,1,0,36,45,0,47,0
52,Capers,Dom,99,None,Secondary,0,83,19,45,45,31,0,0,37,85,24,73,1,0,45,0,49,40,0
53,Moss,Winston,25,Defensive Coordinator,Linebackers,556,32,95,58,57,66,0,0,70,81,5,58,0,3,48,0,63,62,0
54,Lovat,Mark,10,Strength Coordinator,Strength,230,0,0,0,0,0,70,68,67,0,0,54,0,3,0,0,0,0,67
55,Pagano,Chuck,99,None,Secondary,0,52,45,48,21,66,0,0,75,37,40,63,1,0,41,0,48,42,0
56,Hamilton,Pep,5,Assistant Coach,Quarterbacks,167,74,84,10,51,19,0,0,59,26,39,49,0,3,40,49,0,62,0
57,Manusky,Greg,20,Assistant Coach,Linebackers,336,80,95,31,34,37,0,0,36,42,29,57,0,2,46,0,60,68,0
58,McMahon,Tom,13,Defensive Coordinator,Linebackers,307,36,90,61,78,68,0,0,78,97,15,54,0,1,54,0,67,63,0
59,Marandino,Roger,9,Strength Coordinator,Strength,236,0,0,0,0,0,86,86,17,0,0,52,0,2,0,0,0,0,80
60,Bradley,Gus,99,None,Linebackers,0,28,36,37,19,57,0,0,31,31,46,57,0,0,29,0,35,31,0
61,Fisch,Jedd,12,Offensive Coordinator,Quarterbacks,236,99,94,14,34,14,0,0,54,40,55,47,0,1,47,59,0,76,0
62,Babich,Bob,99,None,Linebackers,0,11,31,11,30,40,0,0,9,47,24,62,1,0,15,0,28,21,0
63,Mallory,Mike,12,Assistant Coach,Secondary,176,48,31,72,63,54,0,0,39,16,63,61,0,1,53,0,36,36,0
64,Myslinski,Tom,99,None,Strength,0,0,0,0,0,0,21,13,47,0,0,55,0,0,0,0,0,0,18
65,Reid,Andy,99,None,Quarterbacks,0,28,58,60,18,24,0,0,34,34,56,65,1,0,41,35,0,43,0
