Player_ID,Number_Formations,I_Normal,I_TE_Pairs,I_WR_Slot,Pro_Normal,Pro_TE_Pairs,Pro_WR_Slot,Weak_Normal,Weak_TE_Pairs,Weak_Three_WR,Strong_Normal,Strong_TE_Pairs,Strong_Three_WR,Single-Back_Normal,Single-Back_TE_Pairs,Single-Back_Trips_WR,Single-Back_Four_WR,Five_WR_Spread,Goal_Line_Three_TE
562,16,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
741,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
898,15,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1006,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1092,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1138,16,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1221,16,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1344,11,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1
1441,15,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
1480,17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1488,15,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1536,15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
1557,15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1653,17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1662,16,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
1751,15,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
2407,14,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
3209,14,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1
3218,14,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
3221,13,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
3234,15,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
3245,15,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
3249,15,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
4008,14,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1
4010,15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
4020,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
4030,13,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1
4040,16,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4042,14,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
4833,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
4847,15,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
4859,14,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
4874,16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
4880,14,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1
5641,15,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
5645,16,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5649,15,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
5655,15,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
5674,16,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
5677,14,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
5679,16,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
5683,14,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1
5684,11,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
5696,15,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
6507,16,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
6519,12,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1
6544,13,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1
6551,12,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1
6566,10,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1
7377,9,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1
7381,14,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
7385,13,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
7387,8,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1
7390,13,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
7393,12,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1
7395,15,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
7397,14,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
7401,16,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
7404,15,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
7405,13,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1
7410,12,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1
7416,11,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1
7420,12,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1
7424,13,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1
7425,14,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
8199,14,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
8201,12,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1
8203,17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
8205,12,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1
8206,13,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1
8209,10,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1
8219,13,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1
8236,10,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
8240,14,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1
8241,12,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1
8246,9,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1
8251,9,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1
9003,10,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1
9015,13,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1
9017,13,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
9018,12,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1
9019,9,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1
9021,8,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9025,11,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
9031,13,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
9037,12,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1
9042,11,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1
9043,9,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
9047,10,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
9051,13,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
9054,8,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
9055,11,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1
9063,11,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
9868,11,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1
9876,9,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1
9877,13,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1
9878,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
9887,10,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1
9889,13,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1
9893,12,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1
9894,6,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9896,14,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1
9897,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
9898,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
