Stage,Year,Player_ID/Staff_ID/Round,Transaction,Team,Position_Group/Year,Money,Years/Original_Position/Destination_City,Original_Team/Destination_Position/Misc.
Pre-Staff Draft,2024,363,retired,16,QB,0,0,0
Pre-Staff Draft,2024,547,retired,28,WR,0,0,0
Pre-Staff Draft,2024,599,retired,16,WR,0,0,0
Pre-Staff Draft,2024,600,retired,9,S,0,0,0
Pre-Staff Draft,2024,724,retired,10,T,0,0,0
Pre-Staff Draft,2024,742,retired,2,WR,0,0,0
Pre-Staff Draft,2024,747,retired,14,TE,0,0,0
Pre-Staff Draft,2024,787,retired,19,DT,0,0,0
Pre-Staff Draft,2024,811,retired,18,WR,0,0,0
Pre-Staff Draft,2024,815,retired,30,ILB,0,0,0
Pre-Staff Draft,2024,883,retired,15,TE,0,0,0
Pre-Staff Draft,2024,915,retired,25,WR,0,0,0
Pre-Staff Draft,2024,923,retired,27,T,0,0,0
Pre-Staff Draft,2024,945,retired,29,WR,0,0,0
Pre-Staff Draft,2024,953,retired,24,TE,0,0,0
Pre-Staff Draft,2024,991,retired,13,DT,0,0,0
Pre-Staff Draft,2024,992,retired,22,T,0,0,0
Pre-Staff Draft,2024,997,retired,18,ILB,0,0,0
Pre-Staff Draft,2024,1015,retired,1,G,0,0,0
Pre-Staff Draft,2024,1032,retired,28,DE,0,0,0
Pre-Staff Draft,2024,1037,retired,29,DE,0,0,0
Pre-Staff Draft,2024,1062,retired,29,WR,0,0,0
Pre-Staff Draft,2024,1068,retired,11,G,0,0,0
Pre-Staff Draft,2024,1073,retired,1,CB,0,0,0
Pre-Staff Draft,2024,1112,retired,20,G,0,0,0
Pre-Staff Draft,2024,1127,retired,17,DE,0,0,0
Pre-Staff Draft,2024,1158,retired,24,CB,0,0,0
Pre-Staff Draft,2024,1172,retired,9,DE,0,0,0
Pre-Staff Draft,2024,1232,retired,28,DE,0,0,0
Pre-Staff Draft,2024,1258,retired,2,G,0,0,0
Pre-Staff Draft,2024,1354,retired,24,G,0,0,0
Pre-Staff Draft,2024,1375,retired,2,TE,0,0,0
Pre-Staff Draft,2024,1377,retired,26,C,0,0,0
Pre-Staff Draft,2024,1519,retired,3,CB,0,0,0
