Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Points Scored,0,0,45,2017,0,18
Points Scored,0,1,41,2022,0,13
Points Scored,0,2,41,2024,0,9
Points Scored,0,3,40,2022,0,17
Points Scored,0,4,40,2022,0,23
Points Scored,0,5,38,2016,0,1
Points Scored,0,6,38,2017,0,10
Points Scored,0,7,38,2020,0,25
Points Scored,0,8,38,2021,0,25
Points Scored,0,9,38,2022,0,25
Points Scored,0,10,38,2023,0,18
Points Scored,0,11,37,2015,0,17
Points Scored,0,12,37,2017,0,21
Points Scored,0,13,37,2020,0,16
Points Scored,0,14,37,2023,0,9
Points Scored,0,15,36,2014,0,18
Points Scored,0,16,36,2017,0,25
Points Scored,0,17,35,2023,0,26
Points Scored,0,18,34,2016,0,25
Points Scored,0,19,34,2017,0,28
Points Scored,0,20,34,2021,0,25
Points Scored,0,21,34,2023,0,30
Points Scored,0,22,34,2024,0,3
Points Scored,0,23,33,2019,0,17
Points Scored,0,24,32,2024,0,10
Points Scored,0,25,31,2015,0,30
Points Scored,0,26,31,2017,0,4
Points Scored,0,27,31,2018,0,23
Points Scored,0,28,31,2019,0,26
Points Scored,0,29,31,2020,0,26
Points Scored,0,30,31,2021,0,26
Points Scored,0,31,31,2021,0,29
Points Scored,0,32,31,2023,0,25
Points Scored,0,33,30,2014,0,25
Points Scored,0,34,30,2017,0,24
Points Scored,0,35,30,2018,0,24
Points Scored,0,36,30,2018,0,15
Points Scored,0,37,30,2021,0,12
Points Scored,0,38,30,2023,0,25
Points Scored,0,39,30,2023,0,26
Points Scored,0,40,29,2021,0,26
Points Scored,0,41,28,2014,0,26
Points Scored,0,42,28,2017,0,24
Points Scored,0,43,28,2022,0,26
Points Scored,0,44,27,2015,0,2
Points Scored,0,45,27,2015,0,26
Points Scored,0,46,27,2018,0,29
Points Scored,0,47,27,2019,0,29
Points Scored,0,48,27,2020,0,19
Points Scored,0,49,27,2021,0,24
Points Scored,0,50,27,2024,0,24
Points Scored,0,51,27,2024,0,26
Points Scored,0,52,26,2018,0,26
Points Scored,0,53,25,2014,0,20
Points Scored,0,54,25,2019,0,1
Points Scored,0,55,25,2021,0,15
Points Scored,0,56,25,2022,0,25
Points Scored,0,57,25,2023,0,2
Points Scored,0,58,24,2014,0,25
Points Scored,0,59,24,2015,0,24
Points Scored,0,60,24,2015,0,22
Points Scored,0,61,24,2016,0,3
Points Scored,0,62,24,2016,0,7
Points Scored,0,63,24,2016,0,17
Points Scored,0,64,24,2016,0,24
Points Scored,0,65,24,2017,0,26
Points Scored,0,66,24,2019,0,25
Points Scored,0,67,24,2020,0,29
Points Scored,0,68,24,2021,0,11
Points Scored,0,69,24,2021,0,10
Points Scored,0,70,24,2021,0,5
Points Scored,0,71,24,2021,0,24
Points Scored,0,72,24,2021,0,9
Points Scored,0,73,24,2022,0,24
Points Scored,0,74,24,2023,0,22
Points Scored,0,75,24,2024,0,26
Points Scored,0,76,24,2024,0,25
Points Scored,0,77,23,2014,0,21
Points Scored,0,78,23,2014,0,13
Points Scored,0,79,23,2015,0,21
Points Scored,0,80,23,2016,0,16
Points Scored,0,81,23,2018,0,8
Points Scored,0,82,23,2018,0,25
Points Scored,0,83,23,2019,0,22
Points Scored,0,84,23,2022,0,1
Points Scored,0,85,23,2024,0,19
Points Scored,0,86,21,2014,0,24
Points Scored,0,87,21,2016,0,26
Points Scored,0,88,21,2017,0,11
Points Scored,0,89,21,2018,0,1
Points Scored,0,90,21,2019,0,27
Points Scored,0,91,21,2020,0,1
Points Scored,0,92,21,2020,0,18
Points Scored,0,93,21,2020,0,24
Points Scored,0,94,21,2020,0,5
Points Scored,0,95,21,2022,0,27
Points Scored,0,96,20,2014,0,7
Points Scored,0,97,20,2015,0,6
Points Scored,0,98,20,2016,0,26
Points Scored,0,99,20,2016,0,25
Points Allowed,0,0,0,2017,0,26
Points Allowed,0,1,0,2018,0,8
Points Allowed,0,2,3,2018,0,5
Points Allowed,0,3,3,2018,0,25
Points Allowed,0,4,3,2018,0,25
Points Allowed,0,5,6,2015,0,15
Points Allowed,0,6,6,2020,0,24
Points Allowed,0,7,7,2014,0,8
Points Allowed,0,8,7,2017,0,12
Points Allowed,0,9,7,2017,0,24
Points Allowed,0,10,7,2018,0,26
Points Allowed,0,11,7,2022,0,1
Points Allowed,0,12,7,2023,0,7
Points Allowed,0,13,9,2014,0,9
Points Allowed,0,14,9,2017,0,25
Points Allowed,0,15,9,2018,0,26
Points Allowed,0,16,9,2022,0,23
Points Allowed,0,17,10,2014,0,20
Points Allowed,0,18,10,2016,0,1
Points Allowed,0,19,10,2016,0,26
Points Allowed,0,20,10,2018,0,24
Points Allowed,0,21,10,2018,0,15
Points Allowed,0,22,10,2019,0,29
Points Allowed,0,23,10,2019,0,1
Points Allowed,0,24,10,2019,0,22
Points Allowed,0,25,10,2020,0,26
Points Allowed,0,26,10,2020,0,14
Points Allowed,0,27,10,2020,0,26
Points Allowed,0,28,10,2021,0,5
Points Allowed,0,29,10,2021,0,24
Points Allowed,0,30,10,2022,0,17
Points Allowed,0,31,10,2022,0,25
Points Allowed,0,32,10,2024,0,19
Points Allowed,0,33,12,2017,0,26
Points Allowed,0,34,12,2024,0,27
Points Allowed,0,35,13,2015,0,26
Points Allowed,0,36,13,2016,0,26
Points Allowed,0,37,13,2016,0,4
Points Allowed,0,38,13,2017,0,11
Points Allowed,0,39,13,2019,0,25
Points Allowed,0,40,13,2021,0,28
Points Allowed,0,41,13,2024,0,15
Points Allowed,0,42,13,2024,0,16
Points Allowed,0,43,14,2014,0,23
Points Allowed,0,44,14,2014,0,24
Points Allowed,0,45,14,2017,0,7
Points Allowed,0,46,14,2017,0,24
Points Allowed,0,47,14,2019,0,24
Points Allowed,0,48,14,2021,0,26
Points Allowed,0,49,14,2022,0,13
Points Allowed,0,50,14,2023,0,24
Points Allowed,0,51,15,2019,0,17
Points Allowed,0,52,15,2019,0,9
Points Allowed,0,53,15,2020,0,3
Points Allowed,0,54,16,2014,0,1
Points Allowed,0,55,16,2015,0,5
Points Allowed,0,56,16,2022,0,4
Points Allowed,0,57,17,2015,0,21
Points Allowed,0,58,17,2015,0,26
Points Allowed,0,59,17,2016,0,17
Points Allowed,0,60,17,2016,0,9
Points Allowed,0,61,17,2016,0,24
Points Allowed,0,62,17,2020,0,1
Points Allowed,0,63,17,2020,0,18
Points Allowed,0,64,17,2021,0,11
Points Allowed,0,65,17,2021,0,17
Points Allowed,0,66,17,2022,0,21
Points Allowed,0,67,17,2022,0,26
Points Allowed,0,68,17,2022,0,9
Points Allowed,0,69,17,2023,0,9
Points Allowed,0,70,17,2023,0,26
Points Allowed,0,71,17,2023,0,6
Points Allowed,0,72,17,2024,0,26
Points Allowed,0,73,18,2020,0,24
Points Allowed,0,74,18,2023,0,25
Points Allowed,0,75,19,2015,0,30
Points Allowed,0,76,19,2018,0,9
Points Allowed,0,77,19,2022,0,24
Points Allowed,0,78,19,2024,0,24
Points Allowed,0,79,20,2016,0,24
Points Allowed,0,80,20,2016,0,14
Points Allowed,0,81,20,2017,0,18
Points Allowed,0,82,20,2020,0,21
Points Allowed,0,83,20,2021,0,12
Points Allowed,0,84,20,2023,0,29
Points Allowed,0,85,20,2024,0,5
Points Allowed,0,86,20,2024,0,26
Points Allowed,0,87,20,2024,0,29
Points Allowed,0,88,21,2014,0,26
Points Allowed,0,89,21,2015,0,24
Points Allowed,0,90,21,2015,0,10
Points Allowed,0,91,21,2015,0,24
Points Allowed,0,92,21,2015,0,22
Points Allowed,0,93,21,2016,0,7
Points Allowed,0,94,21,2016,0,25
Points Allowed,0,95,21,2016,0,25
Points Allowed,0,96,21,2017,0,4
Points Allowed,0,97,21,2018,0,24
Points Allowed,0,98,21,2022,0,24
Points Allowed,0,99,23,2014,0,7
Passing Yards,0,0,431,2023,0,30
Passing Yards,0,1,411,2020,0,16
Passing Yards,0,2,384,2022,0,25
Passing Yards,0,3,384,2024,0,24
Passing Yards,0,4,369,2017,0,10
Passing Yards,0,5,367,2021,0,31
Passing Yards,0,6,360,2014,0,21
Passing Yards,0,7,357,2018,0,20
Passing Yards,0,8,356,2024,0,9
Passing Yards,0,9,349,2023,0,24
Passing Yards,0,10,327,2014,0,18
Passing Yards,0,11,326,2023,0,29
Passing Yards,0,12,323,2017,0,11
Passing Yards,0,13,320,2014,0,13
Passing Yards,0,14,320,2022,0,4
Passing Yards,0,15,319,2024,0,5
Passing Yards,0,16,312,2024,0,29
Passing Yards,0,17,311,2021,0,25
Passing Yards,0,18,308,2021,0,11
Passing Yards,0,19,303,2018,0,24
Passing Yards,0,20,303,2020,0,5
Passing Yards,0,21,301,2014,0,20
Passing Yards,0,22,300,2023,0,18
Passing Yards,0,23,297,2015,0,24
Passing Yards,0,24,291,2019,0,4
Passing Yards,0,25,289,2022,0,23
Passing Yards,0,26,287,2020,0,7
Passing Yards,0,27,286,2019,0,25
Passing Yards,0,28,284,2017,0,24
Passing Yards,0,29,282,2021,0,26
Passing Yards,0,30,282,2022,0,21
Passing Yards,0,31,282,2024,0,3
Passing Yards,0,32,282,2024,0,25
Passing Yards,0,33,279,2014,0,23
Passing Yards,0,34,279,2022,0,13
Passing Yards,0,35,274,2022,0,27
Passing Yards,0,36,273,2017,0,21
Passing Yards,0,37,271,2023,0,21
Passing Yards,0,38,269,2024,0,26
Passing Yards,0,39,268,2014,0,25
Passing Yards,0,40,268,2019,0,30
Passing Yards,0,41,267,2020,0,14
Passing Yards,0,42,263,2023,0,25
Passing Yards,0,43,262,2020,0,24
Passing Yards,0,44,261,2014,0,7
Passing Yards,0,45,261,2021,0,29
Passing Yards,0,46,261,2024,0,24
Passing Yards,0,47,260,2023,0,26
Passing Yards,0,48,256,2017,0,25
Passing Yards,0,49,255,2015,0,21
Passing Yards,0,50,255,2024,0,15
Passing Yards,0,51,255,2024,0,26
Passing Yards,0,52,254,2016,0,7
Passing Yards,0,53,253,2023,0,2
Passing Yards,0,54,252,2018,0,13
Passing Yards,0,55,251,2017,0,31
Passing Yards,0,56,249,2017,0,4
Passing Yards,0,57,249,2024,0,25
Passing Yards,0,58,248,2018,0,26
Passing Yards,0,59,248,2021,0,12
Passing Yards,0,60,247,2021,0,15
Passing Yards,0,61,247,2022,0,20
Passing Yards,0,62,245,2014,0,29
Passing Yards,0,63,245,2021,0,25
Passing Yards,0,64,244,2022,0,24
Passing Yards,0,65,242,2019,0,6
Passing Yards,0,66,241,2023,0,22
Passing Yards,0,67,240,2021,0,26
Passing Yards,0,68,240,2022,0,8
Passing Yards,0,69,239,2016,0,24
Passing Yards,0,70,239,2022,0,26
Passing Yards,0,71,235,2016,0,14
Passing Yards,0,72,234,2019,0,25
Passing Yards,0,73,234,2022,0,25
Passing Yards,0,74,231,2021,0,17
Passing Yards,0,75,230,2015,0,2
Passing Yards,0,76,230,2024,0,10
Passing Yards,0,77,225,2023,0,27
Passing Yards,0,78,224,2016,0,16
Passing Yards,0,79,224,2017,0,28
Passing Yards,0,80,224,2022,0,9
Passing Yards,0,81,222,2024,0,14
Passing Yards,0,82,220,2021,0,24
Passing Yards,0,83,220,2022,0,24
Passing Yards,0,84,218,2015,0,17
Passing Yards,0,85,217,2017,0,26
Passing Yards,0,86,215,2014,0,8
Passing Yards,0,87,214,2023,0,24
Passing Yards,0,88,212,2015,0,6
Passing Yards,0,89,210,2021,0,5
Passing Yards,0,90,208,2014,0,9
Passing Yards,0,91,208,2016,0,26
Passing Yards,0,92,208,2021,0,28
Passing Yards,0,93,207,2017,0,26
Passing Yards,0,94,206,2015,0,10
Passing Yards,0,95,206,2019,0,27
Passing Yards,0,96,205,2017,0,18
Passing Yards,0,97,205,2019,0,26
Passing Yards,0,98,204,2014,0,25
Passing Yards,0,99,204,2019,0,1
Passing Yards Allowed,0,0,39,2017,0,24
Passing Yards Allowed,0,1,78,2019,0,24
Passing Yards Allowed,0,2,96,2022,0,24
Passing Yards Allowed,0,3,111,2014,0,20
Passing Yards Allowed,0,4,116,2019,0,24
Passing Yards Allowed,0,5,117,2015,0,24
Passing Yards Allowed,0,6,117,2018,0,25
Passing Yards Allowed,0,7,120,2017,0,12
Passing Yards Allowed,0,8,124,2019,0,26
Passing Yards Allowed,0,9,127,2017,0,11
Passing Yards Allowed,0,10,131,2024,0,26
Passing Yards Allowed,0,11,133,2020,0,26
Passing Yards Allowed,0,12,136,2023,0,24
Passing Yards Allowed,0,13,139,2014,0,8
Passing Yards Allowed,0,14,140,2016,0,1
Passing Yards Allowed,0,15,144,2021,0,11
Passing Yards Allowed,0,16,146,2014,0,21
Passing Yards Allowed,0,17,147,2014,0,13
Passing Yards Allowed,0,18,148,2016,0,16
Passing Yards Allowed,0,19,151,2015,0,9
Passing Yards Allowed,0,20,152,2018,0,9
Passing Yards Allowed,0,21,153,2014,0,23
Passing Yards Allowed,0,22,153,2017,0,26
Passing Yards Allowed,0,23,160,2016,0,4
Passing Yards Allowed,0,24,160,2019,0,30
Passing Yards Allowed,0,25,160,2023,0,6
Passing Yards Allowed,0,26,162,2023,0,27
Passing Yards Allowed,0,27,163,2014,0,24
Passing Yards Allowed,0,28,164,2015,0,2
Passing Yards Allowed,0,29,165,2020,0,26
Passing Yards Allowed,0,30,167,2015,0,15
Passing Yards Allowed,0,31,167,2019,0,9
Passing Yards Allowed,0,32,170,2018,0,29
Passing Yards Allowed,0,33,172,2020,0,25
Passing Yards Allowed,0,34,174,2017,0,29
Passing Yards Allowed,0,35,177,2018,0,8
Passing Yards Allowed,0,36,179,2015,0,22
Passing Yards Allowed,0,37,182,2023,0,24
Passing Yards Allowed,0,38,183,2016,0,17
Passing Yards Allowed,0,39,184,2018,0,26
Passing Yards Allowed,0,40,184,2018,0,25
Passing Yards Allowed,0,41,188,2022,0,24
Passing Yards Allowed,0,42,189,2014,0,24
Passing Yards Allowed,0,43,189,2019,0,6
Passing Yards Allowed,0,44,190,2021,0,28
Passing Yards Allowed,0,45,191,2019,0,25
Passing Yards Allowed,0,46,193,2016,0,7
Passing Yards Allowed,0,47,193,2021,0,26
Passing Yards Allowed,0,48,193,2021,0,31
Passing Yards Allowed,0,49,195,2020,0,3
Passing Yards Allowed,0,50,198,2018,0,24
Passing Yards Allowed,0,51,198,2022,0,23
Passing Yards Allowed,0,52,202,2017,0,31
Passing Yards Allowed,0,53,203,2016,0,25
Passing Yards Allowed,0,54,203,2024,0,19
Passing Yards Allowed,0,55,204,2016,0,9
Passing Yards Allowed,0,56,204,2024,0,14
Passing Yards Allowed,0,57,205,2017,0,26
Passing Yards Allowed,0,58,205,2020,0,21
Passing Yards Allowed,0,59,206,2022,0,25
Passing Yards Allowed,0,60,207,2015,0,26
Passing Yards Allowed,0,61,210,2018,0,15
Passing Yards Allowed,0,62,210,2019,0,2
Passing Yards Allowed,0,63,210,2022,0,4
Passing Yards Allowed,0,64,210,2024,0,15
Passing Yards Allowed,0,65,210,2024,0,25
Passing Yards Allowed,0,66,212,2016,0,26
Passing Yards Allowed,0,67,215,2021,0,5
Passing Yards Allowed,0,68,216,2019,0,25
Passing Yards Allowed,0,69,217,2015,0,21
Passing Yards Allowed,0,70,220,2016,0,3
Passing Yards Allowed,0,71,220,2016,0,25
Passing Yards Allowed,0,72,220,2022,0,13
Passing Yards Allowed,0,73,221,2018,0,26
Passing Yards Allowed,0,74,221,2019,0,1
Passing Yards Allowed,0,75,222,2019,0,17
Passing Yards Allowed,0,76,222,2020,0,18
Passing Yards Allowed,0,77,222,2020,0,24
Passing Yards Allowed,0,78,224,2017,0,25
Passing Yards Allowed,0,79,225,2016,0,27
Passing Yards Allowed,0,80,225,2018,0,23
