Player_ID,Number_Formations,I_Normal,I_TE_Pairs,I_WR_Slot,Pro_Normal,Pro_TE_Pairs,Pro_WR_Slot,Weak_Normal,Weak_TE_Pairs,Weak_Three_WR,Strong_Normal,Strong_TE_Pairs,Strong_Three_WR,Single-Back_Normal,Single-Back_TE_Pairs,Single-Back_Trips_WR,Single-Back_Four_WR,Five_WR_Spread,Goal_Line_Three_TE
28,15,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
29,14,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
73,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
112,17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
142,12,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1
154,15,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1
164,17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
177,16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
185,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
363,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,13,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
376,14,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
550,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
648,14,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1
741,14,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
898,15,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
