Staff_ID,Last_Name,First_Name,Current_Team,Role,Primary_Group,Salary,Player_Development,Young_Player_Development,Motivation,Discipline,Play_Calling,Strength_Training,Conditioning,Intelligence,Scouting_Ability,Interviewing,Age,Retired,Years_on_Contract,Suitable_Head_Coach,Suitable_Offensive_Coordinator,Suitable_Defensive_Coordinator,Suitable_Assistant_Coach,Suitable_Strength_Coordinator
0,Arians,Bruce,22,Offensive Coordinator,Quarterbacks,319,58,62,33,28,56,0,0,85,68,44,66,0,2,42,58,0,55,0
1,Goodwin,Harold,0,Offensive Coordinator,Offensive Linemen,304,31,51,48,25,66,0,0,68,66,56,45,0,3,40,51,0,45,0
2,Bowles,Todd,0,Defensive Coordinator,Secondary,250,85,77,28,34,65,0,0,28,27,47,55,0,2,46,0,59,60,0
3,Jones,Amos,99,None,Linebackers,0,72,24,44,43,64,0,0,14,26,7,59,0,0,37,0,41,29,0
4,Morris,Buddy,0,Strength Coordinator,Strength,122,0,0,0,0,0,70,57,71,0,0,61,0,4,0,0,0,0,61
5,Smith,Mike,6,Assistant Coach,Defensive Linemen,343,55,48,43,50,39,0,0,83,82,87,59,0,4,53,0,56,57,0
6,Koetter,Dirk,1,Offensive Coordinator,Quarterbacks,159,45,22,37,43,81,0,0,35,21,25,59,0,2,33,38,0,27,0
7,Nolan,Mike,99,None,Secondary,0,58,36,74,82,26,0,0,52,25,35,59,0,0,58,0,34,40,0
8,Armstrong,Keith,1,Assistant Coach,Secondary,157,51,95,44,43,16,0,0,17,47,23,55,0,3,43,0,48,61,0
9,Neibel,A.J.,99,None,Strength,0,0,0,0,0,0,33,50,57,0,0,46,0,0,0,0,0,0,41
10,Harbaugh,John,99,None,Secondary,0,62,36,73,39,9,0,0,56,59,32,56,0,0,51,0,38,42,0
11,Kubiak,Gary,2,Offensive Coordinator,Quarterbacks,335,58,74,25,37,14,0,0,81,22,72,57,0,4,43,43,0,59,0
12,Pees,Dean,2,Head Coach,Linebackers,761,86,66,78,78,76,0,0,52,63,29,69,0,4,68,0,66,63,0
13,Rosburg,Jerry,2,Assistant Coach,Linebackers,124,57,41,42,62,39,0,0,43,44,26,63,0,2,43,0,42,41,0
14,Rogucki,Bob,99,None,Strength,0,0,0,0,0,0,52,53,90,0,0,65,1,0,0,0,0,0,53
15,Marrone,Doug,99,None,Offensive Linemen,0,40,6,26,12,25,0,0,36,58,60,54,0,0,27,31,0,24,0
16,Hackett,Nathaniel,99,None,Tight Ends,0,24,57,47,32,61,0,0,39,15,23,39,0,0,32,37,0,36,0
17,Schwartz,Jim,3,Head Coach,Linebackers,383,56,58,59,50,38,0,0,58,58,70,52,0,4,56,0,50,55,0
18,Crossman,Danny,3,Defensive Coordinator,Secondary,168,29,46,58,69,74,0,0,60,43,54,51,0,4,48,0,45,42,0
19,Ciano,Eric,99,None,Strength,0,0,0,0,0,0,30,25,47,0,0,42,0,0,0,0,0,0,28
20,Rivera,Ron,99,None,Linebackers,0,25,48,41,20,61,0,0,70,43,78,56,0,0,38,0,44,44,0
21,Shula,Mike,99,None,Quarterbacks,0,29,19,55,31,47,0,0,29,69,47,53,0,0,37,37,0,27,0
22,McDermott,Sean,5,Assistant Coach,Secondary,330,64,72,74,39,34,0,0,12,44,54,44,0,4,56,0,50,58,0
23,Rodgers,Richard,4,Assistant Coach,Secondary,177,84,23,58,43,11,0,0,89,27,58,56,0,4,53,0,35,43,0
24,Kenn,Joe,99,None,Strength,0,0,0,0,0,0,48,18,70,0,0,52,0,0,0,0,0,0,33
25,Trestman,Marc,99,None,Quarterbacks,0,21,60,44,87,10,0,0,34,84,63,62,1,0,48,43,0,50,0
26,Kromer,Aaron,99,None,Offensive Linemen,0,46,63,57,18,57,0,0,11,49,62,51,0,0,44,50,0,49,0
27,Tucker,Mel,9,Head Coach,Secondary,372,84,76,51,65,63,0,0,41,80,76,46,0,2,63,0,72,72,0
28,DeCamillis,Joe,1,Head Coach,Wide Receivers,660,57,68,46,92,38,0,0,71,65,73,53,0,4,58,57,0,62,0
29,Clark,Mike,5,Strength Coordinator,Strength,172,0,0,0,0,0,73,25,81,0,0,64,0,2,0,0,0,0,49
30,Lewis,Marvin,6,Head Coach,Linebackers,423,30,31,77,58,90,0,0,60,14,34,60,0,4,49,0,37,30,0
31,Jackson,Hue,6,Offensive Coordinator,Running Backs,186,32,41,28,57,29,0,0,51,72,71,53,0,4,39,42,0,44,0
32,Alexander,Paul,28,Offensive Coordinator,Offensive Linemen,392,72,60,36,46,89,0,0,75,81,29,58,0,2,47,70,0,58,0
33,Guenther,Paul,6,Defensive Coordinator,Linebackers,162,67,64,64,9,59,0,0,19,47,72,47,0,2,51,0,56,56,0
34,Morton,Chip,99,None,Strength,0,0,0,0,0,0,47,16,13,0,0,56,0,0,0,0,0,0,27
35,Garrett,Jason,4,Offensive Coordinator,Quarterbacks,199,78,77,18,72,44,0,0,63,68,71,52,0,2,51,63,0,69,0
36,Callahan,Bill,7,Offensive Coordinator,Offensive Linemen,190,41,29,53,60,60,0,0,59,28,74,62,0,3,49,39,0,36,0
37,Kiffin,Monte,99,None,Linebackers,0,80,78,85,65,66,0,0,94,42,61,78,1,0,72,0,65,70,0
38,Bisaccia,Rich,15,Offensive Coordinator,Running Backs,395,39,73,55,63,77,0,0,76,40,74,58,0,4,54,55,0,58,0
39,Woicik,Mike,17,Strength Coordinator,Strength,139,0,0,0,0,0,64,73,75,0,0,62,0,2,0,0,0,0,68
40,Fox,John,5,Defensive Coordinator,Secondary,277,9,74,65,37,53,0,0,56,92,33,63,0,1,44,0,53,50,0
41,Gase,Adam,30,Head Coach,Wide Receivers,433,72,66,79,43,41,0,0,22,58,76,40,0,2,64,56,0,62,0
42,Del Rio,Jack,8,Defensive Coordinator,Linebackers,199,49,49,62,41,34,0,0,34,32,45,55,0,4,48,0,40,43,0
43,Rodgers,Jeff,8,Assistant Coach,Linebackers,129,16,35,69,67,25,0,0,61,47,76,40,0,2,51,0,30,38,0
44,Richesson,Luke,6,Strength Coordinator,Strength,211,0,0,0,0,0,78,76,44,0,0,42,0,4,0,0,0,0,74
45,Caldwell,Jim,30,Offensive Coordinator,Wide Receivers,190,60,50,22,13,74,0,0,84,29,82,63,0,2,38,53,0,51,0
46,Lombardi,Joe,99,None,Quarterbacks,0,71,62,16,45,46,0,0,7,32,23,47,0,0,34,49,0,48,0
47,Austin,Teryl,99,None,Secondary,0,74,33,35,25,14,0,0,5,7,71,53,0,0,39,0,32,39,0
48,Bonamego,John,9,Offensive Coordinator,Quarterbacks,164,62,79,15,56,62,0,0,13,72,32,55,0,2,38,62,0,58,0
49,Arapoff,Jason,99,None,Strength,0,0,0,0,0,0,34,18,58,0,0,53,0,0,0,0,0,0,26
50,McCarthy,Mike,10,Head Coach,Quarterbacks,690,59,94,63,31,50,0,0,42,49,39,55,0,2,52,59,0,64,0
51,Clements,Tom,10,Offensive Coordinator,Quarterbacks,359,52,64,36,32,30,0,0,49,68,45,65,0,4,41,50,0,53,0
52,Capers,Dom,99,None,Secondary,0,83,19,45,45,31,0,0,37,85,24,68,1,0,45,0,49,40,0
53,Moss,Winston,26,Defensive Coordinator,Linebackers,195,28,95,60,61,75,0,0,70,75,15,53,0,2,50,0,63,61,0
54,Lovat,Mark,10,Strength Coordinator,Strength,160,0,0,0,0,0,77,67,67,0,0,49,0,2,0,0,0,0,69
55,Pagano,Chuck,99,None,Secondary,0,52,47,47,19,68,0,0,75,40,47,58,0,0,41,0,48,45,0
56,Hamilton,Pep,11,Offensive Coordinator,Quarterbacks,164,64,75,8,44,15,0,0,59,22,33,44,0,4,33,41,0,56,0
57,Manusky,Greg,11,Defensive Coordinator,Linebackers,321,81,89,37,37,42,0,0,36,38,32,52,0,3,47,0,59,66,0
58,McMahon,Tom,13,Defensive Coordinator,Linebackers,224,18,80,58,80,64,0,0,78,89,9,49,0,3,49,0,59,54,0
59,Marandino,Roger,9,Strength Coordinator,Strength,185,0,0,0,0,0,81,79,17,0,0,47,0,4,0,0,0,0,74
60,Bradley,Gus,99,None,Linebackers,0,35,42,39,21,70,0,0,31,36,46,52,0,0,34,0,42,35,0
61,Fisch,Jedd,12,Offensive Coordinator,Quarterbacks,162,83,73,13,27,20,0,0,54,37,56,42,0,3,41,52,0,62,0
62,Babich,Bob,99,None,Linebackers,0,24,43,12,33,47,0,0,9,53,29,57,0,0,21,0,37,31,0
63,Mallory,Mike,12,Assistant Coach,Secondary,121,56,32,68,70,54,0,0,39,22,62,56,0,3,55,0,39,41,0
64,Myslinski,Tom,99,None,Strength,0,0,0,0,0,0,28,30,47,0,0,50,0,0,0,0,0,0,29
65,Reid,Andy,99,None,Quarterbacks,0,30,67,61,26,29,0,0,34,38,61,60,0,0,45,40,0,48,0
