Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Points Scored,0,0,36,2014,0,18
Points Scored,0,1,30,2014,0,25
Points Scored,0,2,28,2014,0,26
Points Scored,0,3,25,2014,0,20
Points Scored,0,4,24,2014,0,25
Points Scored,0,5,23,2014,0,21
Points Scored,0,6,23,2014,0,13
Points Scored,0,7,21,2014,0,24
Points Scored,0,8,20,2014,0,7
Points Scored,0,9,17,2014,0,8
Points Scored,0,10,17,2014,0,24
Points Scored,0,11,16,2014,0,9
Points Scored,0,12,14,2014,0,29
Points Scored,0,13,14,2014,0,1
Points Scored,0,14,13,2014,0,23
Points Scored,0,15,3,2014,0,26
Points Allowed,0,0,7,2014,0,8
Points Allowed,0,1,9,2014,0,9
Points Allowed,0,2,10,2014,0,20
Points Allowed,0,3,14,2014,0,23
Points Allowed,0,4,14,2014,0,24
Points Allowed,0,5,16,2014,0,1
Points Allowed,0,6,21,2014,0,26
Points Allowed,0,7,23,2014,0,7
Points Allowed,0,8,23,2014,0,24
Points Allowed,0,9,27,2014,0,29
Points Allowed,0,10,27,2014,0,25
Points Allowed,0,11,28,2014,0,25
Points Allowed,0,12,28,2014,0,13
Points Allowed,0,13,30,2014,0,26
Points Allowed,0,14,38,2014,0,21
Points Allowed,0,15,43,2014,0,18
Passing Yards,0,0,360,2014,0,21
Passing Yards,0,1,327,2014,0,18
Passing Yards,0,2,320,2014,0,13
Passing Yards,0,3,301,2014,0,20
Passing Yards,0,4,279,2014,0,23
Passing Yards,0,5,268,2014,0,25
Passing Yards,0,6,261,2014,0,7
Passing Yards,0,7,245,2014,0,29
Passing Yards,0,8,215,2014,0,8
Passing Yards,0,9,208,2014,0,9
Passing Yards,0,10,204,2014,0,25
Passing Yards,0,11,194,2014,0,26
Passing Yards,0,12,182,2014,0,24
Passing Yards,0,13,172,2014,0,1
Passing Yards,0,14,125,2014,0,26
Passing Yards,0,15,122,2014,0,24
Passing Yards Allowed,0,0,111,2014,0,20
Passing Yards Allowed,0,1,139,2014,0,8
Passing Yards Allowed,0,2,146,2014,0,21
Passing Yards Allowed,0,3,147,2014,0,13
Passing Yards Allowed,0,4,153,2014,0,23
Passing Yards Allowed,0,5,163,2014,0,24
Passing Yards Allowed,0,6,189,2014,0,24
Passing Yards Allowed,0,7,249,2014,0,9
Passing Yards Allowed,0,8,249,2014,0,26
Passing Yards Allowed,0,9,265,2014,0,1
Passing Yards Allowed,0,10,283,2014,0,25
Passing Yards Allowed,0,11,292,2014,0,7
Passing Yards Allowed,0,12,299,2014,0,26
Passing Yards Allowed,0,13,304,2014,0,29
Passing Yards Allowed,0,14,358,2014,0,25
Passing Yards Allowed,0,15,386,2014,0,18
Rushing Yards,0,0,156,2014,0,8
Rushing Yards,0,1,143,2014,0,18
Rushing Yards,0,2,140,2014,0,7
Rushing Yards,0,3,136,2014,0,26
Rushing Yards,0,4,136,2014,0,25
Rushing Yards,0,5,135,2014,0,1
Rushing Yards,0,6,122,2014,0,9
Rushing Yards,0,7,118,2014,0,13
Rushing Yards,0,8,113,2014,0,25
Rushing Yards,0,9,102,2014,0,20
Rushing Yards,0,10,98,2014,0,24
Rushing Yards,0,11,96,2014,0,24
Rushing Yards,0,12,79,2014,0,26
Rushing Yards,0,13,72,2014,0,29
Rushing Yards,0,14,67,2014,0,23
Rushing Yards,0,15,45,2014,0,21
Rushing Yards Allowed,0,0,30,2014,0,29
Rushing Yards Allowed,0,1,42,2014,0,26
Rushing Yards Allowed,0,2,51,2014,0,9
Rushing Yards Allowed,0,3,74,2014,0,1
Rushing Yards Allowed,0,4,81,2014,0,23
Rushing Yards Allowed,0,5,111,2014,0,20
Rushing Yards Allowed,0,6,113,2014,0,26
Rushing Yards Allowed,0,7,122,2014,0,8
Rushing Yards Allowed,0,8,131,2014,0,18
Rushing Yards Allowed,0,9,141,2014,0,13
Rushing Yards Allowed,0,10,159,2014,0,25
Rushing Yards Allowed,0,11,163,2014,0,24
Rushing Yards Allowed,0,12,169,2014,0,24
Rushing Yards Allowed,0,13,170,2014,0,7
Rushing Yards Allowed,0,14,178,2014,0,25
Rushing Yards Allowed,0,15,219,2014,0,21
Total Yards,0,0,458,2014,0,18
Total Yards,0,1,438,2014,0,13
Total Yards,0,2,393,2014,0,7
Total Yards,0,3,386,2014,0,20
Total Yards,0,4,380,2014,0,21
Total Yards,0,5,365,2014,0,25
Total Yards,0,6,353,2014,0,8
Total Yards,0,7,333,2014,0,25
Total Yards,0,8,318,2014,0,23
Total Yards,0,9,318,2014,0,26
Total Yards,0,10,312,2014,0,9
Total Yards,0,11,287,2014,0,1
Total Yards,0,12,285,2014,0,29
Total Yards,0,13,246,2014,0,24
Total Yards,0,14,205,2014,0,24
Total Yards,0,15,187,2014,0,26
Total Yards Allowed,0,0,215,2014,0,23
Total Yards Allowed,0,1,222,2014,0,20
Total Yards Allowed,0,2,255,2014,0,8
Total Yards Allowed,0,3,268,2014,0,13
Total Yards Allowed,0,4,295,2014,0,9
Total Yards Allowed,0,5,299,2014,0,26
Total Yards Allowed,0,6,313,2014,0,24
Total Yards Allowed,0,7,322,2014,0,1
Total Yards Allowed,0,8,323,2014,0,29
Total Yards Allowed,0,9,344,2014,0,26
Total Yards Allowed,0,10,350,2014,0,24
Total Yards Allowed,0,11,361,2014,0,21
Total Yards Allowed,0,12,435,2014,0,7
Total Yards Allowed,0,13,447,2014,0,25
Total Yards Allowed,0,14,491,2014,0,18
Total Yards Allowed,0,15,517,2014,0,25
Pass Attempts,0,0,53,2014,0,21
Pass Attempts,0,1,46,2014,0,18
Pass Attempts,0,2,42,2014,0,23
Pass Attempts,0,3,40,2014,0,25
Pass Attempts,0,4,39,2014,0,29
Pass Attempts,0,5,39,2014,0,7
Pass Attempts,0,6,38,2014,0,13
Pass Attempts,0,7,35,2014,0,8
Pass Attempts,0,8,35,2014,0,20
Pass Attempts,0,9,35,2014,0,1
Pass Attempts,0,10,34,2014,0,26
Pass Attempts,0,11,33,2014,0,26
Pass Attempts,0,12,32,2014,0,9
Pass Attempts,0,13,28,2014,0,25
Pass Attempts,0,14,26,2014,0,24
Pass Attempts,0,15,16,2014,0,24
Rush Attempts,0,0,39,2014,0,9
Rush Attempts,0,1,34,2014,0,23
Rush Attempts,0,2,34,2014,0,8
Rush Attempts,0,3,33,2014,0,7
Rush Attempts,0,4,32,2014,0,20
Rush Attempts,0,5,31,2014,0,13
Rush Attempts,0,6,30,2014,0,25
Rush Attempts,0,7,30,2014,0,24
Rush Attempts,0,8,30,2014,0,1
Rush Attempts,0,9,29,2014,0,29
Rush Attempts,0,10,27,2014,0,26
Rush Attempts,0,11,24,2014,0,18
Rush Attempts,0,12,23,2014,0,24
Rush Attempts,0,13,20,2014,0,25
Rush Attempts,0,14,19,2014,0,21
Rush Attempts,0,15,17,2014,0,26
Points Scored,1,0,29,2014,1,30
Points Scored,1,1,24,2014,1,5
Points Scored,1,2,23,2014,1,6
Points Scored,1,3,21,2014,1,9
Points Scored,1,4,20,2014,1,27
Points Scored,1,5,17,2014,1,2
Points Scored,1,6,17,2014,1,27
Points Scored,1,7,16,2014,1,0
Points Scored,1,8,16,2014,1,4
Points Scored,1,9,13,2014,1,17
Points Scored,1,10,11,2014,1,22
Points Scored,1,11,10,2014,1,18
Points Scored,1,12,9,2014,1,15
Points Scored,1,13,9,2014,1,10
Points Scored,1,14,6,2014,1,17
Points Allowed,1,0,7,2014,1,17
Points Allowed,1,1,13,2014,1,30
Points Allowed,1,2,14,2014,1,0
Points Allowed,1,3,20,2014,1,6
Points Allowed,1,4,21,2014,1,10
Points Allowed,1,5,23,2014,1,27
Points Allowed,1,6,23,2014,1,4
Points Allowed,1,7,24,2014,1,9
Points Allowed,1,8,27,2014,1,5
Points Allowed,1,9,27,2014,1,22
Points Allowed,1,10,28,2014,1,4
Points Allowed,1,11,30,2014,1,17
Points Allowed,1,12,34,2014,1,15
Points Allowed,1,13,34,2014,1,2
Points Allowed,1,14,37,2014,1,18
Points Allowed,1,15,44,2014,1,27
Passing Yards,1,0,311,2014,1,27
Passing Yards,1,1,286,2014,1,2
Passing Yards,1,2,284,2014,1,30
Passing Yards,1,3,274,2014,1,6
Passing Yards,1,4,267,2014,1,10
Passing Yards,1,5,265,2014,1,0
Passing Yards,1,6,242,2014,1,17
Passing Yards,1,7,233,2014,1,5
Passing Yards,1,8,231,2014,1,4
Passing Yards,1,9,228,2014,1,17
Passing Yards,1,10,216,2014,1,4
Passing Yards,1,11,212,2014,1,22
Passing Yards,1,12,195,2014,1,27
Passing Yards,1,13,186,2014,1,15
Passing Yards,1,14,179,2014,1,9
