Player_ID,Last_Name,First_Name,Junior_Flag,Nickname,Position,Player_of_Game_Count,Championship_Rings,Player_of_the_Week_Count,Player_of_the_Week_Win,Height,Weight,Hall_of_Fame_Flag,Year_Inducted,Percentage_of_Vote,Chosen_Team,Year_Born,Month_Born,Day_Born,College,Draft_Round,Drafted_Position,Drafted_By,Draft_Year,4th_Quarter_Comebacks,Quarterback_Wins,Quarterback_Losses,Quarterback_Ties,Home_Town,Home_State,Career_Games_Played,Number_of_Seasons,Season_1_Pointer_to_Player_Year_Data,SP_2,SP_3,SP_4,SP_5,SP_6,SP_7,SP_8,SP_9,SP_10,SP_11,SP_12,SP_13,SP_14,SP_15,SP_16,SP_17,SP_18,SP_19,SP_20,Season_1_Year,SY_2,SY_3,SY_4,SY_5,SY_6,SY_7,SY_8,SY_9,SY_10,SY_11,SY_12,SY_13,SY_14,SY_15,SY_16,SY_17,SY_18,SY_19,SY_20
1,Pender,Jorge,0,,K,0,0,0,0,70,195,0,0,0,0,1980,1,2,19,0,0,0,0,0,0,0,0,11779,43,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Stover,Jessie,0,,K,0,0,1,0,73,212,0,0,0,0,1979,5,25,67,23,28,25,2014,0,0,0,0,6475,24,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Farmer,Dalton,0,,K,1,1,5,1,70,193,0,0,0,0,1981,12,18,14,38,23,19,2014,0,0,0,0,941,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Reese,Josh,0,,QB,0,0,0,0,74,215,0,0,0,0,1977,10,14,7,30,21,5,2014,0,0,0,0,1441,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Sgroi,Curtis,0,,QB,2,0,2,0,73,219,0,0,0,0,1974,12,7,273,14,14,8,2014,0,4,9,0,13013,47,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Aliabadi,Randy,0,,P,0,0,0,0,74,219,0,0,0,0,1979,12,15,40,50,4,7,2014,0,0,0,0,374,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Hutton,Cristian,0,,SS,0,0,0,0,71,196,0,0,0,0,1974,3,7,1,9,25,17,2014,0,0,0,0,1390,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Fournier,Kirk,0,,LS,0,1,0,0,77,258,0,0,0,0,1978,12,6,34,0,0,0,0,0,0,0,0,1177,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Ross,Damian,0,,QB,13,0,17,3,75,233,0,0,0,0,1977,12,22,27,1,1,29,2014,2,14,5,0,1367,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Northcutt,Leland,0,,K,0,0,0,0,69,196,0,0,0,0,1979,8,18,30,0,0,0,0,0,0,0,0,2145,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Summers,Raul,0,,K,0,0,2,0,71,194,0,0,0,0,1976,3,29,9,27,17,18,2014,0,0,0,0,5284,21,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Henry,Donnie,0,,WLB,0,0,0,0,73,231,0,0,0,0,1976,12,3,120,30,29,28,2014,0,0,0,0,8147,32,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Reeves,Abraham,0,,LCB,0,0,1,0,72,193,0,0,0,0,1983,1,8,31,42,21,5,2014,0,0,0,0,8928,33,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Chapman,Brent,0,,RDE,0,0,0,0,73,276,0,0,0,0,1979,4,11,12,0,0,0,0,0,0,0,0,3520,14,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Cain,Ben,0,,P,0,0,0,0,74,208,0,0,0,0,1978,7,27,324,22,20,20,2014,0,0,0,0,9772,36,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
