Category,Team/All_Teams,Place,Player,Record,Team,Year
Quarterback Rating,0,0,98,884,0,2014
Pass Attempts,0,0,98,494,0,2014
Pass Attempts,0,1,911,66,0,2014
Pass Attempts,0,2,1536,11,0,2014
Pass Completions,0,0,98,320,0,2014
Pass Completions,0,1,911,37,0,2014
Pass Completions,0,2,1536,4,0,2014
Completion Percentage,0,0,98,648,0,2014
Passing Yards,0,0,98,3330,0,2014
Passing Yards,0,1,911,386,0,2014
Passing Yards,0,2,1536,67,0,2014
Yards per Pass Attempt,0,0,98,674,0,2014
Passing Touchdowns,0,0,98,10,0,2014
Passing Touchdowns,0,1,911,2,0,2014
Passing Touchdowns,0,2,1536,1,0,2014
Times Sacked,0,0,98,43,0,2014
Times Sacked,0,1,911,8,0,2014
300 Yards Passing,0,0,98,3,0,2014
Rushing Attempts,0,0,1864,297,0,2014
Rushing Attempts,0,1,831,92,0,2014
Rushing Attempts,0,2,98,28,0,2014
Rushing Attempts,0,3,1836,20,0,2014
Rushing Attempts,0,4,433,7,0,2014
Rushing Attempts,0,5,911,6,0,2014
Rushing Attempts,0,6,1771,2,0,2014
Rushing Yards,0,0,1864,1242,0,2014
Rushing Yards,0,1,831,254,0,2014
Rushing Yards,0,2,98,121,0,2014
Rushing Yards,0,3,1836,78,0,2014
Rushing Yards,0,4,911,40,0,2014
Rushing Yards,0,5,433,20,0,2014
Rushing Yards,0,6,1771,3,0,2014
Yards per Carry,0,0,1864,418,0,2014
Rushing Touchdowns,0,0,1864,10,0,2014
Rushing Touchdowns,0,1,98,3,0,2014
Rushing Touchdowns,0,2,831,2,0,2014
100 Yards Rushing,0,0,1864,3,0,2014
100 Yards Rushing,0,1,831,1,0,2014
Receptions,0,0,1546,81,0,2014
Receptions,0,1,842,63,0,2014
Receptions,0,2,1864,58,0,2014
Receptions,0,3,1771,49,0,2014
Receptions,0,4,1836,38,0,2014
Receptions,0,5,1365,22,0,2014
Receptions,0,6,2589,21,0,2014
Receptions,0,7,831,10,0,2014
Receptions,0,8,2012,10,0,2014
Receptions,0,9,369,4,0,2014
Receptions,0,10,1371,3,0,2014
Receptions,0,11,1464,2,0,2014
Receiving Yards,0,0,1546,1006,0,2014
Receiving Yards,0,1,842,758,0,2014
Receiving Yards,0,2,1771,515,0,2014
Receiving Yards,0,3,1864,442,0,2014
Receiving Yards,0,4,1836,293,0,2014
Receiving Yards,0,5,2589,248,0,2014
Receiving Yards,0,6,1365,208,0,2014
Receiving Yards,0,7,831,129,0,2014
Receiving Yards,0,8,2012,66,0,2014
Receiving Yards,0,9,369,54,0,2014
Receiving Yards,0,10,1464,38,0,2014
Receiving Yards,0,11,1371,26,0,2014
Yards per Reception,0,0,1546,1242,0,2014
Yards per Reception,0,1,842,1203,0,2014
Yards per Reception,0,2,1771,1051,0,2014
Yards per Reception,0,3,1836,771,0,2014
Yards per Reception,0,4,1864,762,0,2014
Receiving Touchdowns,0,0,1546,6,0,2014
Receiving Touchdowns,0,1,1771,2,0,2014
Receiving Touchdowns,0,2,1836,2,0,2014
Receiving Touchdowns,0,3,1864,2,0,2014
Receiving Touchdowns,0,4,1365,1,0,2014
Targeted Passes,0,0,1546,133,0,2014
Targeted Passes,0,1,842,103,0,2014
Targeted Passes,0,2,1771,84,0,2014
Targeted Passes,0,3,1864,80,0,2014
Targeted Passes,0,4,1836,51,0,2014
Targeted Passes,0,5,2589,38,0,2014
Targeted Passes,0,6,1365,30,0,2014
Targeted Passes,0,7,2012,19,0,2014
Targeted Passes,0,8,831,13,0,2014
