Category,Team/All_Teams,Place,Player,Record,Year,Team,Opponent
Quarterback Rating,0,0,98,1283,2014,0,25
Quarterback Rating,0,1,98,1073,2014,0,26
Quarterback Rating,0,2,98,1025,2014,0,20
Quarterback Rating,0,3,98,951,2014,0,18
Quarterback Rating,0,4,98,943,2014,0,8
Quarterback Rating,0,5,98,926,2014,0,21
Quarterback Rating,0,6,98,919,2014,0,7
Quarterback Rating,0,7,98,873,2014,0,23
Quarterback Rating,0,8,98,854,2014,0,13
Quarterback Rating,0,9,98,813,2014,0,9
Quarterback Rating,0,10,911,796,2014,0,25
Quarterback Rating,0,11,911,729,2014,0,24
Quarterback Rating,0,12,98,667,2014,0,29
Quarterback Rating,0,13,98,654,2014,0,1
Quarterback Rating,0,14,98,419,2014,0,26
Pass Attempts,0,0,98,46,2014,0,18
Pass Attempts,0,1,98,42,2014,0,23
Pass Attempts,0,2,98,42,2014,0,21
Pass Attempts,0,3,911,40,2014,0,25
Pass Attempts,0,4,98,39,2014,0,29
Pass Attempts,0,5,98,39,2014,0,7
Pass Attempts,0,6,98,38,2014,0,13
Pass Attempts,0,7,98,35,2014,0,8
Pass Attempts,0,8,98,35,2014,0,20
Pass Attempts,0,9,98,35,2014,0,1
Pass Attempts,0,10,98,34,2014,0,26
Pass Attempts,0,11,98,33,2014,0,26
Pass Attempts,0,12,98,32,2014,0,9
Pass Attempts,0,13,98,28,2014,0,25
Pass Attempts,0,14,911,26,2014,0,24
Pass Attempts,0,15,98,16,2014,0,24
Pass Attempts,0,16,1536,11,2014,0,21
Pass Completions,0,0,98,31,2014,0,18
Pass Completions,0,1,98,29,2014,0,7
Pass Completions,0,2,98,28,2014,0,20
Pass Completions,0,3,98,27,2014,0,21
Pass Completions,0,4,98,27,2014,0,13
Pass Completions,0,5,98,25,2014,0,23
Pass Completions,0,6,98,24,2014,0,8
Pass Completions,0,7,98,24,2014,0,26
Pass Completions,0,8,911,23,2014,0,25
Pass Completions,0,9,98,21,2014,0,25
Pass Completions,0,10,98,20,2014,0,9
Pass Completions,0,11,98,19,2014,0,29
Pass Completions,0,12,98,18,2014,0,1
Pass Completions,0,13,98,15,2014,0,26
Pass Completions,0,14,911,14,2014,0,24
Pass Completions,0,15,98,12,2014,0,24
Pass Completions,0,16,1536,4,2014,0,21
Completion Percentage,0,0,98,800,2014,0,20
Completion Percentage,0,1,98,750,2014,0,25
Completion Percentage,0,2,98,744,2014,0,7
Completion Percentage,0,3,98,727,2014,0,26
Completion Percentage,0,4,98,711,2014,0,13
Completion Percentage,0,5,98,686,2014,0,8
Completion Percentage,0,6,98,674,2014,0,18
Completion Percentage,0,7,98,643,2014,0,21
Completion Percentage,0,8,98,625,2014,0,9
Completion Percentage,0,9,98,595,2014,0,23
Completion Percentage,0,10,911,575,2014,0,25
Completion Percentage,0,11,911,538,2014,0,24
Completion Percentage,0,12,98,514,2014,0,1
Completion Percentage,0,13,98,487,2014,0,29
Completion Percentage,0,14,98,441,2014,0,26
Passing Yards,0,0,98,327,2014,0,18
Passing Yards,0,1,98,320,2014,0,13
Passing Yards,0,2,98,301,2014,0,20
Passing Yards,0,3,98,293,2014,0,21
Passing Yards,0,4,98,279,2014,0,23
Passing Yards,0,5,98,268,2014,0,25
Passing Yards,0,6,98,261,2014,0,7
Passing Yards,0,7,98,245,2014,0,29
Passing Yards,0,8,98,215,2014,0,8
Passing Yards,0,9,98,208,2014,0,9
Passing Yards,0,10,911,204,2014,0,25
Passing Yards,0,11,98,194,2014,0,26
Passing Yards,0,12,911,182,2014,0,24
Passing Yards,0,13,98,172,2014,0,1
Passing Yards,0,14,98,125,2014,0,26
Passing Yards,0,15,98,122,2014,0,24
Passing Yards,0,16,1536,67,2014,0,21
Yards per Pass Attempt,0,0,98,957,2014,0,25
Yards per Pass Attempt,0,1,98,860,2014,0,20
Yards per Pass Attempt,0,2,98,842,2014,0,13
Yards per Pass Attempt,0,3,98,711,2014,0,18
Yards per Pass Attempt,0,4,911,700,2014,0,24
Yards per Pass Attempt,0,5,98,698,2014,0,21
Yards per Pass Attempt,0,6,98,669,2014,0,7
Yards per Pass Attempt,0,7,98,664,2014,0,23
Yards per Pass Attempt,0,8,98,650,2014,0,9
Yards per Pass Attempt,0,9,98,628,2014,0,29
Yards per Pass Attempt,0,10,98,614,2014,0,8
Yards per Pass Attempt,0,11,98,588,2014,0,26
Yards per Pass Attempt,0,12,911,510,2014,0,25
Yards per Pass Attempt,0,13,98,491,2014,0,1
Yards per Pass Attempt,0,14,98,368,2014,0,26
Passing Touchdowns,0,0,98,2,2014,0,25
Passing Touchdowns,0,1,98,2,2014,0,26
Passing Touchdowns,0,2,98,1,2014,0,23
Passing Touchdowns,0,3,98,1,2014,0,18
Passing Touchdowns,0,4,98,1,2014,0,8
Passing Touchdowns,0,5,98,1,2014,0,29
Passing Touchdowns,0,6,98,1,2014,0,21
Passing Touchdowns,0,7,1536,1,2014,0,21
Passing Touchdowns,0,8,98,1,2014,0,24
Passing Touchdowns,0,9,911,1,2014,0,24
Passing Touchdowns,0,10,911,1,2014,0,25
Times Sacked,0,0,98,7,2014,0,29
Times Sacked,0,1,911,7,2014,0,24
Times Sacked,0,2,98,5,2014,0,23
Times Sacked,0,3,98,5,2014,0,21
Times Sacked,0,4,98,4,2014,0,20
Times Sacked,0,5,98,3,2014,0,8
Times Sacked,0,6,98,3,2014,0,9
Times Sacked,0,7,98,3,2014,0,24
Times Sacked,0,8,98,3,2014,0,1
Times Sacked,0,9,98,3,2014,0,26
Times Sacked,0,10,98,2,2014,0,18
Times Sacked,0,11,98,2,2014,0,7
Times Sacked,0,12,98,2,2014,0,26
Times Sacked,0,13,98,1,2014,0,25
Times Sacked,0,14,911,1,2014,0,25
Rushing Attempts,0,0,1864,28,2014,0,20
Rushing Attempts,0,1,1864,27,2014,0,23
Rushing Attempts,0,2,1864,27,2014,0,9
Rushing Attempts,0,3,831,26,2014,0,7
Rushing Attempts,0,4,1864,24,2014,0,13
Rushing Attempts,0,5,1864,22,2014,0,25
Rushing Attempts,0,6,1864,21,2014,0,8
Rushing Attempts,0,7,1864,21,2014,0,24
Rushing Attempts,0,8,1864,19,2014,0,29
Rushing Attempts,0,9,1864,18,2014,0,26
Rushing Attempts,0,10,1864,18,2014,0,1
Rushing Attempts,0,11,1864,17,2014,0,18
Rushing Attempts,0,12,1864,17,2014,0,25
Rushing Attempts,0,13,1864,15,2014,0,24
Rushing Attempts,0,14,1864,12,2014,0,21
Rushing Attempts,0,15,1864,11,2014,0,26
Rushing Attempts,0,16,831,7,2014,0,25
Rushing Attempts,0,17,831,7,2014,0,1
Rushing Attempts,0,18,831,6,2014,0,23
Rushing Attempts,0,19,831,6,2014,0,8
Rushing Attempts,0,20,831,6,2014,0,29
Rushing Attempts,0,21,831,6,2014,0,24
Rushing Attempts,0,22,831,5,2014,0,18
Rushing Attempts,0,23,831,5,2014,0,21
Rushing Attempts,0,24,831,5,2014,0,26
Rushing Attempts,0,25,831,5,2014,0,9
Rushing Attempts,0,26,1836,4,2014,0,8
Rushing Attempts,0,27,98,4,2014,0,7
Rushing Attempts,0,28,98,4,2014,0,9
Rushing Attempts,0,29,911,4,2014,0,24
Rushing Attempts,0,30,98,3,2014,0,8
Rushing Attempts,0,31,98,3,2014,0,26
Rushing Attempts,0,32,98,3,2014,0,13
Rushing Attempts,0,33,831,3,2014,0,13
Rushing Attempts,0,34,98,2,2014,0,18
Rushing Attempts,0,35,1836,2,2014,0,29
Rushing Attempts,0,36,831,2,2014,0,20
Rushing Attempts,0,37,98,2,2014,0,21
Rushing Attempts,0,38,433,2,2014,0,7
Rushing Attempts,0,39,1836,2,2014,0,9
Rushing Attempts,0,40,98,2,2014,0,24
Rushing Attempts,0,41,98,2,2014,0,1
Rushing Attempts,0,42,1836,2,2014,0,1
