Player_ID,Number_Formations,I_Normal,I_TE_Pairs,I_WR_Slot,Pro_Normal,Pro_TE_Pairs,Pro_WR_Slot,Weak_Normal,Weak_TE_Pairs,Weak_Three_WR,Strong_Normal,Strong_TE_Pairs,Strong_Three_WR,Single-Back_Normal,Single-Back_TE_Pairs,Single-Back_Trips_WR,Single-Back_Four_WR,Five_WR_Spread,Goal_Line_Three_TE
562,16,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
741,15,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
898,15,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1006,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1092,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1138,16,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1221,16,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1344,11,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1
1441,14,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
1480,17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1488,16,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1557,15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1653,17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1662,16,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
1751,15,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
2407,14,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
3209,14,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1
3218,15,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
3221,15,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
3234,15,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
3245,15,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
3249,16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
4008,15,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
4010,15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
4020,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4030,13,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1
4040,16,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4042,14,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
4859,15,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
4874,15,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
5641,15,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
5645,16,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5649,15,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
5655,15,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
5674,16,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
5677,14,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
5679,16,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
5696,15,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
6507,16,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
6519,12,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1
6544,13,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1
6551,12,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1
6566,12,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
7377,10,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1
7381,14,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
7385,14,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
7387,8,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1
7390,13,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
7393,14,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
7395,15,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
7397,15,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
7401,16,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
7404,16,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
7405,13,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1
7410,13,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1
7416,11,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1
7420,14,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1
7424,13,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1
7425,14,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
8199,15,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
8201,13,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1
8203,17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
8205,12,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1
8206,13,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1
8209,11,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1
8219,14,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
8236,11,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
8240,15,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
8241,12,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1
8246,9,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1
8251,10,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1
9015,15,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
9018,14,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
9019,10,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1
9021,8,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9025,12,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
9031,13,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
9037,12,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1
9042,11,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1
9047,11,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1
9051,13,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
9055,12,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1
9063,11,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
9868,11,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1
9876,10,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1
9893,13,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1
9896,15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
9897,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
9899,10,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1
9900,11,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1
9905,13,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
9912,12,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1
9919,10,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1
9922,10,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1
9924,8,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
9925,10,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1
10694,10,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1
10695,12,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1
10700,11,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
10701,12,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1
10703,11,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1
10705,10,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
10706,8,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
10709,11,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1
10712,12,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
10713,11,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1
10714,11,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
10715,16,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
10719,9,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
10720,7,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1
10723,11,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1
10727,10,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1
10735,13,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1
10738,12,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1
10742,9,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
