Staff_ID,Last_Name,First_Name,Current_Team,Role,Primary_Group,Salary,Player_Development,Young_Player_Development,Motivation,Discipline,Play_Calling,Strength_Training,Conditioning,Intelligence,Scouting_Ability,Interviewing,Age,Retired,Years_on_Contract,Suitable_Head_Coach,Suitable_Offensive_Coordinator,Suitable_Defensive_Coordinator,Suitable_Assistant_Coach,Suitable_Strength_Coordinator
0,Arians,Bruce,99,None,Quarterbacks,0,58,62,33,28,56,0,0,85,68,44,73,1,0,42,58,0,55,0
1,Goodwin,Harold,25,Offensive Coordinator,Offensive Linemen,473,49,64,61,29,65,0,0,68,79,61,52,0,2,52,63,0,57,0
2,Bowles,Todd,0,Defensive Coordinator,Secondary,460,79,73,21,33,67,0,0,28,21,28,62,0,4,38,0,55,55,0
3,Jones,Amos,99,None,Linebackers,0,59,3,32,24,47,0,0,14,6,0,66,0,0,24,0,24,13,0
4,Morris,Buddy,99,None,Strength,0,0,0,0,0,0,41,21,71,0,0,68,0,0,0,0,0,0,32
5,Smith,Mike,6,Assistant Coach,Defensive Linemen,200,37,30,37,35,32,0,0,83,75,70,66,0,4,41,0,43,42,0
6,Koetter,Dirk,99,None,Quarterbacks,0,44,14,24,29,71,0,0,35,5,4,66,1,0,22,30,0,17,0
7,Nolan,Mike,99,None,Secondary,0,58,31,71,84,24,0,0,52,25,36,66,1,0,57,0,32,38,0
8,Armstrong,Keith,99,None,Secondary,0,39,83,40,38,16,0,0,17,43,25,62,1,0,38,0,41,54,0
9,Neibel,A.J.,99,None,Strength,0,0,0,0,0,0,28,50,57,0,0,53,0,0,0,0,0,0,39
10,Harbaugh,John,99,None,Secondary,0,39,20,53,15,0,0,0,56,36,18,63,0,0,34,0,21,25,0
11,Kubiak,Gary,99,None,Quarterbacks,0,48,77,10,25,0,0,0,81,15,63,64,0,0,33,38,0,55,0
12,Pees,Dean,99,None,Linebackers,0,82,56,80,72,70,0,0,52,61,26,76,1,0,66,0,62,58,0
13,Rosburg,Jerry,99,None,Linebackers,0,57,41,42,62,39,0,0,43,44,26,70,1,0,43,0,42,41,0
14,Rogucki,Bob,99,None,Strength,0,0,0,0,0,0,52,53,90,0,0,72,1,0,0,0,0,0,53
15,Marrone,Doug,99,None,Offensive Linemen,0,30,0,31,11,5,0,0,36,43,53,61,0,0,25,19,0,18,0
16,Hackett,Nathaniel,99,None,Tight Ends,0,27,55,43,42,62,0,0,39,10,29,46,0,0,35,36,0,37,0
17,Schwartz,Jim,3,Head Coach,Linebackers,700,52,50,59,42,36,0,0,58,60,65,59,0,3,52,0,47,51,0
18,Crossman,Danny,3,Defensive Coordinator,Secondary,244,26,47,60,62,77,0,0,60,54,44,58,0,4,48,0,46,40,0
19,Ciano,Eric,99,None,Strength,0,0,0,0,0,0,41,30,47,0,0,49,0,0,0,0,0,0,35
20,Rivera,Ron,99,None,Linebackers,0,25,45,37,19,56,0,0,70,42,76,63,1,0,35,0,42,42,0
21,Shula,Mike,99,None,Quarterbacks,0,18,4,48,26,39,0,0,29,55,46,60,0,0,30,27,0,16,0
22,McDermott,Sean,29,Head Coach,Secondary,803,70,77,82,41,40,0,0,12,48,61,51,0,4,63,0,56,62,0
23,Rodgers,Richard,4,Assistant Coach,Secondary,200,72,11,47,29,0,0,0,89,18,39,63,0,1,41,0,24,30,0
24,Kenn,Joe,99,None,Strength,0,0,0,0,0,0,43,2,70,0,0,59,0,0,0,0,0,0,22
25,Trestman,Marc,99,None,Quarterbacks,0,21,60,44,87,10,0,0,34,84,63,69,1,0,48,43,0,50,0
26,Kromer,Aaron,99,None,Offensive Linemen,0,39,49,58,13,53,0,0,11,40,67,58,0,0,41,42,0,42,0
27,Tucker,Mel,31,Head Coach,Secondary,1280,92,85,65,69,71,0,0,41,93,85,53,0,4,73,0,82,81,0
28,DeCamillis,Joe,2,Head Coach,Wide Receivers,573,46,69,50,97,40,0,0,71,68,73,60,0,3,59,54,0,61,0
29,Clark,Mike,99,None,Strength,0,0,0,0,0,0,60,16,81,0,0,71,1,0,0,0,0,0,38
30,Lewis,Marvin,99,None,Linebackers,0,7,0,64,42,79,0,0,60,0,12,67,0,0,31,0,19,7,0
31,Jackson,Hue,99,None,Running Backs,0,35,34,18,54,25,0,0,51,66,68,60,0,0,36,39,0,39,0
32,Alexander,Paul,28,Offensive Coordinator,Offensive Linemen,630,71,48,21,41,77,0,0,75,78,3,65,0,4,38,63,0,48,0
33,Guenther,Paul,15,Head Coach,Linebackers,471,80,77,73,19,68,0,0,19,58,77,54,0,3,61,0,66,67,0
34,Morton,Chip,99,None,Strength,0,0,0,0,0,0,37,17,13,0,0,63,1,0,0,0,0,0,24
