Stage,Year,Player_ID/Staff_ID/Round,Transaction,Team,Position_Group/Year,Money,Years/Original_Position/Destination_City,Original_Team/Destination_Position/Misc.
Pre-Staff Draft,2025,183,retired,18,DT,0,0,0
Pre-Staff Draft,2025,642,retired,8,S,0,0,0
Pre-Staff Draft,2025,783,retired,29,ILB,0,0,0
Pre-Staff Draft,2025,933,retired,20,T,0,0,0
Pre-Staff Draft,2025,1011,retired,17,DT,0,0,0
Pre-Staff Draft,2025,1022,retired,5,WR,0,0,0
Pre-Staff Draft,2025,1054,retired,3,G,0,0,0
Pre-Staff Draft,2025,1100,retired,8,T,0,0,0
Pre-Staff Draft,2025,1106,retired,3,FB,0,0,0
Pre-Staff Draft,2025,1133,retired,10,C,0,0,0
Pre-Staff Draft,2025,1161,retired,13,DE,0,0,0
Pre-Staff Draft,2025,1171,retired,5,OLB,0,0,0
Pre-Staff Draft,2025,1183,retired,31,WR,0,0,0
Pre-Staff Draft,2025,1246,retired,8,DE,0,0,0
Pre-Staff Draft,2025,1317,retired,21,WR,0,0,0
Pre-Staff Draft,2025,1331,retired,9,TE,0,0,0
Pre-Staff Draft,2025,1333,retired,8,S,0,0,0
Pre-Staff Draft,2025,1402,retired,9,DE,0,0,0
Pre-Staff Draft,2025,1447,retired,1,G,0,0,0
Pre-Staff Draft,2025,1448,retired,25,OLB,0,0,0
Pre-Staff Draft,2025,1490,retired,21,T,0,0,0
Pre-Staff Draft,2025,1500,retired,0,DE,0,0,0
Pre-Staff Draft,2025,1509,retired,18,S,0,0,0
Pre-Staff Draft,2025,1536,retired,0,QB,0,0,0
Pre-Staff Draft,2025,1556,retired,9,S,0,0,0
Pre-Staff Draft,2025,1575,retired,14,DT,0,0,0
Pre-Staff Draft,2025,1618,retired,1,DE,0,0,0
Pre-Staff Draft,2025,1630,retired,31,OLB,0,0,0
Pre-Staff Draft,2025,1645,retired,10,S,0,0,0
Pre-Staff Draft,2025,1661,retired,28,CB,0,0,0
Pre-Staff Draft,2025,1673,retired,6,TE,0,0,0
Pre-Staff Draft,2025,1692,retired,16,DT,0,0,0
Pre-Staff Draft,2025,1735,retired,24,OLB,0,0,0
Pre-Staff Draft,2025,1747,retired,25,CB,0,0,0
Pre-Staff Draft,2025,1749,retired,19,S,0,0,0
