Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Points Scored,0,0,45,2017,0,18
Points Scored,0,1,38,2016,0,1
Points Scored,0,2,38,2017,0,10
Points Scored,0,3,38,2020,0,25
Points Scored,0,4,37,2015,0,17
Points Scored,0,5,37,2017,0,21
Points Scored,0,6,37,2020,0,16
Points Scored,0,7,36,2014,0,18
Points Scored,0,8,36,2017,0,25
Points Scored,0,9,34,2016,0,25
Points Scored,0,10,34,2017,0,28
Points Scored,0,11,33,2019,0,17
Points Scored,0,12,31,2015,0,30
Points Scored,0,13,31,2017,0,4
Points Scored,0,14,31,2018,0,23
Points Scored,0,15,31,2019,0,26
Points Scored,0,16,31,2020,0,26
Points Scored,0,17,30,2014,0,25
Points Scored,0,18,30,2017,0,24
Points Scored,0,19,30,2018,0,24
Points Scored,0,20,30,2018,0,15
Points Scored,0,21,28,2014,0,26
Points Scored,0,22,28,2017,0,24
Points Scored,0,23,27,2015,0,2
Points Scored,0,24,27,2015,0,26
Points Scored,0,25,27,2018,0,29
Points Scored,0,26,27,2019,0,29
Points Scored,0,27,27,2020,0,19
Points Scored,0,28,26,2018,0,26
Points Scored,0,29,25,2014,0,20
Points Scored,0,30,25,2019,0,1
Points Scored,0,31,24,2014,0,25
Points Scored,0,32,24,2015,0,24
Points Scored,0,33,24,2015,0,22
Points Scored,0,34,24,2016,0,3
Points Scored,0,35,24,2016,0,7
Points Scored,0,36,24,2016,0,17
Points Scored,0,37,24,2016,0,24
Points Scored,0,38,24,2017,0,26
Points Scored,0,39,24,2019,0,25
Points Scored,0,40,24,2020,0,29
Points Scored,0,41,23,2014,0,21
Points Scored,0,42,23,2014,0,13
Points Scored,0,43,23,2015,0,21
Points Scored,0,44,23,2016,0,16
Points Scored,0,45,23,2018,0,8
Points Scored,0,46,23,2018,0,25
Points Scored,0,47,23,2019,0,22
Points Scored,0,48,21,2014,0,24
Points Scored,0,49,21,2016,0,26
Points Scored,0,50,21,2017,0,11
Points Scored,0,51,21,2018,0,1
Points Scored,0,52,21,2019,0,27
Points Scored,0,53,21,2020,0,1
Points Scored,0,54,21,2020,0,18
Points Scored,0,55,21,2020,0,24
Points Scored,0,56,21,2020,0,5
Points Scored,0,57,20,2014,0,7
Points Scored,0,58,20,2015,0,6
Points Scored,0,59,20,2016,0,26
Points Scored,0,60,20,2016,0,25
Points Scored,0,61,20,2018,0,20
Points Scored,0,62,19,2015,0,15
Points Scored,0,63,19,2015,0,25
Points Scored,0,64,19,2017,0,26
Points Scored,0,65,19,2019,0,4
Points Scored,0,66,18,2017,0,25
Points Scored,0,67,17,2014,0,8
Points Scored,0,68,17,2014,0,24
Points Scored,0,69,17,2015,0,10
Points Scored,0,70,17,2015,0,9
Points Scored,0,71,17,2015,0,25
Points Scored,0,72,17,2016,0,14
Points Scored,0,73,17,2018,0,13
Points Scored,0,74,17,2018,0,26
Points Scored,0,75,16,2014,0,9
Points Scored,0,76,16,2016,0,24
Points Scored,0,77,16,2016,0,9
Points Scored,0,78,16,2017,0,7
Points Scored,0,79,16,2017,0,31
Points Scored,0,80,16,2018,0,24
Points Scored,0,81,16,2020,0,7
Points Scored,0,82,14,2014,0,29
Points Scored,0,83,14,2014,0,1
Points Scored,0,84,14,2016,0,19
Points Scored,0,85,14,2018,0,9
Points Scored,0,86,13,2014,0,23
Points Scored,0,87,13,2015,0,26
Points Scored,0,88,13,2019,0,26
Points Scored,0,89,13,2020,0,3
Points Scored,0,90,10,2015,0,5
Points Scored,0,91,10,2016,0,4
Points Scored,0,92,10,2017,0,12
Points Scored,0,93,10,2018,0,10
Points Scored,0,94,10,2018,0,5
Points Scored,0,95,10,2019,0,24
Points Scored,0,96,10,2019,0,25
Points Scored,0,97,10,2020,0,14
Points Scored,0,98,9,2016,0,27
Points Scored,0,99,9,2019,0,9
Points Allowed,0,0,0,2017,0,26
Points Allowed,0,1,0,2018,0,8
Points Allowed,0,2,3,2018,0,5
Points Allowed,0,3,3,2018,0,25
Points Allowed,0,4,3,2018,0,25
Points Allowed,0,5,6,2015,0,15
Points Allowed,0,6,6,2020,0,24
Points Allowed,0,7,7,2014,0,8
Points Allowed,0,8,7,2017,0,12
Points Allowed,0,9,7,2017,0,24
Points Allowed,0,10,7,2018,0,26
Points Allowed,0,11,9,2014,0,9
Points Allowed,0,12,9,2017,0,25
Points Allowed,0,13,9,2018,0,26
Points Allowed,0,14,10,2014,0,20
Points Allowed,0,15,10,2016,0,1
Points Allowed,0,16,10,2016,0,26
Points Allowed,0,17,10,2018,0,24
Points Allowed,0,18,10,2018,0,15
Points Allowed,0,19,10,2019,0,29
Points Allowed,0,20,10,2019,0,1
Points Allowed,0,21,10,2019,0,22
Points Allowed,0,22,10,2020,0,26
Points Allowed,0,23,10,2020,0,14
Points Allowed,0,24,10,2020,0,26
Points Allowed,0,25,12,2017,0,26
Points Allowed,0,26,13,2015,0,26
Points Allowed,0,27,13,2016,0,26
Points Allowed,0,28,13,2016,0,4
Points Allowed,0,29,13,2017,0,11
Points Allowed,0,30,13,2019,0,25
Points Allowed,0,31,14,2014,0,23
Points Allowed,0,32,14,2014,0,24
Points Allowed,0,33,14,2017,0,7
Points Allowed,0,34,14,2017,0,24
Points Allowed,0,35,14,2019,0,24
Points Allowed,0,36,15,2019,0,17
Points Allowed,0,37,15,2019,0,9
Points Allowed,0,38,15,2020,0,3
Points Allowed,0,39,16,2014,0,1
Points Allowed,0,40,16,2015,0,5
Points Allowed,0,41,17,2015,0,21
Points Allowed,0,42,17,2015,0,26
Points Allowed,0,43,17,2016,0,17
Points Allowed,0,44,17,2016,0,9
Points Allowed,0,45,17,2016,0,24
Points Allowed,0,46,17,2020,0,1
Points Allowed,0,47,17,2020,0,18
Points Allowed,0,48,18,2020,0,24
Points Allowed,0,49,19,2015,0,30
Points Allowed,0,50,19,2018,0,9
Points Allowed,0,51,20,2016,0,24
Points Allowed,0,52,20,2016,0,14
Points Allowed,0,53,20,2017,0,18
Points Allowed,0,54,20,2020,0,21
Points Allowed,0,55,21,2014,0,26
Points Allowed,0,56,21,2015,0,24
Points Allowed,0,57,21,2015,0,10
Points Allowed,0,58,21,2015,0,24
Points Allowed,0,59,21,2015,0,22
Points Allowed,0,60,21,2016,0,7
Points Allowed,0,61,21,2016,0,25
Points Allowed,0,62,21,2016,0,25
Points Allowed,0,63,21,2017,0,4
Points Allowed,0,64,21,2018,0,24
Points Allowed,0,65,23,2014,0,7
Points Allowed,0,66,23,2014,0,24
Points Allowed,0,67,23,2015,0,6
Points Allowed,0,68,23,2018,0,1
Points Allowed,0,69,23,2019,0,24
Points Allowed,0,70,23,2020,0,25
Points Allowed,0,71,24,2015,0,25
Points Allowed,0,72,24,2017,0,31
Points Allowed,0,73,24,2018,0,29
Points Allowed,0,74,24,2018,0,20
Points Allowed,0,75,24,2018,0,23
Points Allowed,0,76,24,2019,0,6
Points Allowed,0,77,24,2020,0,25
Points Allowed,0,78,25,2015,0,9
Points Allowed,0,79,27,2014,0,29
Points Allowed,0,80,27,2014,0,25
Points Allowed,0,81,27,2019,0,25
Points Allowed,0,82,27,2019,0,30
Points Allowed,0,83,27,2020,0,5
Points Allowed,0,84,28,2014,0,25
Points Allowed,0,85,28,2014,0,13
Points Allowed,0,86,28,2015,0,17
Points Allowed,0,87,28,2017,0,25
Points Allowed,0,88,28,2019,0,26
Points Allowed,0,89,28,2020,0,19
Points Allowed,0,90,30,2014,0,26
Points Allowed,0,91,30,2016,0,3
Points Allowed,0,92,31,2016,0,16
Points Allowed,0,93,31,2017,0,21
Points Allowed,0,94,31,2017,0,28
Points Allowed,0,95,31,2018,0,13
Points Allowed,0,96,31,2020,0,7
Points Allowed,0,97,31,2020,0,16
Points Allowed,0,98,34,2015,0,2
Points Allowed,0,99,34,2016,0,27
Passing Yards,0,0,411,2020,0,16
Passing Yards,0,1,369,2017,0,10
Passing Yards,0,2,360,2014,0,21
Passing Yards,0,3,357,2018,0,20
Passing Yards,0,4,327,2014,0,18
Passing Yards,0,5,323,2017,0,11
Passing Yards,0,6,320,2014,0,13
Passing Yards,0,7,303,2018,0,24
Passing Yards,0,8,303,2020,0,5
Passing Yards,0,9,301,2014,0,20
Passing Yards,0,10,297,2015,0,24
Passing Yards,0,11,291,2019,0,4
Passing Yards,0,12,287,2020,0,7
Passing Yards,0,13,286,2019,0,25
Passing Yards,0,14,284,2017,0,24
Passing Yards,0,15,279,2014,0,23
Passing Yards,0,16,273,2017,0,21
Passing Yards,0,17,268,2014,0,25
Passing Yards,0,18,268,2019,0,30
Passing Yards,0,19,267,2020,0,14
