Category,Team/All_Teams,Place,Record,Year,Team,Opponent
Points Scored,0,0,45,2017,0,18
Points Scored,0,1,41,2022,0,13
Points Scored,0,2,40,2022,0,17
Points Scored,0,3,40,2022,0,23
Points Scored,0,4,38,2016,0,1
Points Scored,0,5,38,2017,0,10
Points Scored,0,6,38,2020,0,25
Points Scored,0,7,38,2021,0,25
Points Scored,0,8,38,2022,0,25
Points Scored,0,9,37,2015,0,17
Points Scored,0,10,37,2017,0,21
Points Scored,0,11,37,2020,0,16
Points Scored,0,12,36,2014,0,18
Points Scored,0,13,36,2017,0,25
Points Scored,0,14,34,2016,0,25
Points Scored,0,15,34,2017,0,28
Points Scored,0,16,34,2021,0,25
Points Scored,0,17,33,2019,0,17
Points Scored,0,18,31,2015,0,30
Points Scored,0,19,31,2017,0,4
Points Scored,0,20,31,2018,0,23
Points Scored,0,21,31,2019,0,26
Points Scored,0,22,31,2020,0,26
Points Scored,0,23,31,2021,0,26
Points Scored,0,24,31,2021,0,29
Points Scored,0,25,30,2014,0,25
Points Scored,0,26,30,2017,0,24
Points Scored,0,27,30,2018,0,24
Points Scored,0,28,30,2018,0,15
Points Scored,0,29,30,2021,0,12
Points Scored,0,30,29,2021,0,26
Points Scored,0,31,28,2014,0,26
Points Scored,0,32,28,2017,0,24
Points Scored,0,33,28,2022,0,26
Points Scored,0,34,27,2015,0,2
Points Scored,0,35,27,2015,0,26
Points Scored,0,36,27,2018,0,29
Points Scored,0,37,27,2019,0,29
Points Scored,0,38,27,2020,0,19
Points Scored,0,39,27,2021,0,24
Points Scored,0,40,26,2018,0,26
Points Scored,0,41,25,2014,0,20
Points Scored,0,42,25,2019,0,1
Points Scored,0,43,25,2021,0,15
Points Scored,0,44,25,2022,0,25
Points Scored,0,45,24,2014,0,25
Points Scored,0,46,24,2015,0,24
Points Scored,0,47,24,2015,0,22
Points Scored,0,48,24,2016,0,3
Points Scored,0,49,24,2016,0,7
Points Scored,0,50,24,2016,0,17
Points Scored,0,51,24,2016,0,24
Points Scored,0,52,24,2017,0,26
Points Scored,0,53,24,2019,0,25
Points Scored,0,54,24,2020,0,29
Points Scored,0,55,24,2021,0,11
Points Scored,0,56,24,2021,0,10
Points Scored,0,57,24,2021,0,5
Points Scored,0,58,24,2021,0,24
Points Scored,0,59,24,2021,0,9
Points Scored,0,60,24,2022,0,24
Points Scored,0,61,23,2014,0,21
Points Scored,0,62,23,2014,0,13
Points Scored,0,63,23,2015,0,21
Points Scored,0,64,23,2016,0,16
Points Scored,0,65,23,2018,0,8
Points Scored,0,66,23,2018,0,25
Points Scored,0,67,23,2019,0,22
Points Scored,0,68,23,2022,0,1
Points Scored,0,69,21,2014,0,24
Points Scored,0,70,21,2016,0,26
Points Scored,0,71,21,2017,0,11
Points Scored,0,72,21,2018,0,1
Points Scored,0,73,21,2019,0,27
Points Scored,0,74,21,2020,0,1
Points Scored,0,75,21,2020,0,18
Points Scored,0,76,21,2020,0,24
Points Scored,0,77,21,2020,0,5
Points Scored,0,78,21,2022,0,27
Points Scored,0,79,20,2014,0,7
Points Scored,0,80,20,2015,0,6
Points Scored,0,81,20,2016,0,26
Points Scored,0,82,20,2016,0,25
Points Scored,0,83,20,2018,0,20
Points Scored,0,84,20,2021,0,17
Points Scored,0,85,20,2022,0,21
Points Scored,0,86,20,2022,0,24
Points Scored,0,87,20,2022,0,26
Points Scored,0,88,19,2015,0,15
Points Scored,0,89,19,2015,0,25
Points Scored,0,90,19,2017,0,26
Points Scored,0,91,19,2019,0,4
Points Scored,0,92,19,2022,0,4
Points Scored,0,93,18,2017,0,25
Points Scored,0,94,17,2014,0,8
Points Scored,0,95,17,2014,0,24
Points Scored,0,96,17,2015,0,10
Points Scored,0,97,17,2015,0,9
Points Scored,0,98,17,2015,0,25
Points Scored,0,99,17,2016,0,14
Points Allowed,0,0,0,2017,0,26
Points Allowed,0,1,0,2018,0,8
Points Allowed,0,2,3,2018,0,5
Points Allowed,0,3,3,2018,0,25
Points Allowed,0,4,3,2018,0,25
Points Allowed,0,5,6,2015,0,15
Points Allowed,0,6,6,2020,0,24
Points Allowed,0,7,7,2014,0,8
Points Allowed,0,8,7,2017,0,12
Points Allowed,0,9,7,2017,0,24
Points Allowed,0,10,7,2018,0,26
Points Allowed,0,11,7,2022,0,1
Points Allowed,0,12,9,2014,0,9
Points Allowed,0,13,9,2017,0,25
Points Allowed,0,14,9,2018,0,26
Points Allowed,0,15,9,2022,0,23
Points Allowed,0,16,10,2014,0,20
Points Allowed,0,17,10,2016,0,1
Points Allowed,0,18,10,2016,0,26
Points Allowed,0,19,10,2018,0,24
Points Allowed,0,20,10,2018,0,15
Points Allowed,0,21,10,2019,0,29
Points Allowed,0,22,10,2019,0,1
Points Allowed,0,23,10,2019,0,22
Points Allowed,0,24,10,2020,0,26
Points Allowed,0,25,10,2020,0,14
Points Allowed,0,26,10,2020,0,26
Points Allowed,0,27,10,2021,0,5
Points Allowed,0,28,10,2021,0,24
Points Allowed,0,29,10,2022,0,17
Points Allowed,0,30,10,2022,0,25
Points Allowed,0,31,12,2017,0,26
Points Allowed,0,32,13,2015,0,26
Points Allowed,0,33,13,2016,0,26
Points Allowed,0,34,13,2016,0,4
Points Allowed,0,35,13,2017,0,11
Points Allowed,0,36,13,2019,0,25
Points Allowed,0,37,13,2021,0,28
Points Allowed,0,38,14,2014,0,23
Points Allowed,0,39,14,2014,0,24
Points Allowed,0,40,14,2017,0,7
Points Allowed,0,41,14,2017,0,24
Points Allowed,0,42,14,2019,0,24
Points Allowed,0,43,14,2021,0,26
Points Allowed,0,44,14,2022,0,13
Points Allowed,0,45,15,2019,0,17
Points Allowed,0,46,15,2019,0,9
Points Allowed,0,47,15,2020,0,3
Points Allowed,0,48,16,2014,0,1
Points Allowed,0,49,16,2015,0,5
Points Allowed,0,50,16,2022,0,4
Points Allowed,0,51,17,2015,0,21
Points Allowed,0,52,17,2015,0,26
Points Allowed,0,53,17,2016,0,17
Points Allowed,0,54,17,2016,0,9
Points Allowed,0,55,17,2016,0,24
Points Allowed,0,56,17,2020,0,1
Points Allowed,0,57,17,2020,0,18
Points Allowed,0,58,17,2021,0,11
Points Allowed,0,59,17,2021,0,17
Points Allowed,0,60,17,2022,0,21
Points Allowed,0,61,17,2022,0,26
Points Allowed,0,62,17,2022,0,9
Points Allowed,0,63,18,2020,0,24
Points Allowed,0,64,19,2015,0,30
Points Allowed,0,65,19,2018,0,9
Points Allowed,0,66,19,2022,0,24
Points Allowed,0,67,20,2016,0,24
Points Allowed,0,68,20,2016,0,14
Points Allowed,0,69,20,2017,0,18
Points Allowed,0,70,20,2020,0,21
Points Allowed,0,71,20,2021,0,12
Points Allowed,0,72,21,2014,0,26
Points Allowed,0,73,21,2015,0,24
Points Allowed,0,74,21,2015,0,10
Points Allowed,0,75,21,2015,0,24
Points Allowed,0,76,21,2015,0,22
Points Allowed,0,77,21,2016,0,7
Points Allowed,0,78,21,2016,0,25
Points Allowed,0,79,21,2016,0,25
Points Allowed,0,80,21,2017,0,4
Points Allowed,0,81,21,2018,0,24
Points Allowed,0,82,21,2022,0,24
Points Allowed,0,83,23,2014,0,7
Points Allowed,0,84,23,2014,0,24
Points Allowed,0,85,23,2015,0,6
Points Allowed,0,86,23,2018,0,1
Points Allowed,0,87,23,2019,0,24
Points Allowed,0,88,23,2020,0,25
Points Allowed,0,89,23,2021,0,15
Points Allowed,0,90,23,2021,0,25
Points Allowed,0,91,24,2015,0,25
Points Allowed,0,92,24,2017,0,31
Points Allowed,0,93,24,2018,0,29
Points Allowed,0,94,24,2018,0,20
Points Allowed,0,95,24,2018,0,23
Points Allowed,0,96,24,2019,0,6
Points Allowed,0,97,24,2020,0,25
Points Allowed,0,98,24,2021,0,26
Points Allowed,0,99,24,2022,0,25
Passing Yards,0,0,411,2020,0,16
Passing Yards,0,1,384,2022,0,25
Passing Yards,0,2,369,2017,0,10
Passing Yards,0,3,367,2021,0,31
Passing Yards,0,4,360,2014,0,21
Passing Yards,0,5,357,2018,0,20
Passing Yards,0,6,327,2014,0,18
Passing Yards,0,7,323,2017,0,11
Passing Yards,0,8,320,2014,0,13
Passing Yards,0,9,320,2022,0,4
Passing Yards,0,10,311,2021,0,25
Passing Yards,0,11,308,2021,0,11
Passing Yards,0,12,303,2018,0,24
Passing Yards,0,13,303,2020,0,5
Passing Yards,0,14,301,2014,0,20
Passing Yards,0,15,297,2015,0,24
Passing Yards,0,16,291,2019,0,4
Passing Yards,0,17,289,2022,0,23
Passing Yards,0,18,287,2020,0,7
Passing Yards,0,19,286,2019,0,25
Passing Yards,0,20,284,2017,0,24
Passing Yards,0,21,282,2021,0,26
Passing Yards,0,22,282,2022,0,21
Passing Yards,0,23,279,2014,0,23
Passing Yards,0,24,279,2022,0,13
Passing Yards,0,25,274,2022,0,27
Passing Yards,0,26,273,2017,0,21
Passing Yards,0,27,268,2014,0,25
Passing Yards,0,28,268,2019,0,30
Passing Yards,0,29,267,2020,0,14
Passing Yards,0,30,262,2020,0,24
Passing Yards,0,31,261,2014,0,7
Passing Yards,0,32,261,2021,0,29
Passing Yards,0,33,256,2017,0,25
Passing Yards,0,34,255,2015,0,21
Passing Yards,0,35,254,2016,0,7
Passing Yards,0,36,252,2018,0,13
Passing Yards,0,37,251,2017,0,31
Passing Yards,0,38,249,2017,0,4
Passing Yards,0,39,248,2018,0,26
Passing Yards,0,40,248,2021,0,12
Passing Yards,0,41,247,2021,0,15
Passing Yards,0,42,247,2022,0,20
Passing Yards,0,43,245,2014,0,29
Passing Yards,0,44,245,2021,0,25
Passing Yards,0,45,244,2022,0,24
Passing Yards,0,46,242,2019,0,6
Passing Yards,0,47,240,2021,0,26
Passing Yards,0,48,240,2022,0,8
Passing Yards,0,49,239,2016,0,24
Passing Yards,0,50,239,2022,0,26
Passing Yards,0,51,235,2016,0,14
Passing Yards,0,52,234,2019,0,25
Passing Yards,0,53,234,2022,0,25
Passing Yards,0,54,231,2021,0,17
Passing Yards,0,55,230,2015,0,2
Passing Yards,0,56,224,2016,0,16
Passing Yards,0,57,224,2017,0,28
Passing Yards,0,58,224,2022,0,9
Passing Yards,0,59,220,2021,0,24
Passing Yards,0,60,220,2022,0,24
Passing Yards,0,61,218,2015,0,17
Passing Yards,0,62,217,2017,0,26
Passing Yards,0,63,215,2014,0,8
Passing Yards,0,64,212,2015,0,6
Passing Yards,0,65,210,2021,0,5
Passing Yards,0,66,208,2014,0,9
Passing Yards,0,67,208,2016,0,26
Passing Yards,0,68,208,2021,0,28
Passing Yards,0,69,207,2017,0,26
Passing Yards,0,70,206,2015,0,10
Passing Yards,0,71,206,2019,0,27
Passing Yards,0,72,205,2017,0,18
Passing Yards,0,73,205,2019,0,26
Passing Yards,0,74,204,2014,0,25
Passing Yards,0,75,204,2019,0,1
Passing Yards,0,76,202,2015,0,25
Passing Yards,0,77,202,2019,0,24
Passing Yards,0,78,201,2020,0,25
Passing Yards,0,79,200,2018,0,5
Passing Yards,0,80,200,2018,0,23
Passing Yards,0,81,199,2015,0,9
Passing Yards,0,82,197,2015,0,24
Passing Yards,0,83,197,2021,0,9
Passing Yards,0,84,196,2018,0,8
Passing Yards,0,85,196,2018,0,10
Passing Yards,0,86,196,2019,0,29
Passing Yards,0,87,195,2020,0,25
Passing Yards,0,88,194,2014,0,26
Passing Yards,0,89,194,2016,0,3
Passing Yards,0,90,194,2020,0,26
Passing Yards,0,91,193,2017,0,24
Passing Yards,0,92,190,2020,0,1
Passing Yards,0,93,189,2018,0,29
Passing Yards,0,94,189,2022,0,1
Passing Yards,0,95,187,2016,0,1
Passing Yards,0,96,186,2018,0,9
Passing Yards,0,97,185,2018,0,25
Passing Yards,0,98,183,2018,0,15
Passing Yards,0,99,182,2014,0,24
Passing Yards Allowed,0,0,39,2017,0,24
Passing Yards Allowed,0,1,78,2019,0,24
Passing Yards Allowed,0,2,96,2022,0,24
Passing Yards Allowed,0,3,111,2014,0,20
Passing Yards Allowed,0,4,116,2019,0,24
Passing Yards Allowed,0,5,117,2015,0,24
Passing Yards Allowed,0,6,117,2018,0,25
Passing Yards Allowed,0,7,120,2017,0,12
Passing Yards Allowed,0,8,124,2019,0,26
Passing Yards Allowed,0,9,127,2017,0,11
Passing Yards Allowed,0,10,133,2020,0,26
Passing Yards Allowed,0,11,139,2014,0,8
Passing Yards Allowed,0,12,140,2016,0,1
Passing Yards Allowed,0,13,144,2021,0,11
Passing Yards Allowed,0,14,146,2014,0,21
Passing Yards Allowed,0,15,147,2014,0,13
Passing Yards Allowed,0,16,148,2016,0,16
Passing Yards Allowed,0,17,151,2015,0,9
Passing Yards Allowed,0,18,152,2018,0,9
Passing Yards Allowed,0,19,153,2014,0,23
Passing Yards Allowed,0,20,153,2017,0,26
Passing Yards Allowed,0,21,160,2016,0,4
Passing Yards Allowed,0,22,160,2019,0,30
Passing Yards Allowed,0,23,163,2014,0,24
Passing Yards Allowed,0,24,164,2015,0,2
Passing Yards Allowed,0,25,165,2020,0,26
Passing Yards Allowed,0,26,167,2015,0,15
Passing Yards Allowed,0,27,167,2019,0,9
Passing Yards Allowed,0,28,170,2018,0,29
Passing Yards Allowed,0,29,172,2020,0,25
Passing Yards Allowed,0,30,174,2017,0,29
Passing Yards Allowed,0,31,177,2018,0,8
Passing Yards Allowed,0,32,179,2015,0,22
Passing Yards Allowed,0,33,183,2016,0,17
Passing Yards Allowed,0,34,184,2018,0,26
Passing Yards Allowed,0,35,184,2018,0,25
Passing Yards Allowed,0,36,188,2022,0,24
Passing Yards Allowed,0,37,189,2014,0,24
Passing Yards Allowed,0,38,189,2019,0,6
Passing Yards Allowed,0,39,190,2021,0,28
Passing Yards Allowed,0,40,191,2019,0,25
Passing Yards Allowed,0,41,193,2016,0,7
Passing Yards Allowed,0,42,193,2021,0,26
Passing Yards Allowed,0,43,193,2021,0,31
Passing Yards Allowed,0,44,195,2020,0,3
Passing Yards Allowed,0,45,198,2018,0,24
Passing Yards Allowed,0,46,198,2022,0,23
Passing Yards Allowed,0,47,202,2017,0,31
Passing Yards Allowed,0,48,203,2016,0,25
Passing Yards Allowed,0,49,204,2016,0,9
Passing Yards Allowed,0,50,205,2017,0,26
Passing Yards Allowed,0,51,205,2020,0,21
Passing Yards Allowed,0,52,206,2022,0,25
Passing Yards Allowed,0,53,207,2015,0,26
Passing Yards Allowed,0,54,210,2018,0,15
Passing Yards Allowed,0,55,210,2019,0,2
Passing Yards Allowed,0,56,210,2022,0,4
Passing Yards Allowed,0,57,212,2016,0,26
Passing Yards Allowed,0,58,215,2021,0,5
Passing Yards Allowed,0,59,216,2019,0,25
Passing Yards Allowed,0,60,217,2015,0,21
Passing Yards Allowed,0,61,220,2016,0,3
Passing Yards Allowed,0,62,220,2016,0,25
Passing Yards Allowed,0,63,220,2022,0,13
Passing Yards Allowed,0,64,221,2018,0,26
Passing Yards Allowed,0,65,221,2019,0,1
Passing Yards Allowed,0,66,222,2019,0,17
Passing Yards Allowed,0,67,222,2020,0,18
Passing Yards Allowed,0,68,222,2020,0,24
Passing Yards Allowed,0,69,224,2017,0,25
Passing Yards Allowed,0,70,225,2016,0,27
Passing Yards Allowed,0,71,225,2018,0,23
Passing Yards Allowed,0,72,225,2020,0,24
Passing Yards Allowed,0,73,226,2018,0,5
Passing Yards Allowed,0,74,226,2022,0,1
Passing Yards Allowed,0,75,228,2019,0,22
Passing Yards Allowed,0,76,233,2017,0,4
Passing Yards Allowed,0,77,234,2015,0,10
Passing Yards Allowed,0,78,234,2020,0,25
Passing Yards Allowed,0,79,235,2022,0,27
Passing Yards Allowed,0,80,237,2016,0,19
