Player_ID,Number_Formations,I_Normal,I_TE_Pairs,I_WR_Slot,Pro_Normal,Pro_TE_Pairs,Pro_WR_Slot,Weak_Normal,Weak_TE_Pairs,Weak_Three_WR,Strong_Normal,Strong_TE_Pairs,Strong_Three_WR,Single-Back_Normal,Single-Back_TE_Pairs,Single-Back_Trips_WR,Single-Back_Four_WR,Five_WR_Spread,Goal_Line_Three_TE
177,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
363,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,16,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
741,15,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
898,15,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1006,17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1092,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1138,15,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1221,16,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1344,11,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1
1345,17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1441,15,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
1458,17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1480,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1488,15,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
1536,13,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1
1557,15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1653,17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1654,10,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1
1662,14,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1
1751,13,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
1905,11,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
2407,12,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
3204,14,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
3207,16,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3209,12,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1
3218,13,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1
3221,12,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1
