Stage,Year,Player_ID/Staff_ID/Round,Transaction,Team,Position_Group/Year,Money,Years/Original_Position/Destination_City,Original_Team/Destination_Position/Misc.
Pre-Staff Draft,2022,110,retired,2,P,0,0,0
Pre-Staff Draft,2022,112,retired,19,QB,0,0,0
Pre-Staff Draft,2022,203,retired,18,DT,0,0,0
Pre-Staff Draft,2022,209,retired,7,S,0,0,0
Pre-Staff Draft,2022,294,retired,3,C,0,0,0
Pre-Staff Draft,2022,443,retired,8,T,0,0,0
Pre-Staff Draft,2022,445,retired,30,S,0,0,0
Pre-Staff Draft,2022,500,retired,0,T,0,0,0
Pre-Staff Draft,2022,536,retired,12,T,0,0,0
Pre-Staff Draft,2022,574,retired,15,ILB,0,0,0
Pre-Staff Draft,2022,605,retired,5,WR,0,0,0
Pre-Staff Draft,2022,606,retired,31,TE,0,0,0
Pre-Staff Draft,2022,624,retired,21,DE,0,0,0
Pre-Staff Draft,2022,634,retired,17,S,0,0,0
Pre-Staff Draft,2022,637,retired,31,S,0,0,0
Pre-Staff Draft,2022,653,retired,23,G,0,0,0
Pre-Staff Draft,2022,708,retired,3,S,0,0,0
Pre-Staff Draft,2022,712,retired,23,WR,0,0,0
Pre-Staff Draft,2022,726,retired,15,DT,0,0,0
Pre-Staff Draft,2022,729,retired,3,T,0,0,0
Pre-Staff Draft,2022,730,retired,11,G,0,0,0
Pre-Staff Draft,2022,750,retired,26,TE,0,0,0
Pre-Staff Draft,2022,790,retired,12,DT,0,0,0
Pre-Staff Draft,2022,828,retired,31,CB,0,0,0
Pre-Staff Draft,2022,862,retired,15,WR,0,0,0
Pre-Staff Draft,2022,870,retired,30,S,0,0,0
Pre-Staff Draft,2022,884,retired,31,ILB,0,0,0
Pre-Staff Draft,2022,908,retired,24,ILB,0,0,0
Pre-Staff Draft,2022,940,retired,13,CB,0,0,0
Pre-Staff Draft,2022,1059,retired,25,T,0,0,0
Pre-Staff Draft,2022,1115,retired,7,CB,0,0,0
Pre-Staff Draft,2022,1121,retired,13,ILB,0,0,0
Pre-Staff Draft,2022,1180,retired,3,G,0,0,0
Pre-Staff Draft,2022,1194,retired,1,CB,0,0,0
Pre-Staff Draft,2022,1335,retired,17,OLB,0,0,0
Pre-Staff Draft,2022,1346,retired,21,OLB,0,0,0
Pre-Staff Draft,2022,1374,retired,25,CB,0,0,0
Pre-Staff Draft,2022,1482,retired,0,DE,0,0,0
Pre-Staff Draft,2022,1492,retired,24,T,0,0,0
Pre-Staff Draft,2022,1507,retired,27,OLB,0,0,0
Pre-Staff Draft,2022,1616,retired,11,RB,0,0,0
Pre-Staff Draft,2022,1837,retired,24,RB,0,0,0
Pre-Staff Draft,2022,4287,retired,14,C,0,0,0
Pre-Staff Draft,2022,39,retired as strength coordinator,17,0,0,0,0
Pre-Staff Draft,2022,40,retired as defensive coordinator,26,0,0,0,0
Pre-Staff Draft,2022,97,retired as defensive coordinator,19,0,0,0,0
Pre-Staff Draft,2022,2,re-signed as defensive coordinator,0,0,0,0,0
Pre-Staff Draft,2022,260,re-signed as defensive coordinator,1,0,0,0,0
Pre-Staff Draft,2022,345,re-signed as strength coordinator,1,0,0,0,0
Pre-Staff Draft,2022,162,re-signed as assistant coach,2,0,0,0,0
Pre-Staff Draft,2022,33,re-signed as defensive coordinator,6,0,0,0,0
Pre-Staff Draft,2022,351,re-signed as head coach,7,0,0,0,0
Pre-Staff Draft,2022,353,re-signed as offensive coordinator,7,0,0,0,0
Pre-Staff Draft,2022,289,re-signed as defensive coordinator,7,0,0,0,0
Pre-Staff Draft,2022,344,re-signed as assistant coach,7,0,0,0,0
Pre-Staff Draft,2022,267,re-signed as strength coordinator,7,0,0,0,0
Pre-Staff Draft,2022,271,re-signed as offensive coordinator,8,0,0,0,0
Pre-Staff Draft,2022,27,re-signed as head coach,9,0,0,0,0
Pre-Staff Draft,2022,48,re-signed as offensive coordinator,9,0,0,0,0
Pre-Staff Draft,2022,279,re-signed as defensive coordinator,9,0,0,0,0
Pre-Staff Draft,2022,178,re-signed as assistant coach,9,0,0,0,0
Pre-Staff Draft,2022,50,re-signed as head coach,10,0,0,0,0
Pre-Staff Draft,2022,191,re-signed as assistant coach,10,0,0,0,0
Pre-Staff Draft,2022,54,re-signed as strength coordinator,10,0,0,0,0
Pre-Staff Draft,2022,189,re-signed as head coach,12,0,0,0,0
Pre-Staff Draft,2022,296,re-signed as offensive coordinator,14,0,0,0,0
Pre-Staff Draft,2022,338,re-signed as defensive coordinator,14,0,0,0,0
Pre-Staff Draft,2022,163,re-signed as assistant coach,14,0,0,0,0
Pre-Staff Draft,2022,83,re-signed as defensive coordinator,16,0,0,0,0
Pre-Staff Draft,2022,290,re-signed as assistant coach,16,0,0,0,0
Pre-Staff Draft,2022,91,re-signed as offensive coordinator,18,0,0,0,0
Pre-Staff Draft,2022,92,re-signed as defensive coordinator,18,0,0,0,0
Pre-Staff Draft,2022,101,re-signed as offensive coordinator,20,0,0,0,0
Pre-Staff Draft,2022,346,re-signed as head coach,21,0,0,0,0
Pre-Staff Draft,2022,212,re-signed as offensive coordinator,22,0,0,0,0
Pre-Staff Draft,2022,337,re-signed as strength coordinator,22,0,0,0,0
Pre-Staff Draft,2022,261,re-signed as defensive coordinator,23,0,0,0,0
Pre-Staff Draft,2022,193,re-signed as assistant coach,23,0,0,0,0
Pre-Staff Draft,2022,230,re-signed as head coach,25,0,0,0,0
Pre-Staff Draft,2022,53,re-signed as defensive coordinator,25,0,0,0,0
Pre-Staff Draft,2022,350,re-signed as assistant coach,25,0,0,0,0
Pre-Staff Draft,2022,347,re-signed as strength coordinator,25,0,0,0,0
Pre-Staff Draft,2022,32,re-signed as offensive coordinator,28,0,0,0,0
Pre-Staff Draft,2022,142,re-signed as defensive coordinator,28,0,0,0,0
Pre-Staff Draft,2022,73,re-signed as assistant coach,28,0,0,0,0
Pre-Staff Draft,2022,268,re-signed as head coach,30,0,0,0,0
Pre-Staff Draft,2022,115,re-signed as offensive coordinator,30,0,0,0,0
Pre-Staff Draft,2022,184,re-signed as defensive coordinator,30,0,0,0,0
Pre-Staff Draft,2022,159,re-signed as strength coordinator,30,0,0,0,0
Pre-Staff Draft,2022,156,re-signed as offensive coordinator,31,0,0,0,0
Staff Draft,2022,22,hired as head coach,29,0,0,0,0
Staff Draft,2022,106,fired as head coach,29,0,0,0,0
Staff Draft,2022,106,hired as head coach,26,0,0,0,0
Staff Draft,2022,127,fired as head coach,26,0,0,0,0
Staff Draft,2022,381,hired as head coach,17,0,0,0,0
Staff Draft,2022,297,fired as head coach,17,0,0,0,0
Staff Draft,2022,241,hired as defensive coordinator,8,0,0,0,0
Staff Draft,2022,389,hired as defensive coordinator,19,0,0,0,0
Staff Draft,2022,137,hired as defensive coordinator,5,0,0,0,0
Staff Draft,2022,108,hired as defensive coordinator,27,0,0,0,0
Staff Draft,2022,380,hired as defensive coordinator,26,0,0,0,0
Staff Draft,2022,297,hired as assistant coach,0,0,0,0,0
Staff Draft,2022,148,hired as assistant coach,29,0,0,0,0
Staff Draft,2022,23,hired as assistant coach,4,0,0,0,0
Staff Draft,2022,78,hired as assistant coach,15,0,0,0,0
Staff Draft,2022,113,hired as assistant coach,22,0,0,0,0
Staff Draft,2022,56,hired as assistant coach,5,0,0,0,0
Staff Draft,2022,399,hired as assistant coach,11,0,0,0,0
Staff Draft,2022,228,hired as assistant coach,31,0,0,0,0
Staff Draft,2022,390,hired as assistant coach,26,0,0,0,0
Staff Draft,2022,166,hired as strength coordinator,0,0,0,0,0
Staff Draft,2022,182,hired as strength coordinator,16,0,0,0,0
Staff Draft,2022,387,hired as strength coordinator,4,0,0,0,0
Staff Draft,2022,375,hired as strength coordinator,17,0,0,0,0
FA Stage 1,2022,741,released,2,QB,0,0,0
FA Stage 1,2022,1527,released,15,DE,0,0,0
FA Stage 1,2022,1613,released,15,DE,0,0,0
FA Stage 1,2022,1790,released,22,OLB,0,0,0
FA Stage 1,2022,3424,released,27,WR,0,0,0
FA Stage 1,2022,842,released,0,WR,0,0,0
FA Stage 1,2022,587,released,0,CB,0,0,0
FA Stage 1,2022,2658,released,0,C,0,0,0
FA Stage 1,2022,3957,released,0,S,0,0,0
FA Stage 1,2022,4372,released,0,G,0,0,0
FA Stage 1,2022,2411,released,0,RB,0,0,0
FA Stage 1,2022,3728,released,0,DT,0,0,0
FA Stage 1,2022,4675,released,0,OLB,0,0,0
FA Stage 1,2022,1022,released,0,WR,0,0,0
FA Stage 1,2022,779,released,1,WR,0,0,0
FA Stage 1,2022,1529,released,1,TE,0,0,0
FA Stage 1,2022,988,released,1,S,0,0,0
FA Stage 1,2022,5450,released,1,ILB,0,0,0
FA Stage 1,2022,4523,released,2,DE,0,0,0
FA Stage 1,2022,1564,released,2,S,0,0,0
FA Stage 1,2022,6017,released,2,G,0,0,0
FA Stage 1,2022,4123,released,2,FB,0,0,0
FA Stage 1,2022,4310,released,2,C,0,0,0
FA Stage 1,2022,3561,released,2,T,0,0,0
FA Stage 1,2022,7613,released,2,WR,0,0,0
FA Stage 1,2022,6730,released,2,WR,0,0,0
FA Stage 1,2022,6806,released,2,C,0,0,0
FA Stage 1,2022,1026,released,3,WR,0,0,0
FA Stage 1,2022,7141,released,3,ILB,0,0,0
FA Stage 1,2022,3694,released,3,DE,0,0,0
FA Stage 1,2022,3528,released,3,G,0,0,0
FA Stage 1,2022,3021,released,3,OLB,0,0,0
FA Stage 1,2022,2010,released,3,TE,0,0,0
FA Stage 1,2022,7109,released,3,DT,0,0,0
FA Stage 1,2022,1739,released,3,RB,0,0,0
FA Stage 1,2022,6337,released,3,OLB,0,0,0
FA Stage 1,2022,2925,released,4,DT,0,0,0
FA Stage 1,2022,3617,released,4,T,0,0,0
FA Stage 1,2022,2176,released,4,DT,0,0,0
FA Stage 1,2022,1725,released,4,CB,0,0,0
FA Stage 1,2022,6780,released,4,WR,0,0,0
FA Stage 1,2022,4807,released,4,S,0,0,0
FA Stage 1,2022,1612,released,4,RB,0,0,0
FA Stage 1,2022,6763,released,4,WR,0,0,0
FA Stage 1,2022,1479,released,4,TE,0,0,0
FA Stage 1,2022,1438,released,6,CB,0,0,0
FA Stage 1,2022,5886,released,6,WR,0,0,0
FA Stage 1,2022,7063,released,6,DE,0,0,0
FA Stage 1,2022,3500,released,6,C,0,0,0
FA Stage 1,2022,4664,released,6,OLB,0,0,0
FA Stage 1,2022,1597,released,6,CB,0,0,0
FA Stage 1,2022,1079,released,6,P,0,0,0
FA Stage 1,2022,452,released,6,WR,0,0,0
FA Stage 1,2022,5204,released,6,T,0,0,0
FA Stage 1,2022,747,released,7,TE,0,0,0
FA Stage 1,2022,999,released,7,S,0,0,0
FA Stage 1,2022,1550,released,7,RB,0,0,0
FA Stage 1,2022,1054,released,7,G,0,0,0
FA Stage 1,2022,3759,released,7,DT,0,0,0
FA Stage 1,2022,864,released,8,G,0,0,0
FA Stage 1,2022,3756,released,8,DT,0,0,0
FA Stage 1,2022,1432,released,8,C,0,0,0
FA Stage 1,2022,5479,released,8,OLB,0,0,0
FA Stage 1,2022,5499,released,8,OLB,0,0,0
FA Stage 1,2022,1726,released,8,T,0,0,0
FA Stage 1,2022,7167,released,8,ILB,0,0,0
FA Stage 1,2022,7743,released,8,G,0,0,0
FA Stage 1,2022,6820,released,8,C,0,0,0
FA Stage 1,2022,1269,released,9,CB,0,0,0
FA Stage 1,2022,1553,released,9,G,0,0,0
FA Stage 1,2022,1700,released,9,RB,0,0,0
FA Stage 1,2022,856,released,9,DT,0,0,0
FA Stage 1,2022,5121,released,9,C,0,0,0
FA Stage 1,2022,1774,released,10,S,0,0,0
FA Stage 1,2022,3122,released,10,CB,0,0,0
FA Stage 1,2022,6596,released,10,RB,0,0,0
FA Stage 1,2022,840,released,10,G,0,0,0
FA Stage 1,2022,2170,released,10,DT,0,0,0
FA Stage 1,2022,6221,released,10,DT,0,0,0
FA Stage 1,2022,7001,released,10,K,0,0,0
FA Stage 1,2022,6642,released,10,FB,0,0,0
FA Stage 1,2022,7229,released,10,OLB,0,0,0
FA Stage 1,2022,1561,released,11,DE,0,0,0
FA Stage 1,2022,1318,released,11,OLB,0,0,0
FA Stage 1,2022,1875,released,12,T,0,0,0
FA Stage 1,2022,1691,released,12,S,0,0,0
FA Stage 1,2022,1730,released,12,WR,0,0,0
FA Stage 1,2022,5826,released,12,TE,0,0,0
FA Stage 1,2022,1799,released,12,WR,0,0,0
FA Stage 1,2022,2644,released,12,C,0,0,0
FA Stage 1,2022,946,released,12,P,0,0,0
FA Stage 1,2022,1661,released,12,CB,0,0,0
FA Stage 1,2022,4817,released,12,S,0,0,0
FA Stage 1,2022,1393,released,13,CB,0,0,0
FA Stage 1,2022,1839,released,13,CB,0,0,0
FA Stage 1,2022,3548,released,13,G,0,0,0
FA Stage 1,2022,5071,released,13,WR,0,0,0
FA Stage 1,2022,785,released,13,OLB,0,0,0
FA Stage 1,2022,600,released,13,S,0,0,0
FA Stage 1,2022,6538,released,13,QB,0,0,0
FA Stage 1,2022,5850,released,13,TE,0,0,0
FA Stage 1,2022,6727,released,13,WR,0,0,0
FA Stage 1,2022,5330,released,14,DE,0,0,0
FA Stage 1,2022,3388,released,14,TE,0,0,0
FA Stage 1,2022,4950,released,14,FB,0,0,0
FA Stage 1,2022,1715,released,14,OLB,0,0,0
FA Stage 1,2022,5208,released,14,T,0,0,0
FA Stage 1,2022,4698,released,14,CB,0,0,0
FA Stage 1,2022,3556,released,14,G,0,0,0
FA Stage 1,2022,1484,released,14,T,0,0,0
FA Stage 1,2022,6089,released,14,T,0,0,0
FA Stage 1,2022,977,released,15,CB,0,0,0
FA Stage 1,2022,1845,released,15,RB,0,0,0
FA Stage 1,2022,1605,released,15,WR,0,0,0
FA Stage 1,2022,2556,released,15,WR,0,0,0
FA Stage 1,2022,923,released,15,T,0,0,0
FA Stage 1,2022,1166,released,16,ILB,0,0,0
FA Stage 1,2022,6788,released,16,WR,0,0,0
FA Stage 1,2022,4017,released,16,QB,0,0,0
FA Stage 1,2022,6574,released,16,RB,0,0,0
FA Stage 1,2022,6819,released,16,C,0,0,0
FA Stage 1,2022,6862,released,16,G,0,0,0
FA Stage 1,2022,8117,released,16,CB,0,0,0
FA Stage 1,2022,7875,released,16,DE,0,0,0
FA Stage 1,2022,3286,released,17,RB,0,0,0
FA Stage 1,2022,3284,released,17,RB,0,0,0
FA Stage 1,2022,521,released,17,T,0,0,0
FA Stage 1,2022,3882,released,17,CB,0,0,0
FA Stage 1,2022,1733,released,17,DT,0,0,0
FA Stage 1,2022,1108,released,17,DE,0,0,0
FA Stage 1,2022,3409,released,17,WR,0,0,0
FA Stage 1,2022,6608,released,17,RB,0,0,0
FA Stage 1,2022,1614,released,17,G,0,0,0
FA Stage 1,2022,1430,released,18,CB,0,0,0
