Player_ID,Last_Name,First_Name,Junior_Flag,Nickname,Position,Player_of_Game_Count,Championship_Rings,Player_of_the_Week_Count,Player_of_the_Week_Win,Height,Weight,Hall_of_Fame_Flag,Year_Inducted,Percentage_of_Vote,Chosen_Team,Year_Born,Month_Born,Day_Born,College,Draft_Round,Drafted_Position,Drafted_By,Draft_Year,4th_Quarter_Comebacks,Quarterback_Wins,Quarterback_Losses,Quarterback_Ties,Home_Town,Home_State,Career_Games_Played,Number_of_Seasons,Season_1_Pointer_to_Player_Year_Data,SP_2,SP_3,SP_4,SP_5,SP_6,SP_7,SP_8,SP_9,SP_10,SP_11,SP_12,SP_13,SP_14,SP_15,SP_16,SP_17,SP_18,SP_19,SP_20,Season_1_Year,SY_2,SY_3,SY_4,SY_5,SY_6,SY_7,SY_8,SY_9,SY_10,SY_11,SY_12,SY_13,SY_14,SY_15,SY_16,SY_17,SY_18,SY_19,SY_20
2,Stover,Jessie,0,,K,0,0,1,0,73,212,0,0,0,0,1979,5,25,67,23,28,25,2014,0,0,0,0,6475,24,18,1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Farmer,Dalton,0,,K,2,1,11,1,70,193,0,0,0,0,1981,12,18,14,38,23,19,2014,0,0,0,0,941,5,54,3,46,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,2015,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Reese,Josh,0,,QB,0,0,0,0,74,215,0,0,0,0,1977,10,14,7,30,21,5,2014,0,0,0,0,1441,5,2,1,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Sgroi,Curtis,0,,QB,2,0,2,0,73,219,0,0,0,0,1974,12,7,273,14,14,8,2014,0,4,9,0,13013,47,15,1,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Aliabadi,Randy,0,,P,0,0,0,0,74,219,0,0,0,0,1979,12,15,40,50,4,7,2014,0,0,0,0,374,2,17,2,115,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Hutton,Cristian,0,,SS,0,0,0,0,71,196,0,0,0,0,1974,3,7,1,9,25,17,2014,0,0,0,0,1390,5,8,1,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Fournier,Kirk,0,,LS,0,1,0,0,77,258,0,0,0,0,1978,12,6,34,0,0,0,0,0,0,0,0,1177,5,19,1,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Ross,Damian,0,,QB,13,0,17,3,75,233,0,0,0,0,1977,12,22,27,1,1,29,2014,2,14,5,0,1367,5,19,1,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Summers,Raul,0,,K,0,0,2,0,71,194,0,0,0,0,1976,3,29,9,27,17,18,2014,0,0,0,0,5284,21,15,2,230,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Henry,Donnie,0,,WLB,0,0,0,0,73,231,0,0,0,0,1976,12,3,120,30,29,28,2014,0,0,0,0,8147,32,17,1,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Reeves,Abraham,0,,LCB,0,0,1,0,72,193,0,0,0,0,1983,1,8,31,42,21,5,2014,0,0,0,0,8928,33,33,2,276,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Cain,Ben,0,,P,0,1,0,0,74,208,0,0,0,0,1978,7,27,324,22,20,20,2014,0,0,0,0,9772,36,56,3,322,115,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,2015,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Witt,Antonio,0,,FL,0,0,7,0,68,184,0,0,0,0,1980,8,24,82,1,15,22,2014,0,0,0,0,11852,43,17,1,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Sellers,Dalton,0,,C,0,0,0,0,76,332,0,0,0,0,1980,2,10,30,16,27,27,2014,0,0,0,0,10146,37,35,2,368,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Zorich,Brad,0,,LS,0,0,0,0,74,238,0,0,0,0,1983,9,1,133,0,0,0,0,0,0,0,0,4658,18,0,3,391,161,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,2015,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Heinrich,Matt,0,,C,0,0,1,0,73,280,0,0,0,0,1980,8,21,68,18,22,31,2014,0,0,0,0,5535,22,18,1,414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Garrison,Kody,0,,QB,0,0,0,0,73,201,0,0,0,0,1978,12,30,16,44,20,20,2014,0,0,0,0,2429,10,0,1,437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Winslett,Lenny,0,,C,0,0,0,0,72,282,0,0,0,0,1980,5,13,364,35,1,29,2014,0,0,0,0,4441,17,15,1,460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Iafigliola,Colin,0,,K,1,0,7,0,71,194,0,0,0,0,1982,5,30,34,36,20,20,2014,0,0,0,0,8997,34,0,3,483,184,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,2015,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Owens,Billy,0,,SE,0,0,4,0,72,200,0,0,0,0,1980,8,5,74,13,31,6,2014,0,0,0,0,12202,43,18,1,506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,David,Andrew,0,,QB,1,0,0,0,74,220,0,0,0,0,1982,11,15,15,34,1,24,2014,0,0,0,0,10376,38,32,2,552,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Austin,Alex,0,,RDE,1,0,3,0,74,273,0,0,0,0,1981,11,7,123,15,3,3,2014,0,0,0,0,9598,35,16,1,575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Hochstetler,Ty,0,,FS,0,0,4,0,73,218,0,0,0,0,1979,5,14,31,12,13,21,2014,0,0,0,0,13867,51,14,1,598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Burnett,Kendrick,0,,QB,22,0,34,4,70,204,0,0,0,0,1982,9,6,78,8,5,25,2014,8,34,30,0,8233,32,0,3,621,230,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,2015,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
