Player_ID,Number_Formations,I_Normal,I_TE_Pairs,I_WR_Slot,Pro_Normal,Pro_TE_Pairs,Pro_WR_Slot,Weak_Normal,Weak_TE_Pairs,Weak_Three_WR,Strong_Normal,Strong_TE_Pairs,Strong_Three_WR,Single-Back_Normal,Single-Back_TE_Pairs,Single-Back_Trips_WR,Single-Back_Four_WR,Five_WR_Spread,Goal_Line_Three_TE
25,16,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
28,15,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
29,14,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
34,13,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1
41,16,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
53,16,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
69,13,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1
73,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
98,10,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
104,15,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1
112,16,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
123,15,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
140,15,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
142,12,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1
154,14,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
164,16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
174,17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
177,16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
185,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,13,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1
208,12,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
269,13,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1
320,14,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1
363,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,13,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
376,11,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
550,17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
559,16,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
562,16,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
648,13,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1
717,15,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
738,11,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
741,14,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
744,11,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1
792,13,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1
801,15,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
860,16,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
898,12,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1
911,15,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1006,16,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
1092,15,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
1138,12,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
1163,13,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
1187,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
1221,10,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
1226,15,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
1291,14,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1
1323,12,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
1344,9,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
1345,16,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1441,10,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1
1451,13,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
1458,11,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
1461,13,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1
1480,13,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
1488,12,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1
1536,13,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
1557,12,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1
1592,10,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
1653,12,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
1654,11,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1
1662,9,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
1751,11,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
1856,10,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
1859,8,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1
1886,10,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1
1887,11,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
1888,10,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
1889,10,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
1892,13,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1
1896,8,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1
1898,13,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1903,9,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
1905,11,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
1909,8,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1
1918,12,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
1922,10,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
1923,14,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
1925,12,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
1928,11,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
1931,12,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
2348,11,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1
2350,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
2352,13,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1
2355,12,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
2356,12,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
2357,14,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1
2358,10,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
2359,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
2360,9,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
2361,13,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
2363,11,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1
2364,11,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
2366,10,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
2368,12,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1
2374,11,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1
2375,11,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
2377,12,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
2380,11,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
2384,10,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1
2386,14,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
2388,12,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1
2394,13,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
2396,10,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1
2399,10,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
2402,11,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1
2403,13,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1
2407,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
3195,12,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
3196,13,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1
3197,10,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
3198,7,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1
3199,9,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
3200,7,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1
3201,8,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
3202,11,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
3203,9,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
3204,10,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1
3205,10,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
3206,9,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1
3207,10,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
3208,9,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
3209,8,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1
3210,8,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
3211,12,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
3212,10,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1
3213,15,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
3214,11,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
3215,7,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
3216,9,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
3217,8,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
3218,7,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1
3219,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
3220,7,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
3221,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
3222,9,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
3223,7,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
3224,11,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
3225,11,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
3226,8,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1
3227,9,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1
3228,9,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1
3229,10,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1
3230,14,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
3231,10,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
3232,8,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
